front_left,prev_front_left,front,prev_front,front_right,prev_front_right,rear_right,prev_rear_right,mode1,mode2,mode3,prev_mode1,prev_mode2,prev_mode3
120,120,56,55,20,20,43,43,0,1,0,0,1,0
120,120,53,56,20,20,42,43,1,0,0,0,1,0
120,120,53,53,19,20,42,42,1,0,0,1,0,0
120,120,56,53,19,19,40,42,1,0,0,1,0,0
120,120,64,56,19,19,36,40,1,0,0,1,0,0
120,120,77,64,20,19,35,36,1,0,0,1,0,0
120,120,95,77,20,20,33,35,1,0,0,1,0,0
120,120,109,95,20,20,30,33,1,0,0,1,0,0
120,120,119,109,21,20,27,30,1,0,0,1,0,0
120,120,120,119,22,21,25,27,1,0,0,1,0,0
120,120,120,120,22,22,24,25,1,0,0,1,0,0
120,120,120,120,24,22,22,24,1,0,0,1,0,0
120,120,120,120,26,24,21,22,1,0,0,1,0,0
120,120,120,120,28,26,20,21,1,0,0,1,0,0
120,120,120,120,30,28,19,20,1,0,0,1,0,0
120,120,120,120,32,30,18,19,1,0,0,1,0,0
120,120,120,120,35,32,17,18,1,0,0,1,0,0
120,120,120,120,39,35,17,17,1,0,0,1,0,0
120,120,120,120,42,39,17,17,1,0,0,1,0,0
120,120,120,120,47,42,17,17,1,0,0,1,0,0
120,120,120,120,52,47,17,17,1,0,0,1,0,0
120,120,120,120,60,52,17,17,0,1,0,1,0,0
120,120,120,120,69,60,17,17,0,1,0,0,1,0
120,120,120,120,74,69,18,17,0,1,0,0,1,0
120,120,120,120,76,74,18,18,0,1,0,0,1,0
120,120,120,120,77,76,19,18,0,1,0,0,1,0
120,120,120,120,77,77,19,19,0,1,0,0,1,0
120,120,120,120,79,77,20,19,0,1,0,0,1,0
120,120,120,120,80,79,21,20,0,1,0,0,1,0
120,120,120,120,82,80,21,21,0,1,0,0,1,0
120,120,120,120,84,82,22,21,0,1,0,0,1,0
120,120,120,120,85,84,22,22,0,1,0,0,1,0
120,120,120,120,89,85,23,22,0,1,0,0,1,0
120,120,120,120,87,89,23,23,0,1,0,0,1,0
120,120,120,120,88,87,24,23,0,1,0,0,1,0
120,120,120,120,88,88,24,24,0,1,0,0,1,0
120,120,120,120,89,88,25,24,0,1,0,0,1,0
120,120,120,120,89,89,26,25,0,1,0,0,1,0
120,120,120,120,91,89,26,26,0,1,0,0,1,0
120,120,120,120,92,91,27,26,0,1,0,0,1,0
120,120,120,120,92,92,28,27,0,1,0,0,1,0
120,120,120,120,93,92,28,28,0,1,0,0,1,0
120,120,120,120,95,93,29,28,0,1,0,0,1,0
120,120,120,120,94,95,29,29,0,1,0,0,1,0
120,120,120,120,93,94,30,29,0,0,1,0,1,0
120,120,120,120,93,93,31,30,0,0,1,0,0,1
120,120,120,120,92,93,32,31,0,0,1,0,0,1
120,120,120,120,86,92,32,32,0,0,1,0,0,1
120,120,120,120,80,86,33,32,0,0,1,0,0,1
120,120,120,120,72,80,33,33,0,0,1,0,0,1
120,120,102,120,66,72,35,33,0,0,1,0,0,1
120,120,99,102,62,66,36,35,0,0,1,0,0,1
120,120,96,99,59,62,37,36,0,0,1,0,0,1
120,120,92,96,56,59,38,37,0,0,1,0,0,1
120,120,90,92,54,56,39,38,0,0,1,0,0,1
120,120,88,90,52,54,41,39,0,1,0,0,0,1
120,120,86,88,51,52,42,41,0,1,0,0,1,0
120,120,85,86,51,51,42,42,0,1,0,0,1,0
120,120,84,85,51,51,43,42,0,1,0,0,1,0
120,120,83,84,50,51,42,43,0,1,0,0,1,0
120,120,81,83,50,50,43,42,0,1,0,0,1,0
120,120,81,81,49,50,43,43,0,1,0,0,1,0
120,120,79,81,49,49,43,43,0,1,0,0,1,0
120,120,79,79,48,49,44,43,0,1,0,0,1,0
120,120,77,79,48,48,44,44,0,1,0,0,1,0
120,120,76,77,48,48,44,44,0,1,0,0,1,0
120,120,75,76,48,48,44,44,0,1,0,0,1,0
120,120,75,75,47,48,44,44,0,1,0,0,1,0
120,120,73,75,47,47,44,44,0,1,0,0,1,0
120,120,72,73,47,47,45,44,0,1,0,0,1,0
120,120,71,72,47,47,44,45,0,1,0,0,1,0
120,120,71,71,46,47,45,44,0,1,0,0,1,0
120,120,69,71,46,46,45,45,0,1,0,0,1,0
120,120,68,69,47,46,45,45,0,1,0,0,1,0
120,120,67,68,46,47,45,45,0,1,0,0,1,0
120,120,66,67,46,46,46,45,0,1,0,0,1,0
120,120,65,66,46,46,46,46,0,1,0,0,1,0
120,120,64,65,46,46,46,46,0,1,0,0,1,0
