front_left,prev_front_left,front,prev_front,front_right,prev_front_right,rear_right,prev_rear_right,mode1,mode2,mode3,prev_mode1,prev_mode2,prev_mode3
120,93,48,48,120,120,32,32,0,1,0,0,1,0
120,120,47,48,71,120,33,32,0,1,0,0,1,0
99,120,46,47,67,71,34,33,0,1,0,0,1,0
92,99,45,46,66,67,38,34,0,1,0,0,1,0
89,92,43,45,62,66,44,38,0,1,0,0,1,0
88,89,42,43,63,62,51,44,0,1,0,0,1,0
90,88,40,42,58,63,58,51,0,1,0,0,1,0
85,90,39,40,59,58,62,58,1,0,0,0,1,0
86,85,38,39,56,59,62,62,1,0,0,1,0,0
88,86,37,38,51,56,59,62,1,0,0,1,0,0
86,88,38,37,43,51,57,59,1,0,0,1,0,0
120,86,42,38,42,43,56,57,1,0,0,1,0,0
120,120,48,42,37,42,120,56,1,0,0,1,0,0
120,120,58,48,35,37,120,120,1,0,0,1,0,0
120,120,66,58,32,35,120,120,1,0,0,1,0,0
120,120,67,66,31,32,120,120,1,0,0,1,0,0
114,120,71,67,28,31,120,120,1,0,0,1,0,0
111,114,75,71,29,28,120,120,1,0,0,1,0,0
110,111,77,75,28,29,120,120,1,0,0,1,0,0
109,110,85,77,27,28,120,120,1,0,0,1,0,0
107,109,91,85,32,27,120,120,1,0,0,1,0,0
104,107,120,91,46,32,120,120,0,1,0,1,0,0
105,104,120,120,51,46,53,120,0,1,0,0,1,0
104,105,106,120,51,51,51,53,0,1,0,0,1,0
101,104,120,106,51,51,48,51,0,1,0,0,1,0
101,101,105,120,51,51,45,48,0,1,0,0,1,0
101,101,102,105,50,51,43,45,0,1,0,0,1,0
100,101,103,102,49,50,45,43,0,1,0,0,1,0
98,100,99,103,49,49,41,45,0,1,0,0,1,0
99,98,97,99,48,49,39,41,0,1,0,0,1,0
95,99,97,97,48,48,39,39,0,1,0,0,1,0
94,95,99,97,48,48,38,39,0,1,0,0,1,0
93,94,97,99,47,48,37,38,0,1,0,0,1,0
92,93,95,97,47,47,36,37,0,1,0,0,1,0
92,92,91,95,47,47,35,36,0,1,0,0,1,0
90,92,89,91,45,47,33,35,0,1,0,0,1,0
88,90,89,89,45,45,31,33,0,1,0,0,1,0
86,88,87,89,45,45,32,31,0,0,1,0,1,0
84,86,88,87,45,45,32,32,0,0,1,0,0,1
83,84,85,88,43,45,32,32,0,1,0,0,0,1
80,83,84,85,42,43,34,32,0,1,0,0,1,0
81,80,82,84,41,42,35,34,0,1,0,0,1,0
79,81,83,82,41,41,33,35,0,1,0,0,1,0
77,79,82,83,39,41,32,33,0,1,0,0,1,0
76,77,81,82,38,39,31,32,1,0,0,0,1,0
76,76,79,81,38,38,31,31,1,0,0,1,0,0
75,76,79,79,37,38,29,31,1,0,0,1,0,0
75,75,77,79,38,37,26,29,1,0,0,1,0,0
75,75,73,77,38,38,27,26,1,0,0,1,0,0
74,75,71,73,39,38,29,27,0,1,0,1,0,0
76,74,69,71,41,39,32,29,0,1,0,0,1,0
74,76,69,69,42,41,35,32,0,1,0,0,1,0
73,74,67,69,41,42,37,35,0,1,0,0,1,0
72,73,63,67,41,41,41,37,0,1,0,0,1,0
72,72,63,63,41,41,42,41,0,1,0,0,1,0
69,72,61,63,41,41,44,42,0,1,0,0,1,0
68,69,60,61,41,41,44,44,0,1,0,0,1,0
67,68,59,60,41,41,45,44,0,1,0,0,1,0
66,67,57,59,41,41,44,45,0,1,0,0,1,0
64,66,56,57,41,41,45,44,0,1,0,0,1,0
62,64,55,56,40,41,45,45,1,0,0,0,1,0
61,62,53,55,40,40,45,45,1,0,0,1,0,0
61,61,51,53,41,40,43,45,1,0,0,1,0,0
62,61,50,51,43,41,41,43,1,0,0,1,0,0
63,62,49,50,46,43,39,41,1,0,0,1,0,0
66,63,48,49,49,46,37,39,1,0,0,1,0,0
68,66,48,48,53,49,36,37,1,0,0,1,0,0
71,68,47,48,55,53,34,36,1,0,0,1,0,0
78,71,47,47,53,55,34,34,1,0,0,1,0,0
84,78,48,47,49,53,34,34,1,0,0,1,0,0
88,84,48,48,47,49,34,34,1,0,0,1,0,0
120,88,49,48,44,47,33,34,1,0,0,1,0,0
120,120,51,49,41,44,34,33,1,0,0,1,0,0
98,120,53,51,40,41,35,34,1,0,0,1,0,0
102,98,55,53,38,40,36,35,1,0,0,1,0,0
105,102,58,55,37,38,37,36,1,0,0,1,0,0
106,105,66,58,37,37,39,37,1,0,0,1,0,0
100,106,66,66,36,37,40,39,1,0,0,1,0,0
120,100,73,66,36,36,44,40,1,0,0,1,0,0
120,120,82,73,36,36,46,44,1,0,0,1,0,0
120,120,86,82,37,36,50,46,1,0,0,1,0,0
73,120,88,86,37,37,51,50,1,0,0,1,0,0
70,73,87,88,38,37,52,51,1,0,0,1,0,0
68,70,85,87,40,38,50,52,1,0,0,1,0,0
70,68,89,85,41,40,46,50,0,1,0,1,0,0
120,70,89,89,44,41,42,46,0,1,0,0,1,0
120,120,84,89,45,44,42,42,0,1,0,0,1,0
120,120,85,84,45,45,40,42,0,1,0,0,1,0
120,120,79,85,45,45,41,40,0,1,0,0,1,0
72,120,80,79,45,45,41,41,0,1,0,0,1,0
71,72,79,80,46,45,40,41,0,1,0,0,1,0
68,71,78,79,46,46,41,40,0,1,0,0,1,0
120,68,73,78,46,46,40,41,0,1,0,0,1,0
62,120,73,73,46,46,40,40,0,1,0,0,1,0
