front_left,prev_front_left,front,prev_front,front_right,prev_front_right,rear_right,prev_rear_right,mode1,mode2,mode3,prev_mode1,prev_mode2,prev_mode3
120,120,120,120,56,57,120,120,0,1,0,0,1,0
120,120,120,120,56,56,120,120,0,1,0,0,1,0
120,120,120,120,55,56,120,120,0,1,0,0,1,0
120,120,120,120,54,55,120,120,0,1,0,0,1,0
120,120,120,120,54,54,120,120,0,1,0,0,1,0
120,120,120,120,52,54,120,120,0,1,0,0,1,0
120,120,120,120,52,52,120,120,0,1,0,0,1,0
120,120,120,120,51,52,120,120,0,1,0,0,1,0
120,120,120,120,50,51,120,120,0,1,0,0,1,0
120,120,120,120,49,50,120,120,0,1,0,0,1,0
120,120,120,120,48,49,120,120,0,1,0,0,1,0
120,120,120,120,47,48,120,120,0,1,0,0,1,0
120,120,120,120,46,47,117,120,0,1,0,0,1,0
120,120,120,120,46,46,114,117,0,1,0,0,1,0
120,120,120,120,44,46,120,114,0,1,0,0,1,0
120,120,120,120,44,44,110,120,0,1,0,0,1,0
120,120,120,120,42,44,111,110,0,1,0,0,1,0
120,120,120,120,42,42,112,111,0,1,0,0,1,0
120,120,120,120,41,42,110,112,0,1,0,0,1,0
120,120,120,120,40,41,108,110,0,1,0,0,1,0
120,120,120,120,39,40,106,108,0,1,0,0,1,0
120,120,120,120,38,39,108,106,0,1,0,0,1,0
120,120,120,120,37,38,105,108,0,1,0,0,1,0
120,120,120,120,37,37,101,105,1,0,0,0,1,0
120,120,120,120,35,37,101,101,1,0,0,1,0,0
120,120,120,120,34,35,94,101,1,0,0,1,0,0
120,120,120,120,33,34,81,94,1,0,0,1,0,0
120,120,120,120,32,33,71,81,1,0,0,1,0,0
119,120,120,120,33,32,64,71,1,0,0,1,0,0
117,119,118,120,33,33,56,64,1,0,0,1,0,0
120,117,117,118,35,33,51,56,1,0,0,1,0,0
120,120,112,117,56,35,47,51,0,1,0,1,0,0
120,120,110,112,120,56,43,47,0,1,0,0,1,0
120,120,108,110,120,120,42,43,0,1,0,0,1,0
120,120,108,108,120,120,41,42,0,1,0,0,1,0
120,120,106,108,120,120,41,41,0,1,0,0,1,0
120,120,104,106,120,120,41,41,0,1,0,0,1,0
120,120,104,104,120,120,40,41,0,1,0,0,1,0
120,120,102,104,120,120,39,40,0,1,0,0,1,0
120,120,100,102,120,120,39,39,0,1,0,0,1,0
120,120,99,100,120,120,39,39,0,1,0,0,1,0
120,120,98,99,120,120,38,39,0,1,0,0,1,0
120,120,97,98,120,120,39,38,0,1,0,0,1,0
120,120,95,97,120,120,39,39,0,1,0,0,1,0
120,120,94,95,120,120,38,39,0,1,0,0,1,0
120,120,93,94,120,120,38,38,0,1,0,0,1,0
120,120,92,93,120,120,37,38,0,1,0,0,1,0
120,120,90,92,120,120,37,37,0,1,0,0,1,0
120,120,88,90,120,120,36,37,0,1,0,0,1,0
120,120,87,88,120,120,36,36,0,1,0,0,1,0
120,120,85,87,120,120,35,36,0,1,0,0,1,0
120,120,84,85,120,120,35,35,0,1,0,0,1,0
120,120,83,84,120,120,35,35,0,0,1,0,1,0
120,120,81,83,120,120,35,35,0,0,1,0,0,1
120,120,79,81,120,120,35,35,0,0,1,0,0,1
120,120,78,79,120,120,37,35,0,0,1,0,0,1
89,120,77,78,120,120,40,37,0,0,1,0,0,1
83,89,76,77,120,120,42,40,0,0,1,0,0,1
80,83,75,76,120,120,45,42,0,0,1,0,0,1
78,80,74,75,120,120,48,45,0,0,1,0,0,1
76,78,75,74,120,120,52,48,0,0,1,0,0,1
74,76,74,75,120,120,57,52,0,0,1,0,0,1
72,74,74,74,119,120,61,57,0,0,1,0,0,1
69,72,76,74,117,119,67,61,0,0,1,0,0,1
69,69,77,76,115,117,75,67,0,0,1,0,0,1
68,69,78,77,114,115,82,75,0,0,1,0,0,1
66,68,81,78,114,114,93,82,0,0,1,0,0,1
66,66,84,81,113,114,99,93,0,0,1,0,0,1
67,66,88,84,112,113,120,99,0,0,1,0,0,1
67,67,93,88,103,112,120,120,0,0,1,0,0,1
67,67,100,93,96,103,120,120,0,0,1,0,0,1
69,67,105,100,84,96,120,120,0,0,1,0,0,1
70,69,114,105,74,84,120,120,0,0,1,0,0,1
72,70,114,114,67,74,120,120,0,0,1,0,0,1
73,72,117,114,62,67,120,120,0,0,1,0,0,1
77,73,114,117,58,62,120,120,0,0,1,0,0,1
81,77,107,114,53,58,120,120,0,0,1,0,0,1
86,81,104,107,50,53,120,120,0,1,0,0,0,1
93,86,102,104,46,50,120,120,0,1,0,0,1,0
94,93,103,102,47,46,120,120,0,1,0,0,1,0
94,94,99,103,46,47,120,120,0,1,0,0,1,0
96,94,97,99,46,46,120,120,0,1,0,0,1,0
96,96,96,97,46,46,120,120,0,1,0,0,1,0
95,96,93,96,46,46,120,120,0,1,0,0,1,0
94,95,93,93,46,46,120,120,0,1,0,0,1,0
94,94,91,93,46,46,120,120,0,1,0,0,1,0
94,94,89,91,46,46,120,120,0,1,0,0,1,0
94,94,89,89,46,46,120,120,0,1,0,0,1,0
93,94,87,89,46,46,120,120,0,1,0,0,1,0
94,93,85,87,47,46,120,120,0,1,0,0,1,0
93,94,84,85,47,47,120,120,0,1,0,0,1,0
91,93,84,84,48,47,120,120,0,1,0,0,1,0
93,91,81,84,47,48,120,120,0,1,0,0,1,0
92,93,80,81,47,47,120,120,0,1,0,0,1,0
92,92,79,80,47,47,120,120,0,1,0,0,1,0
89,92,78,79,48,47,120,120,0,1,0,0,1,0
90,89,74,78,48,48,120,120,0,1,0,0,1,0
90,90,75,74,48,48,120,120,0,1,0,0,1,0
90,90,73,75,48,48,120,120,0,1,0,0,1,0
88,90,72,73,49,48,120,120,0,1,0,0,1,0
87,88,70,72,49,49,120,120,0,1,0,0,1,0
87,87,69,70,49,49,120,120,0,1,0,0,1,0
86,87,68,69,49,49,120,120,0,1,0,0,1,0
84,86,65,68,49,49,41,120,0,1,0,0,1,0
85,84,66,65,49,49,40,41,0,1,0,0,1,0
81,85,63,66,50,49,39,40,0,1,0,0,1,0
82,81,61,63,50,50,38,39,0,1,0,0,1,0
82,82,59,61,51,50,38,38,0,1,0,0,1,0
79,82,58,59,51,51,37,38,0,1,0,0,1,0
78,79,57,58,51,51,38,37,0,1,0,0,1,0
77,78,55,57,51,51,38,38,0,1,0,0,1,0
75,77,54,55,50,51,38,38,1,0,0,0,1,0
75,75,53,54,51,50,39,38,1,0,0,1,0,0
74,75,52,53,53,51,39,39,1,0,0,1,0,0
73,74,51,52,58,53,38,39,1,0,0,1,0,0
72,73,51,51,59,58,37,38,1,0,0,1,0,0
69,72,52,51,60,59,37,37,1,0,0,1,0,0
65,69,51,52,55,60,37,37,1,0,0,1,0,0
63,65,54,51,51,55,36,37,1,0,0,1,0,0
59,63,55,54,48,51,37,36,1,0,0,1,0,0
56,59,57,55,46,48,37,37,1,0,0,1,0,0
54,56,60,57,43,46,38,37,1,0,0,1,0,0
53,54,64,60,41,43,39,38,1,0,0,1,0,0
50,53,62,64,41,41,40,39,1,0,0,1,0,0
49,50,59,62,39,41,42,40,1,0,0,1,0,0
47,49,56,59,39,39,44,42,1,0,0,1,0,0
46,47,51,56,40,39,47,44,1,0,0,1,0,0
45,46,48,51,39,40,51,47,1,0,0,1,0,0
45,45,45,48,40,39,55,51,1,0,0,1,0,0
44,45,43,45,42,40,58,55,1,0,0,1,0,0
44,44,40,43,43,42,58,58,1,0,0,1,0,0
45,44,39,40,46,43,54,58,1,0,0,1,0,0
45,45,37,39,48,46,48,54,1,0,0,1,0,0
46,45,36,37,51,48,46,48,1,0,0,1,0,0
48,46,36,36,51,51,42,46,1,0,0,1,0,0
48,48,34,36,47,51,40,42,1,0,0,1,0,0
51,48,34,34,42,47,39,40,1,0,0,1,0,0
54,51,33,34,38,42,39,39,1,0,0,1,0,0
58,54,33,33,34,38,38,39,1,0,0,1,0,0
62,58,33,33,32,34,38,38,1,0,0,1,0,0
69,62,34,33,29,32,38,38,1,0,0,1,0,0
78,69,35,34,27,29,39,38,1,0,0,1,0,0
120,78,36,35,26,27,39,39,1,0,0,1,0,0
120,120,38,36,24,26,40,39,1,0,0,1,0,0
120,120,39,38,23,24,42,40,1,0,0,1,0,0
120,120,43,39,23,23,44,42,1,0,0,1,0,0
120,120,47,43,22,23,47,44,1,0,0,1,0,0
120,120,51,47,22,22,49,47,1,0,0,1,0,0
120,120,59,51,23,22,48,49,1,0,0,1,0,0
120,120,64,59,23,23,43,48,1,0,0,1,0,0
120,120,70,64,24,23,38,43,1,0,0,1,0,0
120,120,120,70,25,24,33,38,1,0,0,1,0,0
120,120,120,120,26,25,29,33,1,0,0,1,0,0
120,120,120,120,28,26,27,29,1,0,0,1,0,0
120,120,120,120,30,28,25,27,1,0,0,1,0,0
120,120,120,120,33,30,24,25,1,0,0,1,0,0
120,120,120,120,36,33,22,24,1,0,0,1,0,0
120,120,120,120,40,36,21,22,0,1,0,1,0,0
120,120,120,120,45,40,21,21,0,1,0,0,1,0
120,120,120,120,47,45,21,21,0,1,0,0,1,0
120,120,120,120,49,47,21,21,0,1,0,0,1,0
120,120,120,120,51,49,22,21,0,1,0,0,1,0
120,120,120,120,52,51,22,22,0,1,0,0,1,0
120,120,120,120,53,52,22,22,0,1,0,0,1,0
120,120,120,120,54,53,23,22,0,1,0,0,1,0
120,120,120,120,55,54,24,23,0,1,0,0,1,0
120,120,120,120,56,55,25,24,0,1,0,0,1,0
120,120,120,120,57,56,25,25,0,1,0,0,1,0
120,120,120,120,57,57,25,25,0,1,0,0,1,0
120,120,120,120,58,57,26,25,0,1,0,0,1,0
120,120,120,120,59,58,27,26,0,1,0,0,1,0
120,120,120,120,59,59,27,27,0,1,0,0,1,0
120,120,120,120,60,59,28,27,0,1,0,0,1,0
120,120,120,120,62,60,28,28,0,1,0,0,1,0
120,120,120,120,62,62,29,28,0,1,0,0,1,0
120,120,120,120,62,62,30,29,0,1,0,0,1,0
120,120,120,120,64,62,30,30,0,1,0,0,1,0
120,120,120,120,64,64,31,30,0,1,0,0,1,0
120,120,120,120,64,64,31,31,0,0,1,0,1,0
120,120,120,120,64,64,32,31,0,0,1,0,0,1
120,120,120,120,63,64,33,32,0,0,1,0,0,1
120,120,120,120,60,63,34,33,0,0,1,0,0,1
120,120,120,120,57,60,35,34,0,0,1,0,0,1
120,120,120,120,54,57,37,35,0,1,0,0,0,1
120,120,120,120,51,54,38,37,0,1,0,0,1,0
120,120,120,120,49,51,39,38,0,1,0,0,1,0
120,120,120,120,50,49,39,39,0,1,0,0,1,0
120,120,120,120,49,50,40,39,0,1,0,0,1,0
120,120,120,120,49,49,40,40,0,1,0,0,1,0
120,120,120,120,49,49,41,40,0,1,0,0,1,0
120,120,120,120,49,49,41,41,0,1,0,0,1,0
120,120,120,120,48,49,41,41,0,1,0,0,1,0
120,120,120,120,48,48,41,41,0,1,0,0,1,0
120,120,120,120,49,48,41,41,0,1,0,0,1,0
120,120,120,120,48,49,42,41,0,1,0,0,1,0
120,120,120,120,48,48,42,42,0,1,0,0,1,0
120,120,120,120,48,48,42,42,0,1,0,0,1,0
120,120,120,120,47,48,43,42,0,1,0,0,1,0
120,120,120,120,47,47,43,43,0,1,0,0,1,0
120,120,120,120,46,47,43,43,0,1,0,0,1,0
120,120,120,120,47,46,43,43,0,1,0,0,1,0
120,120,120,120,46,47,43,43,0,1,0,0,1,0
120,120,120,120,46,46,43,43,0,1,0,0,1,0
120,120,120,120,46,46,44,43,0,1,0,0,1,0
120,120,120,120,45,46,44,44,0,1,0,0,1,0
120,120,120,120,45,45,44,44,0,1,0,0,1,0
120,120,120,120,45,45,44,44,0,1,0,0,1,0
120,120,120,120,45,45,44,44,0,1,0,0,1,0
120,120,120,120,45,45,44,44,0,1,0,0,1,0
120,120,120,120,44,45,44,44,0,1,0,0,1,0
120,120,120,120,44,44,44,44,0,1,0,0,1,0
