front_left,prev_front_left,front,prev_front,front_right,prev_front_right,rear_right,prev_rear_right,mode1,mode2,mode3,prev_mode1,prev_mode2,prev_mode3
74,73,83,83,120,120,113,112,0,1,0,0,1,0
73,74,83,83,120,120,110,113,0,1,0,0,1,0
72,73,80,83,120,120,114,110,0,1,0,0,1,0
70,72,79,80,120,120,115,114,0,1,0,0,1,0
68,70,78,79,120,120,114,115,0,1,0,0,1,0
68,68,76,78,120,120,117,114,0,1,0,0,1,0
67,68,76,76,120,120,117,117,0,1,0,0,1,0
66,67,74,76,120,120,120,117,0,1,0,0,1,0
65,66,73,74,120,120,120,120,0,1,0,0,1,0
63,65,72,73,120,120,120,120,1,0,0,0,1,0
62,63,70,72,120,120,120,120,1,0,0,1,0,0
60,62,68,70,120,120,120,120,1,0,0,1,0,0
60,60,64,68,120,120,120,120,1,0,0,1,0,0
59,60,60,64,120,120,120,120,1,0,0,1,0,0
59,59,58,60,120,120,120,120,1,0,0,1,0,0
59,59,56,58,120,120,120,120,1,0,0,1,0,0
59,59,54,56,109,120,120,120,1,0,0,1,0,0
59,59,52,54,98,109,120,120,1,0,0,1,0,0
59,59,50,52,86,98,120,120,1,0,0,1,0,0
58,59,49,50,75,86,120,120,1,0,0,1,0,0
59,58,48,49,68,75,120,120,1,0,0,1,0,0
64,59,47,48,61,68,120,120,1,0,0,1,0,0
120,64,48,47,56,61,120,120,1,0,0,1,0,0
120,120,48,48,52,56,120,120,1,0,0,1,0,0
120,120,48,48,47,52,120,120,1,0,0,1,0,0
120,120,48,48,45,47,120,120,1,0,0,1,0,0
120,120,49,48,42,45,120,120,1,0,0,1,0,0
120,120,48,49,40,42,120,120,1,0,0,1,0,0
120,120,50,48,39,40,120,120,1,0,0,1,0,0
120,120,53,50,38,39,120,120,1,0,0,1,0,0
120,120,120,53,37,38,104,120,1,0,0,1,0,0
120,120,120,120,37,37,94,104,1,0,0,1,0,0
120,120,120,120,37,37,80,94,1,0,0,1,0,0
120,120,120,120,37,37,69,80,1,0,0,1,0,0
120,120,120,120,38,37,61,69,1,0,0,1,0,0
120,120,120,120,38,38,55,61,1,0,0,1,0,0
120,120,120,120,38,38,50,55,0,1,0,1,0,0
120,120,120,120,39,38,46,50,0,1,0,0,1,0
120,120,120,120,40,39,44,46,0,1,0,0,1,0
120,120,120,120,40,40,43,44,0,1,0,0,1,0
120,120,120,120,41,40,43,43,0,1,0,0,1,0
120,120,120,120,43,41,42,43,0,1,0,0,1,0
120,120,120,120,44,43,41,42,0,1,0,0,1,0
120,120,120,120,57,44,41,41,0,1,0,0,1,0
120,120,120,120,120,57,41,41,0,1,0,0,1,0
120,120,117,120,120,120,41,41,0,1,0,0,1,0
120,120,115,117,120,120,41,41,0,1,0,0,1,0
120,120,114,115,120,120,41,41,0,1,0,0,1,0
120,120,113,114,120,120,41,41,0,1,0,0,1,0
120,120,111,113,120,120,41,41,0,1,0,0,1,0
120,120,111,111,120,120,41,41,0,1,0,0,1,0
120,120,109,111,120,120,41,41,0,1,0,0,1,0
120,120,107,109,120,120,41,41,0,1,0,0,1,0
120,120,106,107,120,120,40,41,0,1,0,0,1,0
120,120,104,106,120,120,41,40,0,1,0,0,1,0
120,120,103,104,120,120,41,41,0,1,0,0,1,0
120,120,103,103,120,120,41,41,0,1,0,0,1,0
120,120,101,103,120,120,41,41,0,1,0,0,1,0
120,120,100,101,120,120,40,41,0,1,0,0,1,0
120,120,99,100,120,120,41,40,0,1,0,0,1,0
120,120,98,99,120,120,41,41,0,1,0,0,1,0
120,120,94,98,120,120,41,41,0,1,0,0,1,0
120,120,95,94,120,120,40,41,0,1,0,0,1,0
120,120,92,95,120,120,40,40,0,0,1,0,1,0
120,120,91,92,120,120,40,40,0,0,1,0,0,1
120,120,89,91,120,120,41,40,0,0,1,0,0,1
120,120,88,89,120,120,43,41,0,0,1,0,0,1
120,120,87,88,120,120,46,43,0,0,1,0,0,1
90,120,86,87,120,120,49,46,0,0,1,0,0,1
91,90,85,86,120,120,53,49,0,0,1,0,0,1
87,91,85,85,120,120,56,53,0,0,1,0,0,1
86,87,86,85,120,120,60,56,0,0,1,0,0,1
84,86,86,86,120,120,65,60,0,0,1,0,0,1
81,84,86,86,120,120,71,65,0,0,1,0,0,1
80,81,88,86,120,120,76,71,0,0,1,0,0,1
78,80,90,88,118,120,83,76,0,0,1,0,0,1
78,78,92,90,117,118,91,83,0,0,1,0,0,1
77,78,96,92,113,117,102,91,0,0,1,0,0,1
77,77,99,96,104,113,120,102,0,1,0,0,0,1
77,77,105,99,91,104,120,120,0,1,0,0,1,0
77,77,107,105,86,91,120,120,0,1,0,0,1,0
76,77,106,107,90,86,120,120,0,1,0,0,1,0
75,76,104,106,88,90,120,120,0,1,0,0,1,0
75,75,106,104,90,88,120,120,0,1,0,0,1,0
73,75,107,106,90,90,120,120,0,1,0,0,1,0
73,73,105,107,90,90,120,120,0,1,0,0,1,0
73,73,104,105,92,90,120,120,0,1,0,0,1,0
72,73,105,104,91,92,120,120,0,1,0,0,1,0
71,72,105,105,91,91,120,120,0,1,0,0,1,0
70,71,103,105,92,91,120,120,0,1,0,0,1,0
69,70,102,103,91,92,120,120,0,1,0,0,1,0
69,69,101,102,91,91,120,120,0,1,0,0,1,0
69,69,103,101,91,91,120,120,0,0,1,0,1,0
68,69,100,103,92,91,120,120,0,0,1,0,0,1
68,68,105,100,86,92,120,120,0,0,1,0,0,1
70,68,109,105,79,86,120,120,0,0,1,0,0,1
71,70,111,109,71,79,120,120,0,0,1,0,0,1
73,71,106,111,65,71,120,120,0,0,1,0,0,1
75,73,102,106,59,65,120,120,0,0,1,0,0,1
79,75,97,102,57,59,120,120,0,0,1,0,0,1
83,79,97,97,52,57,120,120,0,0,1,0,0,1
88,83,91,97,49,52,120,120,0,0,1,0,0,1
