front_left,prev_front_left,front,prev_front,front_right,prev_front_right,rear_right,prev_rear_right,mode1,mode2,mode3,prev_mode1,prev_mode2,prev_mode3
120,120,120,120,39,39,9,9,0,1,0,0,1,0
120,120,120,120,39,39,9,9,1,0,0,0,1,0
120,120,120,120,39,39,10,9,1,0,0,1,0,0
120,120,120,120,42,39,10,10,1,0,0,1,0,0
120,120,120,120,48,42,11,10,1,0,0,1,0,0
120,120,120,120,54,48,11,11,1,0,0,1,0,0
120,120,120,120,63,54,11,11,1,0,0,1,0,0
120,120,120,120,80,63,12,11,1,0,0,1,0,0
120,120,120,120,93,80,12,12,1,0,0,1,0,0
120,120,120,120,106,93,13,12,0,1,0,1,0,0
120,120,120,120,113,106,13,13,0,1,0,0,1,0
120,120,120,120,113,113,14,13,0,1,0,0,1,0
120,120,120,120,114,113,16,14,0,1,0,0,1,0
120,120,120,120,113,114,16,16,0,1,0,0,1,0
120,120,120,120,112,113,17,16,0,1,0,0,1,0
120,120,120,120,111,112,18,17,0,1,0,0,1,0
120,120,120,120,112,111,19,18,0,1,0,0,1,0
120,120,120,120,111,112,19,19,0,1,0,0,1,0
120,120,120,120,110,111,21,19,0,1,0,0,1,0
120,120,120,120,110,110,21,21,0,1,0,0,1,0
120,120,120,120,110,110,22,21,0,1,0,0,1,0
120,120,120,120,108,110,23,22,0,1,0,0,1,0
120,120,120,120,108,108,24,23,0,1,0,0,1,0
120,120,120,120,109,108,24,24,0,1,0,0,1,0
120,120,120,120,107,109,25,24,0,1,0,0,1,0
120,120,120,120,105,107,26,25,0,1,0,0,1,0
120,120,120,120,105,105,27,26,0,1,0,0,1,0
120,120,120,120,105,105,28,27,0,1,0,0,1,0
120,120,120,120,104,105,28,28,0,1,0,0,1,0
120,120,120,120,104,104,29,28,0,1,0,0,1,0
120,120,120,120,102,104,30,29,0,0,1,0,1,0
120,120,120,120,102,102,31,30,0,0,1,0,0,1
120,120,120,120,102,102,32,31,0,0,1,0,0,1
120,120,120,120,102,102,32,32,0,0,1,0,0,1
120,120,120,120,102,102,33,32,0,0,1,0,0,1
120,120,120,120,102,102,33,33,0,0,1,0,0,1
120,120,120,120,101,102,34,33,0,0,1,0,0,1
120,120,120,120,99,101,35,34,0,0,1,0,0,1
120,120,120,120,94,99,35,35,0,0,1,0,0,1
120,120,120,120,87,94,36,35,0,0,1,0,0,1
120,120,120,120,82,87,37,36,0,0,1,0,0,1
120,120,120,120,75,82,38,37,0,0,1,0,0,1
120,120,107,120,69,75,39,38,0,0,1,0,0,1
120,120,99,107,65,69,40,39,0,0,1,0,0,1
120,120,95,99,61,65,42,40,0,0,1,0,0,1
120,120,91,95,59,61,43,42,0,0,1,0,0,1
120,120,90,91,56,59,45,43,0,1,0,0,0,1
120,120,89,90,54,56,47,45,0,1,0,0,1,0
120,120,87,89,53,54,48,47,0,1,0,0,1,0
120,120,86,87,53,53,48,48,0,1,0,0,1,0
120,120,85,86,52,53,49,48,0,1,0,0,1,0
120,120,83,85,52,52,49,49,0,1,0,0,1,0
120,120,82,83,51,52,50,49,0,1,0,0,1,0
120,120,81,82,51,51,49,50,0,1,0,0,1,0
120,120,81,81,50,51,51,49,0,1,0,0,1,0
120,120,80,81,50,50,50,51,0,1,0,0,1,0
120,120,79,80,50,50,49,50,0,1,0,0,1,0
120,120,77,79,50,50,49,49,0,1,0,0,1,0
120,120,77,77,49,50,50,49,0,1,0,0,1,0
120,120,76,77,48,49,50,50,0,1,0,0,1,0
120,120,75,76,48,48,50,50,0,1,0,0,1,0
120,120,74,75,48,48,50,50,0,1,0,0,1,0
120,120,72,74,48,48,51,50,0,1,0,0,1,0
120,120,72,72,47,48,51,51,0,1,0,0,1,0
120,120,70,72,47,47,50,51,0,1,0,0,1,0
120,120,69,70,47,47,51,50,0,1,0,0,1,0
120,120,68,69,47,47,50,51,0,1,0,0,1,0
120,120,68,68,46,47,50,50,0,1,0,0,1,0
120,120,67,68,46,46,51,50,0,1,0,0,1,0
120,120,65,67,46,46,51,51,0,1,0,0,1,0
120,120,65,65,46,46,51,51,0,1,0,0,1,0
