front_left,prev_front_left,front,prev_front,front_right,prev_front_right,rear_right,prev_rear_right,mode1,mode2,mode3,prev_mode1,prev_mode2,prev_mode3
48,48,57,56,120,120,41,41,0,1,0,0,1,0
47,48,57,57,120,120,41,41,0,1,0,0,1,0
46,47,56,57,120,120,42,41,0,1,0,0,1,0
44,46,54,56,120,120,42,42,1,0,0,0,1,0
44,44,52,54,120,120,43,42,1,0,0,1,0,0
43,44,48,52,120,120,46,43,1,0,0,1,0,0
42,43,46,48,120,120,48,46,1,0,0,1,0,0
42,42,43,46,120,120,50,48,1,0,0,1,0,0
43,42,41,43,120,120,51,50,1,0,0,1,0,0
46,43,39,41,120,120,55,51,1,0,0,1,0,0
51,46,36,39,120,120,56,55,1,0,0,1,0,0
56,51,35,36,120,120,49,56,1,0,0,1,0,0
63,56,34,35,120,120,47,49,1,0,0,1,0,0
66,63,31,34,58,120,48,47,1,0,0,1,0,0
67,66,31,31,57,58,50,48,1,0,0,1,0,0
71,67,31,31,48,57,65,50,1,0,0,1,0,0
71,71,30,31,41,48,72,65,1,0,0,1,0,0
74,71,32,30,36,41,69,72,1,0,0,1,0,0
78,74,35,32,33,36,69,69,1,0,0,1,0,0
86,78,42,35,30,33,120,69,1,0,0,1,0,0
120,86,52,42,27,30,120,120,1,0,0,1,0,0
120,120,55,52,25,27,120,120,1,0,0,1,0,0
114,120,56,55,24,25,120,120,1,0,0,1,0,0
111,114,59,56,24,24,120,120,1,0,0,1,0,0
109,111,60,59,24,24,120,120,1,0,0,1,0,0
104,109,65,60,23,24,120,120,1,0,0,1,0,0
104,104,67,65,26,23,120,120,1,0,0,1,0,0
104,104,71,67,38,26,120,120,1,0,0,1,0,0
102,104,80,71,43,38,56,120,1,0,0,1,0,0
102,102,90,80,42,43,42,56,1,0,0,1,0,0
98,102,95,90,43,42,40,42,0,1,0,1,0,0
103,98,99,95,43,43,32,40,0,1,0,0,1,0
101,103,98,99,44,43,30,32,0,1,0,0,1,0
98,101,97,98,43,44,29,30,0,1,0,0,1,0
97,98,96,97,43,43,28,29,0,1,0,0,1,0
96,97,91,96,43,43,27,28,0,1,0,0,1,0
97,96,91,91,42,43,27,27,0,1,0,0,1,0
