front_left,prev_front_left,front,prev_front,front_right,prev_front_right,rear_right,prev_rear_right,mode1,mode2,mode3,prev_mode1,prev_mode2,prev_mode3
120,120,120,120,39,39,31,32,0,1,0,0,1,0
120,120,120,120,40,39,32,31,0,1,0,0,1,0
120,120,120,120,39,40,32,32,0,1,0,0,1,0
120,120,120,120,42,39,31,32,0,1,0,0,1,0
120,120,120,120,42,42,32,31,0,1,0,0,1,0
120,120,120,120,43,42,32,32,0,1,0,0,1,0
120,120,120,120,42,43,32,32,0,1,0,0,1,0
120,120,120,120,43,42,33,32,0,1,0,0,1,0
120,120,120,120,41,43,32,33,0,1,0,0,1,0
120,120,120,120,44,41,32,32,0,1,0,0,1,0
120,120,120,120,47,44,33,32,0,1,0,0,1,0
120,120,120,120,47,47,32,33,0,1,0,0,1,0
120,120,120,120,50,47,32,32,0,1,0,0,1,0
120,120,120,120,53,50,33,32,0,1,0,0,1,0
120,120,120,120,54,53,32,33,0,1,0,0,1,0
120,120,120,120,56,54,33,32,0,1,0,0,1,0
120,120,120,120,55,56,32,33,0,1,0,0,1,0
120,120,120,120,55,55,32,32,0,1,0,0,1,0
120,120,120,120,54,55,33,32,0,1,0,0,1,0
120,120,120,120,53,54,34,33,1,0,0,0,1,0
120,120,120,120,53,53,33,34,1,0,0,1,0,0
120,120,120,120,50,53,33,33,1,0,0,1,0,0
120,120,120,120,46,50,32,33,1,0,0,1,0,0
63,120,120,120,43,46,33,32,1,0,0,1,0,0
60,63,120,120,41,43,35,33,1,0,0,1,0,0
58,60,120,120,41,41,34,35,1,0,0,1,0,0
58,58,120,120,45,41,35,34,1,0,0,1,0,0
55,58,120,120,53,45,35,35,0,1,0,1,0,0
54,55,120,120,63,53,36,35,0,1,0,0,1,0
55,54,120,120,72,63,37,36,0,1,0,0,1,0
52,55,120,120,79,72,38,37,0,1,0,0,1,0
52,52,120,120,85,79,39,38,0,1,0,0,1,0
52,52,120,120,92,85,38,39,0,1,0,0,1,0
50,52,120,120,99,92,40,38,0,1,0,0,1,0
49,50,120,120,106,99,40,40,0,1,0,0,1,0
49,49,120,120,112,106,42,40,0,1,0,0,1,0
46,49,120,120,120,112,42,42,0,1,0,0,1,0
46,46,120,120,120,120,44,42,0,0,1,0,1,0
44,46,120,120,120,120,45,44,0,0,1,0,0,1
45,44,120,120,115,120,45,45,0,0,1,0,0,1
44,45,120,120,98,115,46,45,0,0,1,0,0,1
42,44,120,120,79,98,46,46,0,0,1,0,0,1
42,42,120,120,73,79,46,46,0,0,1,0,0,1
38,42,120,120,67,73,48,46,0,0,1,0,0,1
120,38,120,120,61,67,48,48,0,0,1,0,0,1
120,120,120,120,58,61,49,48,0,0,1,0,0,1
120,120,120,120,55,58,51,49,0,0,1,0,0,1
120,120,120,120,50,55,50,51,0,0,1,0,0,1
120,120,120,120,48,50,51,50,0,1,0,0,0,1
120,120,120,120,46,48,53,51,0,1,0,0,1,0
120,120,120,120,45,46,53,53,0,1,0,0,1,0
120,120,120,120,45,45,52,53,0,1,0,0,1,0
120,120,120,120,45,45,55,52,0,1,0,0,1,0
120,120,120,120,46,45,55,55,0,1,0,0,1,0
120,120,120,120,46,46,53,55,0,1,0,0,1,0
120,120,120,120,46,46,55,53,0,1,0,0,1,0
120,120,120,120,46,46,54,55,0,1,0,0,1,0
120,120,120,120,47,46,55,54,0,1,0,0,1,0
120,120,120,120,48,47,54,55,0,1,0,0,1,0
120,120,120,120,48,48,56,54,0,1,0,0,1,0
120,120,120,120,49,48,55,56,0,1,0,0,1,0
120,120,120,120,49,49,55,55,0,1,0,0,1,0
120,120,120,120,50,49,55,55,0,1,0,0,1,0
120,120,120,120,50,50,55,55,0,1,0,0,1,0
120,120,120,120,51,50,54,55,0,1,0,0,1,0
120,120,120,120,51,51,56,54,0,1,0,0,1,0
120,120,120,120,52,51,55,56,0,0,1,0,1,0
120,120,120,120,52,52,55,55,0,0,1,0,0,1
120,120,120,120,50,52,58,55,0,0,1,0,0,1
120,120,120,120,48,50,59,58,0,1,0,0,0,1
120,120,120,120,47,48,60,59,0,1,0,0,1,0
120,120,120,120,45,47,63,60,0,1,0,0,1,0
120,120,120,120,45,45,61,63,0,1,0,0,1,0
120,120,120,120,44,45,63,61,0,1,0,0,1,0
120,120,120,120,44,44,62,63,0,1,0,0,1,0
120,120,120,120,44,44,60,62,0,1,0,0,1,0
120,120,120,120,44,44,60,60,0,1,0,0,1,0
120,120,120,120,44,44,58,60,0,1,0,0,1,0
120,120,120,120,44,44,53,58,0,1,0,0,1,0
120,120,120,120,44,44,47,53,0,1,0,0,1,0
120,120,120,120,44,44,44,47,0,1,0,0,1,0
