front_left,prev_front_left,front,prev_front,front_right,prev_front_right,rear_right,prev_rear_right,mode1,mode2,mode3,prev_mode1,prev_mode2,prev_mode3
76,74,63,64,41,41,47,120,0,1,0,0,1,0
75,76,64,63,41,41,120,47,0,1,0,0,1,0
73,75,61,64,41,41,52,120,0,1,0,0,1,0
71,73,60,61,41,41,120,52,0,1,0,0,1,0
70,71,59,60,41,41,120,120,0,1,0,0,1,0
68,70,58,59,41,41,120,120,0,1,0,0,1,0
67,68,55,58,41,41,120,120,1,0,0,0,1,0
64,67,54,55,41,41,120,120,1,0,0,1,0,0
65,64,53,54,42,41,47,120,1,0,0,1,0,0
66,65,52,53,46,42,44,47,1,0,0,1,0,0
66,66,51,52,50,46,42,44,1,0,0,1,0,0
67,66,50,51,52,50,41,42,1,0,0,1,0,0
68,67,50,50,51,52,37,41,1,0,0,1,0,0
72,68,50,50,48,51,33,37,1,0,0,1,0,0
80,72,51,50,49,48,32,33,1,0,0,1,0,0
91,80,52,51,47,49,32,32,1,0,0,1,0,0
97,91,53,52,45,47,31,32,1,0,0,1,0,0
100,97,54,53,43,45,32,31,1,0,0,1,0,0
99,100,55,54,42,43,33,32,1,0,0,1,0,0
97,99,55,55,40,42,35,33,1,0,0,1,0,0
95,97,56,55,39,40,37,35,1,0,0,1,0,0
94,95,60,56,39,39,39,37,1,0,0,1,0,0
93,94,66,60,38,39,42,39,1,0,0,1,0,0
92,93,80,66,39,38,46,42,1,0,0,1,0,0
90,92,87,80,39,39,50,46,1,0,0,1,0,0
94,90,88,87,40,39,51,50,1,0,0,1,0,0
92,94,89,88,41,40,47,51,0,1,0,1,0,0
96,92,86,89,43,41,46,47,0,1,0,0,1,0
95,96,83,86,43,43,46,46,0,1,0,0,1,0
95,95,82,83,43,43,47,46,0,1,0,0,1,0
94,95,81,82,42,43,46,47,0,1,0,0,1,0
93,94,78,81,41,42,47,46,0,1,0,0,1,0
89,93,77,78,40,41,47,47,0,1,0,0,1,0
90,89,77,77,38,40,47,47,0,1,0,0,1,0
87,90,75,77,37,38,47,47,0,1,0,0,1,0
87,87,72,75,35,37,47,47,0,1,0,0,1,0
84,87,72,72,35,35,46,47,0,1,0,0,1,0
82,84,70,72,34,35,45,46,0,1,0,0,1,0
82,82,68,70,35,34,45,45,0,1,0,0,1,0
80,82,66,68,34,35,45,45,0,1,0,0,1,0
77,80,65,66,34,34,45,45,0,1,0,0,1,0
75,77,63,65,34,34,44,45,0,1,0,0,1,0
74,75,62,63,34,34,44,44,0,1,0,0,1,0
74,74,60,62,34,34,44,44,0,1,0,0,1,0
71,74,59,60,34,34,43,44,0,1,0,0,1,0
70,71,59,59,33,34,44,43,0,1,0,0,1,0
67,70,57,59,33,33,43,44,0,1,0,0,1,0
66,67,55,57,34,33,43,43,0,1,0,0,1,0
64,66,53,55,34,34,43,43,1,0,0,0,1,0
62,64,51,53,33,34,43,43,1,0,0,1,0,0
62,62,51,51,35,33,41,43,1,0,0,1,0,0
64,62,49,51,37,35,39,41,1,0,0,1,0,0
67,64,48,49,41,37,37,39,1,0,0,1,0,0
71,67,48,48,46,41,36,37,1,0,0,1,0,0
73,71,48,48,50,46,34,36,1,0,0,1,0,0
76,73,47,48,51,50,33,34,1,0,0,1,0,0
86,76,49,47,49,51,30,33,1,0,0,1,0,0
98,86,50,49,46,49,26,30,1,0,0,1,0,0
120,98,51,50,43,46,26,26,1,0,0,1,0,0
120,120,53,51,41,43,27,26,1,0,0,1,0,0
120,120,54,53,39,41,28,27,1,0,0,1,0,0
120,120,58,54,39,39,29,28,1,0,0,1,0,0
120,120,62,58,37,39,31,29,1,0,0,1,0,0
120,120,68,62,36,37,32,31,1,0,0,1,0,0
120,120,74,68,36,36,35,32,1,0,0,1,0,0
120,120,83,74,36,36,37,35,1,0,0,1,0,0
120,120,105,83,37,36,41,37,1,0,0,1,0,0
120,120,120,105,38,37,45,41,1,0,0,1,0,0
120,120,120,120,39,38,49,45,1,0,0,1,0,0
120,120,120,120,40,39,49,49,0,1,0,1,0,0
120,120,120,120,42,40,47,49,0,1,0,0,1,0
120,120,120,120,43,42,45,47,0,1,0,0,1,0
120,120,120,120,43,43,44,45,0,1,0,0,1,0
120,120,120,120,43,43,44,44,0,1,0,0,1,0
120,120,120,120,43,43,43,44,0,1,0,0,1,0
120,120,120,120,43,43,43,43,0,1,0,0,1,0
120,120,120,120,43,43,43,43,0,1,0,0,1,0
120,120,120,120,43,43,42,43,0,1,0,0,1,0
120,120,120,120,43,43,42,42,0,1,0,0,1,0
120,120,120,120,43,43,42,42,0,1,0,0,1,0
120,120,115,120,42,43,42,42,0,1,0,0,1,0
120,120,118,115,42,42,42,42,0,1,0,0,1,0
120,120,116,118,42,42,42,42,0,1,0,0,1,0
120,120,115,116,42,42,42,42,0,1,0,0,1,0
120,120,114,115,42,42,42,42,0,1,0,0,1,0
120,120,112,114,42,42,42,42,1,0,0,0,1,0
120,120,112,112,41,42,41,42,0,1,0,1,0,0
120,120,112,112,44,41,40,41,0,1,0,0,1,0
120,120,112,112,45,44,39,40,0,1,0,0,1,0
120,120,112,112,46,45,39,39,0,1,0,0,1,0
74,120,109,112,46,46,39,39,0,1,0,0,1,0
78,74,107,109,46,46,38,39,0,1,0,0,1,0
120,78,105,107,46,46,39,38,0,1,0,0,1,0
120,120,104,105,46,46,38,39,0,1,0,0,1,0
120,120,103,104,48,46,38,38,0,1,0,0,1,0
120,120,102,103,48,48,38,38,0,1,0,0,1,0
68,120,98,102,48,48,38,38,0,1,0,0,1,0
120,68,101,98,48,48,38,38,0,1,0,0,1,0
73,120,101,101,48,48,38,38,0,1,0,0,1,0
120,73,100,101,48,48,39,38,0,1,0,0,1,0
69,120,100,100,48,48,38,39,0,1,0,0,1,0
71,69,96,100,49,48,39,38,0,1,0,0,1,0
70,71,97,96,49,49,38,39,0,1,0,0,1,0
70,70,92,97,49,49,39,38,0,1,0,0,1,0
68,70,92,92,50,49,39,39,0,1,0,0,1,0
67,68,91,92,49,50,40,39,0,1,0,0,1,0
75,67,90,91,50,49,39,40,0,1,0,0,1,0
70,75,87,90,50,50,40,39,0,1,0,0,1,0
70,70,87,87,50,50,39,40,0,1,0,0,1,0
76,70,83,87,49,50,40,39,0,1,0,0,1,0
72,76,84,83,50,49,40,40,0,1,0,0,1,0
