front_left,prev_front_left,front,prev_front,front_right,prev_front_right,rear_right,prev_rear_right,mode1,mode2,mode3,prev_mode1,prev_mode2,prev_mode3
86,84,69,69,48,47,120,120,0,1,0,0,1,0
83,86,69,69,49,48,120,120,0,1,0,0,1,0
83,83,66,69,50,49,120,120,0,1,0,0,1,0
82,83,65,66,49,50,120,120,0,1,0,0,1,0
80,82,63,65,49,49,120,120,0,1,0,0,1,0
77,80,62,63,50,49,120,120,0,1,0,0,1,0
76,77,60,62,50,50,120,120,0,1,0,0,1,0
74,76,59,60,51,50,120,120,0,1,0,0,1,0
72,74,57,59,51,51,120,120,0,1,0,0,1,0
72,72,56,57,51,51,120,120,0,1,0,0,1,0
70,72,55,56,52,51,43,120,0,1,0,0,1,0
67,70,53,55,52,52,38,43,0,1,0,0,1,0
66,67,52,53,52,52,38,38,0,1,0,0,1,0
65,66,51,52,53,52,39,38,0,1,0,0,1,0
63,65,49,51,53,53,38,39,0,1,0,0,1,0
62,63,47,49,54,53,38,38,0,1,0,0,1,0
60,62,46,47,53,54,38,38,0,1,0,0,1,0
58,60,45,46,55,53,39,38,1,0,0,0,1,0
56,58,43,45,55,55,39,39,1,0,0,1,0,0
56,56,42,43,59,55,39,39,1,0,0,1,0,0
57,56,41,42,62,59,38,39,1,0,0,1,0,0
59,57,41,41,63,62,38,38,1,0,0,1,0,0
61,59,41,41,59,63,37,38,1,0,0,1,0,0
62,61,41,41,49,59,37,37,1,0,0,1,0,0
120,62,41,41,40,49,37,37,1,0,0,1,0,0
120,120,43,41,36,40,38,37,1,0,0,1,0,0
120,120,44,43,34,36,38,38,1,0,0,1,0,0
120,120,46,44,32,34,40,38,1,0,0,1,0,0
120,120,48,46,32,32,42,40,1,0,0,1,0,0
120,120,50,48,31,32,44,42,1,0,0,1,0,0
120,120,51,50,30,31,46,44,1,0,0,1,0,0
120,120,50,51,30,30,50,46,1,0,0,1,0,0
120,120,120,50,30,30,55,50,1,0,0,1,0,0
120,120,120,120,31,30,58,55,1,0,0,1,0,0
120,120,120,120,31,31,61,58,0,1,0,1,0,0
90,120,120,120,33,31,61,61,0,1,0,0,1,0
87,90,120,120,33,33,52,61,0,1,0,0,1,0
87,87,120,120,33,33,46,52,0,1,0,0,1,0
83,87,120,120,33,33,42,46,0,1,0,0,1,0
84,83,120,120,33,33,40,42,0,1,0,0,1,0
82,84,120,120,33,33,39,40,0,1,0,0,1,0
82,82,120,120,33,33,37,39,0,1,0,0,1,0
81,82,120,120,33,33,37,37,0,1,0,0,1,0
81,81,120,120,33,33,36,37,0,1,0,0,1,0
81,81,120,120,33,33,36,36,0,1,0,0,1,0
82,81,120,120,33,33,35,36,0,1,0,0,1,0
82,82,120,120,33,33,35,35,0,1,0,0,1,0
81,82,120,120,33,33,35,35,0,1,0,0,1,0
80,81,120,120,34,33,34,35,0,1,0,0,1,0
