front_left,prev_front_left,front,prev_front,front_right,prev_front_right,rear_right,prev_rear_right,mode1,mode2,mode3,prev_mode1,prev_mode2,prev_mode3
120,120,120,120,46,47,34,33,0,1,0,0,1,0
120,120,120,120,47,46,34,34,0,1,0,0,1,0
120,120,120,120,49,47,34,34,0,1,0,0,1,0
120,120,120,120,51,49,34,34,0,1,0,0,1,0
120,120,120,120,54,51,35,34,0,1,0,0,1,0
120,120,120,120,59,54,35,35,0,1,0,0,1,0
120,120,120,120,63,59,34,35,0,1,0,0,1,0
120,120,117,120,67,63,34,34,0,1,0,0,1,0
120,120,116,117,67,67,35,34,0,1,0,0,1,0
120,120,116,116,68,67,32,35,0,1,0,0,1,0
120,120,118,116,70,68,34,32,0,1,0,0,1,0
120,120,114,118,70,70,34,34,0,1,0,0,1,0
120,120,112,114,69,70,35,34,0,1,0,0,1,0
120,120,115,112,69,69,34,35,0,1,0,0,1,0
120,120,110,115,68,69,33,34,0,1,0,0,1,0
120,120,109,110,69,68,34,33,0,1,0,0,1,0
120,120,107,109,70,69,33,34,0,1,0,0,1,0
120,120,104,107,69,70,34,33,0,1,0,0,1,0
120,120,103,104,68,69,33,34,0,1,0,0,1,0
115,120,101,103,70,68,33,33,0,1,0,0,1,0
120,115,102,101,71,70,33,33,0,1,0,0,1,0
120,120,101,102,69,71,33,33,0,1,0,0,1,0
114,120,100,101,70,69,33,33,0,1,0,0,1,0
113,114,96,100,70,70,32,33,0,0,1,0,1,0
108,113,95,96,70,70,32,32,0,0,1,0,0,1
109,108,93,95,70,70,35,32,0,0,1,0,0,1
105,109,94,93,67,70,36,35,0,0,1,0,0,1
105,105,92,94,64,67,37,36,0,0,1,0,0,1
100,105,92,92,62,64,38,37,0,0,1,0,0,1
101,100,91,92,60,62,40,38,0,0,1,0,0,1
94,101,90,91,59,60,43,40,0,0,1,0,0,1
91,94,91,90,56,59,48,43,0,0,1,0,0,1
89,91,93,91,55,56,48,48,0,0,1,0,0,1
88,89,92,93,54,55,54,48,0,0,1,0,0,1
85,88,92,92,52,54,55,54,0,0,1,0,0,1
86,85,92,92,51,52,64,55,0,0,1,0,0,1
84,86,85,92,50,51,120,64,0,0,1,0,0,1
83,84,87,85,50,50,120,120,0,1,0,0,0,1
83,83,78,87,49,50,120,120,0,1,0,0,1,0
83,83,75,78,48,49,120,120,0,1,0,0,1,0
80,83,72,75,48,48,120,120,0,1,0,0,1,0
81,80,72,72,46,48,120,120,0,1,0,0,1,0
79,81,69,72,46,46,120,120,0,1,0,0,1,0
78,79,66,69,44,46,120,120,0,1,0,0,1,0
79,78,67,66,43,44,120,120,0,1,0,0,1,0
76,79,65,67,42,43,120,120,0,1,0,0,1,0
76,76,65,65,41,42,120,120,0,1,0,0,1,0
77,76,62,65,41,41,120,120,0,1,0,0,1,0
74,77,59,62,40,41,120,120,1,0,0,0,1,0
72,74,60,59,39,40,120,120,1,0,0,1,0,0
72,72,62,60,38,39,120,120,1,0,0,1,0,0
69,72,69,62,37,38,45,120,1,0,0,1,0,0
69,69,73,69,37,37,34,45,1,0,0,1,0,0
68,69,72,73,37,37,31,34,1,0,0,1,0,0
67,68,70,72,37,37,32,31,1,0,0,1,0,0
67,67,68,70,38,37,33,32,1,0,0,1,0,0
69,67,64,68,40,38,36,33,1,0,0,1,0,0
69,69,63,64,40,40,41,36,1,0,0,1,0,0
69,69,60,63,42,40,43,41,1,0,0,1,0,0
70,69,58,60,44,42,42,43,0,1,0,1,0,0
72,70,57,58,47,44,42,42,0,1,0,0,1,0
74,72,55,57,47,47,41,42,0,1,0,0,1,0
71,74,54,55,47,47,41,41,1,0,0,0,1,0
69,71,53,54,49,47,41,41,1,0,0,1,0,0
70,69,54,53,50,49,40,41,1,0,0,1,0,0
73,70,52,54,53,50,39,40,1,0,0,1,0,0
77,73,50,52,59,53,38,39,1,0,0,1,0,0
79,77,51,50,59,59,37,38,1,0,0,1,0,0
86,79,52,51,56,59,36,37,1,0,0,1,0,0
91,86,53,52,53,56,35,36,1,0,0,1,0,0
94,91,55,53,50,53,35,35,1,0,0,1,0,0
90,94,55,55,47,50,36,35,1,0,0,1,0,0
96,90,59,55,45,47,36,36,1,0,0,1,0,0
105,96,59,59,43,45,37,36,1,0,0,1,0,0
120,105,64,59,42,43,38,37,1,0,0,1,0,0
120,120,66,64,41,42,41,38,1,0,0,1,0,0
120,120,73,66,41,41,42,41,1,0,0,1,0,0
120,120,80,73,41,41,44,42,1,0,0,1,0,0
120,120,80,80,41,41,48,44,1,0,0,1,0,0
69,120,78,80,41,41,51,48,0,1,0,1,0,0
68,69,84,78,42,41,56,51,0,1,0,0,1,0
69,68,84,84,42,42,57,56,0,1,0,0,1,0
66,69,83,84,42,42,58,57,0,1,0,0,1,0
66,66,80,83,42,42,59,58,0,1,0,0,1,0
65,66,80,80,41,42,59,59,1,0,0,0,1,0
62,65,81,80,41,41,57,59,0,1,0,1,0,0
65,62,81,81,42,41,57,57,0,1,0,0,1,0
61,65,81,81,43,42,54,57,0,1,0,0,1,0
61,61,80,81,42,43,54,54,0,1,0,0,1,0
60,61,79,80,42,42,52,54,0,1,0,0,1,0
61,60,79,79,42,42,51,52,0,1,0,0,1,0
56,61,80,79,42,42,50,51,0,1,0,0,1,0
