front,front_delta,front_right,front_right_delta,rear_right,rear_right_delta,mode1,mode2,mode3,mode4,mode5,prev_mode1,prev_mode2,prev_mode3,prev_mode4,prev_mode5
400,0,400,337,51,14,0,0,1,0,0,0,0,1,0,0,
400,0,400,0,42,-9,0,0,1,0,0,0,0,1,0,0,
400,0,86,-314,46,4,0,0,1,0,0,0,0,1,0,0,
400,0,86,0,60,14,0,0,1,0,0,0,0,1,0,0,
400,0,85,-1,62,2,0,0,1,0,0,0,0,1,0,0,
400,0,85,0,51,-11,0,0,0,1,0,0,0,1,0,0,
400,0,84,-1,69,18,0,0,0,1,0,0,0,0,1,0,
400,0,82,-2,71,2,0,0,0,1,0,0,0,0,1,0,
400,0,79,-3,58,-13,0,0,0,1,0,0,0,0,1,0,
400,0,76,-3,74,16,0,0,0,1,0,0,0,0,1,0,
400,0,74,-2,77,3,0,0,0,1,0,0,0,0,1,0,
85,-315,72,-2,400,323,0,0,1,0,0,0,0,0,1,0,
72,-13,70,-2,400,0,0,0,1,0,0,0,0,1,0,0,
68,-4,66,-4,400,0,0,0,1,0,0,0,0,1,0,0,
65,-3,63,-3,400,0,0,0,1,0,0,0,0,1,0,0,
63,-2,60,-3,400,0,0,0,0,1,0,0,0,1,0,0,
59,-4,58,-2,400,0,0,0,0,1,0,0,0,0,1,0,
56,-3,55,-3,400,0,0,0,0,1,0,0,0,0,1,0,
52,-4,53,-2,400,0,0,0,0,1,0,0,0,0,1,0,
49,-3,56,3,400,0,0,0,1,0,0,0,0,0,1,0,
46,-3,24,-32,400,0,0,0,1,0,0,0,0,1,0,0,
43,-3,25,1,400,0,0,0,1,0,0,0,0,1,0,0,
39,-4,28,3,400,0,0,1,0,0,0,0,0,1,0,0,
36,-3,23,-5,400,0,0,1,0,0,0,0,1,0,0,0,
34,-2,26,3,23,-377,0,1,0,0,0,0,1,0,0,0,
31,-3,41,15,22,-1,0,1,0,0,0,0,1,0,0,0,
30,-1,40,-1,21,-1,0,1,0,0,0,0,1,0,0,0,
28,-2,36,-4,21,0,0,1,0,0,0,0,1,0,0,0,
27,-1,28,-8,21,0,0,1,0,0,0,0,1,0,0,0,
26,-1,25,-3,22,1,0,1,0,0,0,0,1,0,0,0,
28,2,25,0,23,1,0,1,0,0,0,0,1,0,0,0,
30,2,22,-3,23,0,0,1,0,0,0,0,1,0,0,0,
25,-5,20,-2,26,3,0,1,0,0,0,0,1,0,0,0,
32,7,20,0,28,2,0,1,0,0,0,0,1,0,0,0,
43,11,19,-1,29,1,0,1,0,0,0,0,1,0,0,0,
49,6,19,0,32,3,0,1,0,0,0,0,1,0,0,0,
49,0,18,-1,34,2,0,1,0,0,0,0,1,0,0,0,
47,-2,20,2,36,2,0,1,0,0,0,0,1,0,0,0,
38,-9,20,0,43,7,0,1,0,0,0,0,1,0,0,0,
35,-3,21,1,44,1,0,1,0,0,0,0,1,0,0,0,
33,-2,20,-1,23,-21,0,0,1,0,0,0,1,0,0,0,
31,-2,21,1,22,-1,0,0,1,0,0,0,0,1,0,0,
29,-2,400,379,22,0,0,0,1,0,0,0,0,1,0,0,
26,-3,23,-377,22,0,0,0,1,0,0,0,0,1,0,0,
26,0,25,2,23,1,0,0,1,0,0,0,0,1,0,0,
22,-4,23,-2,22,-1,0,0,1,0,0,0,0,1,0,0,
23,1,22,-1,22,0,0,0,1,0,0,0,0,1,0,0,
17,-6,22,0,50,28,0,0,1,0,0,0,0,1,0,0,
