front,front_delta,front_right,front_right_delta,rear_right,rear_right_delta,mode1,mode2,mode3,mode4,mode5,prev_mode1,prev_mode2,prev_mode3,prev_mode4,prev_mode5
400,0,44,1,50,0,0,0,0,1,0,0,0,0,1,0,
400,0,37,-7,56,6,0,0,0,1,0,0,0,0,1,0,
69,-331,35,-2,63,7,0,0,1,0,0,0,0,0,1,0,
66,-3,31,-4,64,1,0,1,0,0,0,0,0,1,0,0,
38,-28,30,-1,66,2,0,1,0,0,0,0,1,0,0,0,
36,-2,30,0,66,0,0,1,0,0,0,0,1,0,0,0,
62,26,28,-2,66,0,0,1,0,0,0,0,1,0,0,0,
59,-3,27,-1,56,-10,0,1,0,0,0,0,1,0,0,0,
56,-3,26,-1,56,0,0,1,0,0,0,0,1,0,0,0,
55,-1,27,1,49,-7,0,1,0,0,0,0,1,0,0,0,
55,0,28,1,51,2,0,1,0,0,0,0,1,0,0,0,
80,25,29,1,43,-8,0,0,1,0,0,0,1,0,0,0,
400,320,29,0,31,-12,0,0,1,0,0,0,0,1,0,0,
400,0,29,0,31,0,0,0,1,0,0,0,0,1,0,0,
61,-339,29,0,40,9,0,0,1,0,0,0,0,1,0,0,
400,339,29,0,30,-10,0,0,1,0,0,0,0,1,0,0,
400,0,30,1,30,0,0,0,1,0,0,0,0,1,0,0,
400,0,29,-1,30,0,0,0,1,0,0,0,0,1,0,0,
400,0,29,0,30,0,0,0,1,0,0,0,0,1,0,0,
400,0,28,-1,31,1,0,0,1,0,0,0,0,1,0,0,
400,0,28,0,30,-1,0,0,1,0,0,0,0,1,0,0,
400,0,28,0,29,-1,0,0,1,0,0,0,0,1,0,0,
400,0,28,0,62,33,0,0,1,0,0,0,0,1,0,0,
400,0,28,0,29,-33,0,0,1,0,0,0,0,1,0,0,
58,-342,28,0,66,37,0,0,1,0,0,0,0,1,0,0,
400,342,30,2,32,-34,0,1,0,0,0,0,0,1,0,0,
400,0,29,-1,30,-2,0,0,1,0,0,0,1,0,0,0,
400,0,29,0,28,-2,0,0,1,0,0,0,0,1,0,0,
400,0,29,0,27,-1,0,0,1,0,0,0,0,1,0,0,
400,0,30,1,118,91,0,0,1,0,0,0,0,1,0,0,
400,0,36,6,27,-91,0,0,1,0,0,0,0,1,0,0,
400,0,30,-6,28,1,0,0,1,0,0,0,0,1,0,0,
400,0,30,0,30,2,0,0,1,0,0,0,0,1,0,0,
400,0,31,1,29,-1,0,0,1,0,0,0,0,1,0,0,
400,0,32,1,30,1,0,0,1,0,0,0,0,1,0,0,
400,0,31,-1,29,-1,0,0,1,0,0,0,0,1,0,0,
400,0,33,2,29,0,0,0,1,0,0,0,0,1,0,0,
104,-296,32,-1,29,0,0,0,1,0,0,0,0,1,0,0,
103,-1,32,0,29,0,0,0,1,0,0,0,0,1,0,0,
400,297,33,1,30,1,0,0,0,1,0,0,0,1,0,0,
400,0,32,-1,32,2,0,0,1,0,0,0,0,0,1,0,
101,-299,30,-2,65,33,0,0,1,0,0,0,0,1,0,0,
99,-2,30,0,400,335,0,0,1,0,0,0,0,1,0,0,
95,-4,29,-1,140,-260,0,0,1,0,0,0,0,1,0,0,
85,-10,29,0,400,260,0,0,1,0,0,0,0,1,0,0,
82,-3,29,0,36,-364,0,0,1,0,0,0,0,1,0,0,
