front,front_delta,front_right,front_right_delta,rear_right,rear_right_delta,mode1,mode2,mode3,mode4,mode5,prev_mode1,prev_mode2,prev_mode3,prev_mode4,prev_mode5
56,-1,202,-1,58,2,0,0,1,0,0,0,0,1,0,0,
56,0,202,0,60,2,0,0,1,0,0,0,0,1,0,0,
56,0,199,-3,57,-3,0,0,1,0,0,0,0,1,0,0,
54,-2,203,4,400,343,0,0,1,0,0,0,0,1,0,0,
50,-4,195,-8,400,0,0,0,1,0,0,0,0,1,0,0,
47,-3,193,-2,400,0,0,1,0,0,0,0,0,1,0,0,
44,-3,37,-156,400,0,0,1,0,0,0,0,1,0,0,0,
40,-4,37,0,400,0,0,1,0,0,0,0,1,0,0,0,
37,-3,36,-1,400,0,0,1,0,0,0,0,1,0,0,0,
34,-3,37,1,400,0,0,1,0,0,0,0,1,0,0,0,
31,-3,45,8,201,-199,0,1,0,0,0,0,1,0,0,0,
30,-1,44,-1,400,199,0,1,0,0,0,0,1,0,0,0,
26,-4,28,-16,204,-196,0,1,0,0,0,0,1,0,0,0,
25,-1,25,-3,200,-4,0,1,0,0,0,0,1,0,0,0,
23,-2,23,-2,158,-42,0,1,0,0,0,0,1,0,0,0,
23,0,20,-3,36,-122,0,1,0,0,0,0,1,0,0,0,
24,1,20,0,35,-1,0,1,0,0,0,0,1,0,0,0,
25,1,18,-2,36,1,0,1,0,0,0,0,1,0,0,0,
61,36,18,0,38,2,0,1,0,0,0,0,1,0,0,0,
40,-21,17,-1,40,2,0,1,0,0,0,0,1,0,0,0,
36,-4,16,-1,42,2,0,1,0,0,0,0,1,0,0,0,
52,16,16,0,44,2,0,1,0,0,0,0,1,0,0,0,
50,-2,17,1,47,3,0,1,0,0,0,0,1,0,0,0,
48,-2,18,1,50,3,0,1,0,0,0,0,1,0,0,0,
45,-3,19,1,54,4,0,1,0,0,0,0,1,0,0,0,
43,-2,22,3,57,3,0,1,0,0,0,0,1,0,0,0,
41,-2,22,0,19,-38,0,1,0,0,0,0,1,0,0,0,
39,-2,25,3,17,-2,0,1,0,0,0,0,1,0,0,0,
37,-2,45,20,17,0,0,1,0,0,0,0,1,0,0,0,
36,-1,37,-8,17,0,0,1,0,0,0,0,1,0,0,0,
35,-1,35,-2,18,1,0,1,0,0,0,0,1,0,0,0,
35,0,32,-3,19,1,0,1,0,0,0,0,1,0,0,0,
33,-2,30,-2,19,0,0,1,0,0,0,0,1,0,0,0,
33,0,30,0,21,2,0,1,0,0,0,0,1,0,0,0,
45,12,29,-1,22,1,0,1,0,0,0,0,1,0,0,0,
44,-1,28,-1,25,3,0,1,0,0,0,0,1,0,0,0,
43,-1,26,-2,27,2,0,1,0,0,0,0,1,0,0,0,
63,20,27,1,29,2,0,1,0,0,0,0,1,0,0,0,
60,-3,26,-1,31,2,0,1,0,0,0,0,1,0,0,0,
58,-2,26,0,36,5,0,1,0,0,0,0,1,0,0,0,
56,-2,26,0,38,2,0,0,1,0,0,0,1,0,0,0,
56,0,28,2,41,3,0,0,1,0,0,0,0,1,0,0,
400,344,27,-1,50,9,0,0,1,0,0,0,0,1,0,0,
400,0,27,0,47,-3,0,0,1,0,0,0,0,1,0,0,
400,0,28,1,50,3,0,0,1,0,0,0,0,1,0,0,
400,0,26,-2,54,4,0,0,1,0,0,0,0,1,0,0,
66,-334,25,-1,52,-2,0,1,0,0,0,0,0,1,0,0,
63,-3,25,0,58,6,0,1,0,0,0,0,1,0,0,0,
61,-2,24,-1,62,4,0,1,0,0,0,0,1,0,0,0,
61,0,26,2,29,-33,0,0,1,0,0,0,1,0,0,0,
400,339,27,1,25,-4,0,0,1,0,0,0,0,1,0,0,
400,0,28,1,25,0,0,0,1,0,0,0,0,1,0,0,
