front,front_delta,front_right,front_right_delta,rear_right,rear_right_delta,right_angle,wall_error,mode1,mode2,mode3,prev_mode1,prev_mode2,prev_mode3
56,0,56,0,37,-1,19,2.88,0,1,0,0,1,0
56,0,55,-1,38,1,17,2.88,0,1,0,0,1,0
55,-1,53,-2,40,2,13,2.88,0,1,0,0,1,0
53,-2,51,-2,41,1,10,2.53,0,1,0,0,1,0
51,-2,49,-2,43,2,6,2.53,0,1,0,0,1,0
50,-1,48,-1,44,1,4,2.53,0,1,0,0,1,0
48,-2,45,-3,46,2,-1,2.17,0,1,0,0,1,0
46,-2,45,0,47,1,-2,2.53,0,1,0,0,1,0
45,-1,42,-3,50,3,-8,2.53,0,1,0,0,1,0
43,-2,40,-2,51,1,-11,2.17,0,1,0,0,1,0
41,-2,38,-2,50,-1,-12,1.11,0,1,0,0,1,0
39,-2,36,-2,53,3,-17,1.47,0,1,0,0,1,0
38,-1,35,-1,55,2,-20,1.82,0,1,0,0,1,0
36,-2,33,-2,55,0,-22,1.11,0,1,0,0,1,0
37,1,32,-1,57,2,-25,1.47,1,0,0,0,1,0
36,-1,29,-3,56,-1,-27,0.05,1,0,0,1,0,0
32,-4,29,0,57,1,-28,0.41,1,0,0,1,0,0
40,8,27,-2,59,2,-32,0.41,1,0,0,1,0,0
38,-2,28,1,62,3,-34,1.82,1,0,0,1,0,0
151,113,26,-2,66,4,-40,2.53,1,0,0,1,0,0
148,-3,26,0,69,3,-43,3.59,1,0,0,1,0,0
145,-3,26,0,80,11,-54,7.48,1,0,0,1,0,0
143,-2,26,0,83,3,-57,8.54,0,1,0,1,0,0
140,-3,29,3,84,1,-55,9.95,0,1,0,0,1,0
138,-2,36,7,86,2,-50,13.13,0,1,0,0,1,0
136,-2,37,1,89,3,-52,14.55,0,1,0,0,1,0
134,-2,36,-1,94,5,-58,15.96,0,1,0,0,1,0
131,-3,33,-3,91,-3,-58,13.84,0,1,0,0,1,0
129,-2,33,0,97,6,-64,15.96,0,1,0,0,1,0
127,-2,225,192,31,-66,194,60.51,0,0,1,0,1,0
124,-3,89,-136,100,69,-11,36.82,0,0,1,0,0,1
122,-2,87,-2,102,2,-15,36.82,0,1,0,0,0,1
120,-2,85,-2,103,1,-18,36.47,0,1,0,0,1,0
118,-2,86,1,104,1,-18,37.17,0,1,0,0,1,0
115,-3,84,-2,107,3,-23,37.53,0,0,1,0,1,0
114,-1,83,-1,108,1,-25,37.53,0,0,1,0,0,1
112,-2,81,-2,79,-29,2,26.57,0,0,1,0,0,1
110,-2,79,-2,105,26,-26,35.05,0,0,1,0,0,1
110,0,77,-2,81,-24,-4,25.86,0,1,0,0,0,1
167,57,75,-2,107,26,-32,34.35,0,1,0,0,1,0
165,-2,74,-1,57,-50,17,16.32,0,1,0,0,1,0
163,-2,72,-2,70,13,2,20.20,0,1,0,0,1,0
161,-2,70,-2,113,43,-43,34.70,0,1,0,0,1,0
158,-3,68,-2,115,2,-47,34.70,0,0,1,0,1,0
71,-87,67,-1,56,-59,11,13.49,0,0,1,0,0,1
69,-2,65,-2,118,62,-53,34.70,0,0,1,0,0,1
65,-4,63,-2,59,-59,4,13.13,0,0,1,0,0,1
62,-3,61,-2,58,-1,3,12.07,0,1,0,0,0,1
59,-3,60,-1,61,3,-1,12.78,0,1,0,0,1,0
57,-2,58,-2,63,2,-5,12.78,0,1,0,0,1,0
56,-1,57,-1,95,32,-38,23.74,0,1,0,0,1,0
53,-3,55,-2,68,-27,-13,13.49,0,0,1,0,1,0
51,-2,52,-3,76,8,-24,15.25,0,0,1,0,0,1
49,-2,54,2,70,-6,-16,13.84,0,0,1,0,0,1
47,-2,52,-2,71,1,-19,13.49,0,1,0,0,0,1
45,-2,52,0,64,-7,-12,11.01,0,1,0,0,1,0
43,-2,50,-2,73,9,-23,13.49,1,0,0,0,1,0
41,-2,22,-28,67,-6,-45,1.47,1,0,0,1,0,0
39,-2,46,24,70,3,-24,11.01,1,0,0,1,0,0
38,-1,44,-2,93,23,-49,18.44,1,0,0,1,0,0
36,-2,43,-1,18,-75,25,-8.43,0,1,0,1,0,0
35,-1,42,-1,17,-1,25,-9.14,0,1,0,0,1,0
34,-1,41,-1,18,1,23,-9.14,1,0,0,0,1,0
32,-2,42,1,18,0,24,-8.79,1,0,0,1,0,0
31,-1,31,-11,18,0,13,-12.68,1,0,0,1,0,0
30,-1,30,-1,19,1,11,-12.68,1,0,0,1,0,0
31,1,28,-2,19,0,9,-13.38,1,0,0,1,0,0
179,148,28,0,21,2,7,-12.68,1,0,0,1,0,0
136,-43,26,-2,22,1,4,-13.03,1,0,0,1,0,0
133,-3,25,-1,23,1,2,-13.03,1,0,0,1,0,0
131,-2,24,-1,25,2,-1,-12.68,1,0,0,1,0,0
129,-2,25,1,29,4,-4,-10.91,1,0,0,1,0,0
127,-2,25,0,41,12,-16,-6.67,1,0,0,1,0,0

