front,front_delta,front_right,front_right_delta,rear_right,rear_right_delta,right_angle,wall_error,mode1,mode2,mode3,prev_mode1,prev_mode2,prev_mode3
135,0,37,18,17,2,20,-10.91,0,1,0,0,1,0
134,-1,60,23,15,-2,45,-3.48,0,1,0,0,1,0
132,-2,34,-26,15,0,19,-12.68,0,1,0,0,1,0
130,-2,18,-16,17,2,1,-17.63,1,0,0,0,1,0
128,-2,19,1,15,-2,4,-17.98,1,0,0,1,0,0
126,-2,29,10,13,-2,16,-15.15,1,0,0,1,0,0
124,-2,27,-2,14,1,13,-15.50,1,0,0,1,0,0
123,-1,28,1,13,-1,15,-15.50,0,1,0,1,0,0
121,-2,30,2,13,0,17,-14.80,0,1,0,0,1,0
120,-1,121,91,14,1,107,17.73,0,1,0,0,1,0
118,-2,118,-3,15,1,103,17.02,0,1,0,0,1,0
116,-2,116,-2,16,1,100,16.67,0,0,1,0,1,0
115,-1,113,-3,16,0,97,15.61,0,0,1,0,0,1
113,-2,112,-1,19,3,93,16.32,0,1,0,0,0,1
110,-3,112,0,20,1,92,16.67,0,0,1,0,1,0
108,-2,116,4,21,1,95,18.44,0,0,1,0,0,1
106,-2,114,-2,22,1,92,18.08,0,0,1,0,0,1
103,-3,113,-1,23,1,90,18.08,0,1,0,0,0,1
101,-2,74,-39,24,1,50,4.65,0,1,0,0,1,0
99,-2,74,0,24,0,50,4.65,0,1,0,0,1,0
97,-2,74,0,24,0,50,4.65,0,1,0,0,1,0
94,-3,45,-29,25,1,20,-5.25,0,1,0,0,1,0
92,-2,45,0,25,0,20,-5.25,0,1,0,0,1,0
90,-2,46,1,25,0,21,-4.90,0,0,1,0,1,0
88,-2,47,1,27,2,20,-3.84,0,0,1,0,0,1
86,-2,44,-3,49,22,-5,2.88,0,0,1,0,0,1
84,-2,43,-1,43,-6,0,0.41,0,0,1,0,0,1
82,-2,43,0,45,2,-2,1.11,0,0,1,0,0,1
81,-1,41,-2,45,0,-4,0.41,0,0,1,0,0,1
79,-2,40,-1,56,11,-16,3.94,0,0,1,0,0,1
78,-1,38,-2,56,0,-18,3.23,0,0,1,0,0,1
77,-1,38,0,57,1,-19,3.59,0,0,1,0,0,1
76,-1,37,-1,57,0,-20,3.23,0,0,1,0,0,1
75,-1,34,-3,63,6,-29,4.29,0,0,1,0,0,1
75,0,33,-1,85,22,-52,11.72,0,1,0,0,0,1
75,0,32,-1,84,-1,-52,11.01,0,1,0,0,1,0
74,-1,31,-1,86,2,-55,11.37,0,1,0,0,1,0
76,2,29,-2,87,1,-58,11.01,0,1,0,0,1,0
72,-4,27,-2,57,-30,-30,-0.30,1,0,0,0,1,0
70,-2,26,-1,58,1,-32,-0.30,1,0,0,1,0,0
67,-3,25,-1,54,-4,-29,-2.07,1,0,0,1,0,0
65,-2,24,-1,55,1,-31,-2.07,1,0,0,1,0,0
61,-4,26,2,27,-28,-1,-11.26,1,0,0,1,0,0
58,-3,25,-1,39,12,-14,-7.37,0,1,0,1,0,0
56,-2,27,2,33,-6,-6,-8.79,0,1,0,0,1,0
54,-2,27,0,36,3,-9,-7.73,0,1,0,0,1,0
52,-2,28,1,34,-2,-6,-8.08,0,1,0,0,1,0
50,-2,27,-1,35,1,-8,-8.08,0,1,0,0,1,0
48,-2,27,0,36,1,-9,-7.73,1,0,0,0,1,0
45,-3,28,1,30,-6,-2,-9.49,1,0,0,1,0,0
43,-2,29,1,28,-2,1,-9.85,0,1,0,1,0,0
42,-1,51,22,26,-2,25,-2.78,0,1,0,0,1,0
41,-1,49,-2,26,0,23,-3.48,0,1,0,0,1,0
38,-3,47,-2,26,0,21,-4.19,0,1,0,0,1,0
36,-2,47,0,27,1,20,-3.84,1,0,0,0,1,0
35,-1,44,-3,27,0,17,-4.90,1,0,0,1,0,0
33,-2,45,1,27,0,18,-4.54,1,0,0,1,0,0
32,-1,32,-13,27,0,5,-9.14,1,0,0,1,0,0
32,0,30,-2,28,1,2,-9.49,1,0,0,1,0,0
41,9,28,-2,28,0,0,-10.20,1,0,0,1,0,0
59,18,28,0,29,1,-1,-9.85,1,0,0,1,0,0
57,-2,27,-1,30,1,-3,-9.85,1,0,0,1,0,0
55,-2,26,-1,33,3,-7,-9.14,1,0,0,1,0,0
53,-2,27,1,36,3,-9,-7.73,1,0,0,1,0,0
52,-1,27,0,38,2,-11,-7.02,0,1,0,1,0,0
51,-1,29,2,42,4,-13,-4.90,0,1,0,0,1,0
51,0,29,0,44,2,-15,-4.19,0,1,0,0,1,0
50,-1,29,0,45,1,-16,-3.84,0,1,0,0,1,0
76,26,30,1,51,6,-21,-1.36,0,1,0,0,1,0
76,0,30,0,50,-1,-20,-1.72,0,1,0,0,1,0
70,-6,29,-1,53,3,-24,-1.01,0,1,0,0,1,0
61,-9,30,1,56,3,-26,0.41,0,1,0,0,1,0
59,-2,30,0,57,1,-27,0.76,0,1,0,0,1,0
