front,front_delta,front_right,front_right_delta,rear_right,rear_right_delta,right_angle,wall_error,mode1,mode2,mode3,prev_mode1,prev_mode2,prev_mode3
64,0,30,0,37,0,-7,-6.31,0,1,0,0,1,0
63,-1,29,-1,37,0,-8,-6.67,0,1,0,0,1,0
62,-1,70,41,39,2,31,8.54,0,1,0,0,1,0
59,-3,27,-43,86,47,-59,9.95,0,1,0,0,1,0
57,-2,25,-2,51,-35,-26,-3.13,0,1,0,0,1,0
55,-2,30,5,60,9,-30,1.82,0,1,0,0,1,0
53,-2,24,-6,54,-6,-30,-2.42,0,1,0,0,1,0
51,-2,22,-2,50,-4,-28,-4.54,0,1,0,0,1,0
49,-2,23,1,55,5,-32,-2.42,0,1,0,0,1,0
47,-2,22,-1,57,2,-35,-2.07,0,1,0,0,1,0
45,-2,23,1,57,0,-34,-1.72,0,1,0,0,1,0
43,-2,22,-1,56,-1,-34,-2.42,1,0,0,0,1,0
41,-2,20,-2,57,1,-37,-2.78,1,0,0,1,0,0
39,-2,22,2,74,17,-52,3.94,1,0,0,1,0,0
37,-2,23,1,86,12,-63,8.54,1,0,0,1,0,0
36,-1,45,22,23,-63,22,-5.96,1,0,0,1,0,0
34,-2,40,-5,21,-2,19,-8.43,1,0,0,1,0,0
33,-1,39,-1,20,-1,19,-9.14,1,0,0,1,0,0
34,1,34,-5,20,0,14,-10.91,1,0,0,1,0,0
143,109,31,-3,20,0,11,-11.97,1,0,0,1,0,0
168,25,30,-1,20,0,10,-12.32,1,0,0,1,0,0
160,-8,29,-1,16,-4,13,-14.09,1,0,0,1,0,0
205,45,29,0,22,6,7,-11.97,1,0,0,1,0,0
400,195,30,1,24,2,6,-10.91,1,0,0,1,0,0
66,-334,137,107,26,2,111,27.63,0,1,0,1,0,0
63,-3,136,-1,28,2,108,27.98,0,1,0,0,1,0
61,-2,57,-79,29,1,28,0.41,0,1,0,0,1,0
59,-2,58,1,31,2,27,1.47,0,1,0,0,1,0
57,-2,134,76,33,2,101,29.04,0,1,0,0,1,0
56,-1,92,-42,36,3,56,15.25,0,1,0,0,1,0
54,-2,56,-36,29,-7,27,0.05,0,1,0,0,1,0
53,-1,132,76,39,10,93,30.46,0,1,0,0,1,0
51,-2,71,-61,40,1,31,9.24,0,0,1,0,1,0
50,-1,83,12,35,-5,48,11.72,0,0,1,0,0,1
49,-1,86,3,35,0,51,12.78,0,0,1,0,0,1
127,78,126,40,36,1,90,27.28,0,0,1,0,0,1
148,21,127,1,39,3,88,28.69,0,0,1,0,0,1
76,-72,137,10,39,0,98,32.22,0,1,0,0,0,1
74,-2,131,-6,47,8,84,32.93,0,1,0,0,1,0
72,-2,134,3,48,1,86,34.35,0,1,0,0,1,0
69,-3,131,-3,49,1,82,33.64,0,1,0,0,1,0
68,-1,130,-1,50,1,80,33.64,0,1,0,0,1,0
65,-3,129,-1,51,1,78,33.64,0,1,0,0,1,0
62,-3,126,-3,51,0,75,32.58,0,1,0,0,1,0
60,-2,111,-15,47,-4,64,25.86,0,0,1,0,1,0
57,-3,123,12,47,0,76,30.10,0,0,1,0,0,1
56,-1,121,-2,53,6,68,31.52,0,1,0,0,0,1
56,0,105,-16,48,-5,57,24.09,0,1,0,0,1,0
54,-2,105,0,55,7,50,26.57,0,1,0,0,1,0
51,-3,103,-2,50,-5,53,24.09,0,1,0,0,1,0
50,-1,101,-2,56,6,45,25.51,0,1,0,0,1,0
50,0,100,-1,28,-28,72,15.25,0,1,0,0,1,0
46,-4,99,-1,27,-1,72,14.55,0,0,1,0,1,0
44,-2,289,190,28,1,261,82.08,0,1,0,0,0,1
43,-1,136,-153,29,1,107,28.34,0,1,0,0,1,0
43,0,96,-40,29,0,67,14.19,0,1,0,0,1,0
68,25,108,12,29,0,79,18.44,0,1,0,0,1,0
61,-7,108,0,29,0,79,18.44,0,1,0,0,1,0
59,-2,111,3,29,0,82,19.50,0,1,0,0,1,0

