front,front_delta,front_right,front_right_delta,rear_right,rear_right_delta,right_angle,wall_error,mode1,mode2,mode3,prev_mode1,prev_mode2,prev_mode3
66,0,21,0,48,-1,-27,-5.61,0,1,0,0,1,0
66,0,21,0,36,-12,-15,-9.85,0,1,0,0,1,0
64,-2,21,0,36,0,-15,-9.85,0,1,0,0,1,0
62,-2,20,-1,37,1,-17,-9.85,1,0,0,0,1,0
59,-3,20,0,39,2,-19,-9.14,1,0,0,1,0,0
57,-2,20,0,105,66,-85,14.19,1,0,0,1,0,0
56,-1,22,2,20,-85,2,-15.15,0,1,0,1,0,0
55,-1,56,34,19,-1,37,-3.48,0,1,0,0,1,0
53,-2,53,-3,20,1,33,-4.19,0,1,0,0,1,0
51,-2,56,3,20,0,36,-3.13,0,1,0,0,1,0
49,-2,55,-1,19,-1,36,-3.84,0,1,0,0,1,0
48,-1,50,-5,21,2,29,-4.90,0,1,0,0,1,0
45,-3,52,2,22,1,30,-3.84,0,1,0,0,1,0
43,-2,51,-1,22,0,29,-4.19,1,0,0,0,1,0
41,-2,49,-2,21,-1,28,-5.25,1,0,0,1,0,0
40,-1,49,0,20,-1,29,-5.61,1,0,0,1,0,0
62,22,46,-3,21,1,25,-6.31,1,0,0,1,0,0
60,-2,46,0,20,-1,26,-6.67,1,0,0,1,0,0
59,-1,46,0,22,2,24,-5.96,1,0,0,1,0,0
58,-1,47,1,22,0,25,-5.61,0,1,0,1,0,0
58,0,36,-11,23,1,13,-9.14,0,1,0,0,1,0
57,-1,55,19,24,1,31,-2.07,0,1,0,0,1,0
56,-1,53,-2,26,2,27,-2.07,0,1,0,0,1,0
55,-1,51,-2,27,1,24,-2.42,0,1,0,0,1,0
53,-2,50,-1,27,0,23,-2.78,0,1,0,0,1,0
51,-2,49,-1,29,2,20,-2.42,0,1,0,0,1,0
51,0,47,-2,30,1,17,-2.78,0,1,0,0,1,0
50,-1,46,-1,31,1,15,-2.78,0,1,0,0,1,0
49,-1,44,-2,32,1,12,-3.13,0,1,0,0,1,0
46,-3,43,-1,34,2,9,-2.78,0,1,0,0,1,0
45,-1,42,-1,34,0,8,-3.13,0,1,0,0,1,0
44,-1,40,-2,36,2,4,-3.13,0,1,0,0,1,0
41,-3,39,-1,37,1,2,-3.13,0,1,0,0,1,0
41,0,37,-2,38,1,-1,-3.48,0,1,0,0,1,0
40,-1,36,-1,40,2,-4,-3.13,0,1,0,0,1,0
56,16,35,-1,40,0,-5,-3.48,0,1,0,0,1,0
52,-4,33,-2,42,2,-9,-3.48,0,1,0,0,1,0
49,-3,32,-1,17,-25,15,-12.68,1,0,0,0,1,0
56,7,31,-1,44,27,-13,-3.48,1,0,0,1,0,0
52,-4,29,-2,16,-28,13,-14.09,1,0,0,1,0,0
45,-7,28,-1,16,0,12,-14.44,1,0,0,1,0,0
55,10,27,-1,17,1,10,-14.44,1,0,0,1,0,0
53,-2,28,1,50,33,-22,-2.42,1,0,0,1,0,0
51,-2,26,-2,44,-6,-18,-5.25,1,0,0,1,0,0
49,-2,27,1,42,-2,-15,-5.61,0,1,0,1,0,0
46,-3,27,0,41,-1,-14,-5.96,0,1,0,0,1,0
44,-2,27,0,43,2,-16,-5.25,0,1,0,0,1,0
42,-2,27,0,43,0,-16,-5.25,1,0,0,0,1,0
40,-2,27,0,44,1,-17,-4.90,1,0,0,1,0,0
38,-2,27,0,46,2,-19,-4.19,1,0,0,1,0,0
36,-2,30,3,29,-17,1,-9.14,1,0,0,1,0,0
35,-1,47,17,27,-2,20,-3.84,1,0,0,1,0,0
33,-2,46,-1,27,0,19,-4.19,1,0,0,1,0,0
31,-2,37,-9,26,-1,11,-7.73,1,0,0,1,0,0
30,-1,30,-7,26,0,4,-10.20,1,0,0,1,0,0
30,0,29,-1,26,0,3,-10.55,1,0,0,1,0,0
31,1,27,-2,27,1,0,-10.91,1,0,0,1,0,0
400,369,26,-1,29,2,-3,-10.55,1,0,0,1,0,0
84,-316,28,2,31,2,-3,-9.14,1,0,0,1,0,0
80,-4,27,-1,33,2,-6,-8.79,1,0,0,1,0,0
78,-2,28,1,36,3,-8,-7.37,0,1,0,1,0,0
77,-1,29,1,37,1,-8,-6.67,0,1,0,0,1,0
156,79,28,-1,40,3,-12,-5.96,0,1,0,0,1,0
153,-3,28,0,42,2,-14,-5.25,0,1,0,0,1,0
151,-2,30,2,45,3,-15,-3.48,0,1,0,0,1,0
148,-3,28,-2,53,8,-25,-1.36,1,0,0,0,1,0
146,-2,29,1,50,-3,-21,-2.07,1,0,0,1,0,0
144,-2,30,1,31,-19,-1,-8.43,0,1,0,1,0,0
142,-2,400,370,29,-2,371,121.67,0,1,0,0,1,0
139,-3,400,0,29,0,371,121.67,0,1,0,0,1,0
135,-4,61,-339,29,0,32,1.82,0,1,0,0,1,0
133,-2,59,-2,29,0,30,1.11,0,1,0,0,1,0
131,-2,58,-1,29,0,29,0.76,0,1,0,0,1,0
129,-2,56,-2,29,0,27,0.05,0,0,1,0,1,0
126,-3,56,0,29,0,27,0.05,0,0,1,0,0,1
124,-2,55,-1,31,2,24,0.41,0,1,0,0,0,1
122,-2,53,-2,43,12,10,3.94,0,1,0,0,1,0
121,-1,400,347,45,2,355,127.33,0,1,0,0,1,0
117,-4,34,-366,47,2,-13,-1.36,0,1,0,0,1,0
115,-2,33,-1,48,1,-15,-1.36,0,1,0,0,1,0
113,-2,31,-2,49,1,-18,-1.72,0,1,0,0,1,0
111,-2,31,0,50,1,-19,-1.36,0,1,0,0,1,0
108,-3,32,1,52,2,-20,-0.30,0,1,0,0,1,0
106,-2,31,-1,56,4,-25,0.76,0,1,0,0,1,0
104,-2,31,0,56,0,-25,0.76,0,1,0,0,1,0
102,-2,30,-1,56,0,-26,0.41,0,1,0,0,1,0
99,-3,30,0,61,5,-31,2.17,0,1,0,0,1,0
97,-2,30,0,60,-1,-30,1.82,0,1,0,0,1,0
95,-2,29,-1,62,2,-33,2.17,0,1,0,0,1,0
92,-3,30,1,63,1,-33,2.88,0,1,0,0,1,0
90,-2,29,-1,65,2,-36,3.23,0,1,0,0,1,0
88,-2,29,0,67,2,-38,3.94,0,1,0,0,1,0
86,-2,29,0,68,1,-39,4.29,0,1,0,0,1,0
84,-2,105,76,71,3,34,32.22,0,1,0,0,1,0
81,-3,400,295,73,2,327,137.23,0,1,0,0,1,0
78,-3,101,-299,75,2,26,32.22,0,1,0,0,1,0
75,-3,98,-3,77,2,21,31.87,0,1,0,0,1,0
73,-2,93,-5,78,1,15,30.46,0,1,0,0,1,0
71,-2,91,-2,81,3,10,30.81,0,0,1,0,1,0
69,-2,400,309,84,3,316,141.12,0,0,1,0,0,1
67,-2,312,-88,85,1,227,110.36,0,1,0,0,0,1
65,-2,309,-3,85,0,224,109.30,0,1,0,0,1,0
64,-1,307,-2,87,2,220,109.30,0,0,1,0,1,0
63,-1,306,-1,89,2,217,109.65,0,0,1,0,0,1
70,7,304,-2,91,2,213,109.65,0,1,0,0,0,1
68,-2,302,-2,92,1,210,109.30,0,1,0,0,1,0
66,-2,61,-241,94,2,-33,24.80,0,1,0,0,1,0
65,-1,298,237,95,1,203,108.95,0,1,0,0,1,0
62,-3,297,-1,95,0,202,108.59,0,0,1,0,1,0
63,1,57,-240,104,9,-47,26.92,0,0,1,0,0,1
60,-3,294,237,98,-6,196,108.59,0,0,1,0,0,1
59,-1,291,-3,107,9,184,110.71,0,0,1,0,0,1
57,-2,400,109,78,-29,322,139.00,0,0,1,0,0,1
56,-1,400,0,70,-8,330,136.17,0,1,0,0,0,1
152,96,400,0,153,83,247,165.51,0,1,0,0,1,0
280,128,400,0,59,-94,341,132.28,0,1,0,0,1,0
56,-224,37,-363,155,96,-118,37.88,0,0,1,0,1,0
56,0,400,363,156,1,244,166.57,0,1,0,0,0,1
69,13,28,-372,176,20,-148,42.12,0,1,0,0,1,0
67,-2,25,-3,177,1,-152,41.42,0,1,0,0,1,0
267,200,25,0,82,-95,-57,7.83,1,0,0,0,1,0
265,-2,27,2,80,-2,-53,7.83,0,1,0,1,0,0
60,-205,400,373,182,102,218,175.77,0,1,0,0,1,0
57,-3,400,0,186,4,214,177.18,0,1,0,0,1,0
256,199,45,-355,188,2,-143,52.38,0,1,0,0,1,0
71,-185,43,-2,188,0,-145,51.67,0,1,0,0,1,0
251,180,42,-1,190,2,-148,52.02,0,1,0,0,1,0
248,-3,39,-3,30,-160,9,-5.61,0,1,0,0,1,0
142,-106,38,-1,25,-5,13,-7.73,0,1,0,0,1,0
61,-81,37,-1,26,1,11,-7.73,0,1,0,0,1,0
58,-3,37,0,29,3,8,-6.67,0,1,0,0,1,0
56,-2,35,-2,33,4,2,-5.96,0,1,0,0,1,0
56,0,35,0,27,-6,8,-8.08,0,1,0,0,1,0
132,76,36,1,29,2,7,-7.02,0,1,0,0,1,0
70,-62,37,1,29,0,8,-6.67,0,1,0,0,1,0
66,-4,36,-1,30,1,6,-6.67,0,1,0,0,1,0
64,-2,400,364,33,3,367,123.09,0,1,0,0,1,0
61,-3,400,0,44,11,356,126.98,0,1,0,0,1,0
58,-3,400,0,29,-15,371,121.67,0,1,0,0,1,0

