front,front_delta,front_right,front_right_delta,rear_right,rear_right_delta,right_angle,wall_error,mode1,mode2,mode3,prev_mode1,prev_mode2,prev_mode3
43,0,30,0,40,17,-10,-5.25,0,1,0,0,1,0
43,0,29,-1,23,-17,6,-11.62,0,1,0,0,1,0
42,-1,29,0,26,3,3,-10.55,0,1,0,0,1,0
40,-2,29,0,27,1,2,-10.20,0,1,0,0,1,0
38,-2,26,-3,28,1,-2,-10.91,1,0,0,0,1,0
37,-1,26,0,30,2,-4,-10.20,1,0,0,1,0,0
35,-2,25,-1,44,14,-19,-5.61,1,0,0,1,0,0
33,-2,25,0,43,-1,-18,-5.96,1,0,0,1,0,0
31,-2,28,3,46,3,-18,-3.84,1,0,0,1,0,0
28,-3,28,0,47,1,-19,-3.48,1,0,0,1,0,0
27,-1,29,1,50,3,-21,-2.07,1,0,0,1,0,0
25,-2,41,12,28,-22,13,-5.61,1,0,0,1,0,0
23,-2,39,-2,27,-1,12,-6.67,1,0,0,1,0,0
22,-1,39,0,28,1,11,-6.31,1,0,0,1,0,0
20,-2,40,1,25,-3,15,-7.02,1,0,0,1,0,0
19,-1,19,-21,26,1,-7,-14.09,1,0,0,1,0,0
18,-1,17,-2,26,0,-9,-14.80,1,0,0,1,0,0
17,-1,16,-1,28,2,-12,-14.44,1,0,0,1,0,0
133,116,15,-1,29,1,-14,-14.44,1,0,0,1,0,0
75,-58,14,-1,30,1,-16,-14.44,1,0,0,1,0,0
72,-3,16,2,32,2,-16,-13.03,1,0,0,1,0,0
70,-2,246,230,33,1,213,68.64,1,0,0,1,0,0
68,-2,40,-206,36,3,4,-3.13,1,0,0,1,0,0
67,-1,126,86,38,2,88,27.98,1,0,0,1,0,0
51,-16,125,-1,41,3,84,28.69,0,1,0,1,0,0
50,-1,126,1,45,4,81,30.46,0,0,1,0,1,0
48,-2,125,-1,48,3,77,31.16,0,0,1,0,0,1
45,-3,124,-1,47,-1,77,30.46,0,0,1,0,0,1
44,-1,122,-2,48,1,74,30.10,0,0,1,0,0,1
53,9,120,-2,50,2,70,30.10,0,0,1,0,0,1
52,-1,118,-2,50,0,68,29.40,0,0,1,0,0,1
50,-2,118,0,50,0,68,29.40,0,0,1,0,0,1
50,0,236,118,54,4,182,72.53,0,0,1,0,0,1
70,20,233,-3,55,1,178,71.82,0,0,1,0,0,1
73,3,231,-2,56,1,175,71.47,1,0,0,0,0,1
72,-1,229,-2,58,2,171,71.47,1,0,0,1,0,0
71,-1,228,-1,58,0,170,71.12,0,1,0,1,0,0
68,-3,228,0,56,-2,172,70.41,0,1,0,0,1,0
64,-4,228,0,60,4,168,71.82,0,1,0,0,1,0
61,-3,226,-2,57,-3,169,70.05,0,0,1,0,1,0
59,-2,225,-1,22,-35,203,57.33,0,0,1,0,0,1
56,-3,223,-2,22,0,201,56.62,0,0,1,0,0,1
56,0,221,-2,24,2,197,56.62,0,0,1,0,0,1
56,0,219,-2,25,1,194,56.27,0,0,1,0,0,1
93,37,220,1,25,0,195,56.62,0,0,1,0,0,1
89,-4,219,-1,27,2,192,56.97,0,0,1,0,0,1
86,-3,101,-118,29,2,72,15.96,0,0,1,0,0,1
83,-3,99,-2,30,1,69,15.61,0,0,1,0,0,1
82,-1,80,-19,74,44,6,24.45,0,0,1,0,0,1
80,-2,69,-11,75,1,-6,20.91,0,0,1,0,0,1
80,0,66,-3,103,28,-37,29.75,0,0,1,0,0,1
163,83,60,-6,103,0,-43,27.63,0,0,1,0,0,1
161,-2,62,2,104,1,-42,28.69,0,0,1,0,0,1
159,-2,58,-4,106,2,-48,27.98,0,0,1,0,0,1
157,-2,50,-8,107,1,-57,25.51,0,0,1,0,0,1
62,-95,49,-1,108,1,-59,25.51,0,0,1,0,0,1
59,-3,44,-5,109,1,-65,24.09,0,0,1,0,0,1
55,-4,39,-5,111,2,-72,23.03,0,0,1,0,0,1
54,-1,40,1,45,-66,-5,0.05,0,1,0,0,0,1
38,-16,50,10,50,5,0,5.35,0,1,0,0,1,0
37,-1,52,2,50,0,2,6.06,0,1,0,0,1,0
37,0,48,-4,57,7,-9,7.12,0,1,0,0,1,0
43,6,50,2,116,59,-66,28.69,0,1,0,0,1,0
29,-14,43,-7,117,1,-74,26.57,0,0,1,0,1,0
42,13,45,2,118,1,-73,27.63,0,0,1,0,0,1
39,-3,46,1,119,1,-73,28.34,0,0,1,0,0,1
37,-2,43,-3,120,1,-77,27.63,0,0,1,0,0,1
36,-1,40,-3,94,-26,-54,17.38,0,0,1,0,0,1
45,9,42,2,51,-43,-9,2.88,0,1,0,0,0,1
36,-9,43,1,51,0,-8,3.23,0,0,1,0,1,0
34,-2,38,-5,51,0,-13,1.47,0,0,1,0,0,1
30,-4,47,9,74,23,-27,12.78,0,0,1,0,0,1
29,-1,37,-10,73,-1,-36,8.89,0,1,0,0,0,1

