front,front_delta,front_right,front_right_delta,rear_right,rear_right_delta,right_angle,wall_error,mode1,mode2,mode3,prev_mode1,prev_mode2,prev_mode3
53,5,40,0,32,2,8,-4.54,0,1,0,1,0,0
57,4,39,-1,32,0,7,-4.90,0,1,0,0,1,0
56,-1,39,0,36,4,3,-3.48,0,1,0,0,1,0
76,20,37,-2,44,8,-7,-1.36,0,1,0,-1,-1,-1
50,-26,36,-1,49,5,-13,0.05,0,1,0,0,1,0
49,-1,34,-2,36,-13,-2,-5.25,0,1,0,0,1,0
46,-3,32,-2,32,-4,0,-7.37,0,1,0,0,1,0
50,4,30,-2,36,4,-6,-6.67,0,1,0,0,1,0
44,-6,30,0,56,20,-26,0.41,0,1,0,0,1,0
42,-2,27,-3,36,-20,-9,-7.73,0,1,0,0,1,0
61,19,30,3,31,-5,-1,-8.43,1,0,0,0,1,0
58,-3,25,-5,45,14,-20,-5.25,1,0,0,1,0,0
56,-2,25,0,32,-13,-7,-9.85,1,0,0,1,0,0
55,-1,23,-2,67,35,-44,1.82,1,0,0,1,0,0
53,-2,23,0,78,11,-55,5.71,1,0,0,1,0,0
53,0,23,0,76,-2,-53,5.00,0,1,0,1,0,0
51,-2,25,2,79,3,-54,6.77,0,1,0,0,1,0
51,0,23,-2,84,5,-61,7.83,0,1,0,0,1,0
50,-1,24,1,50,-34,-26,-3.84,0,1,0,0,1,0
50,0,23,-1,50,0,-27,-4.19,0,1,0,0,1,0
132,82,21,-2,50,0,-29,-4.90,0,1,0,0,1,0
130,-2,21,0,88,38,-67,8.54,1,0,0,0,1,0
128,-2,28,7,56,-32,-28,-0.30,1,0,0,1,0,0
125,-3,28,0,54,-2,-26,-1.01,0,1,0,1,0,0
123,-2,30,2,82,28,-52,9.60,0,1,0,0,1,0
121,-2,29,-1,50,-32,-21,-2.07,0,1,0,0,1,0
119,-2,30,1,57,7,-27,0.76,0,1,0,0,1,0
117,-2,30,0,80,23,-50,8.89,0,1,0,0,1,0
114,-3,29,-1,81,1,-52,8.89,0,1,0,0,1,0
112,-2,29,0,36,-45,-7,-7.02,0,1,0,0,1,0
110,-2,30,1,36,0,-6,-6.67,0,1,0,0,1,0
108,-2,29,-1,37,1,-8,-6.67,0,1,0,0,1,0
106,-2,29,0,36,-1,-7,-7.02,0,1,0,0,1,0
103,-3,30,1,71,35,-41,5.71,0,1,0,0,1,0
101,-2,49,19,42,-29,7,2.17,0,1,0,0,1,0
99,-2,48,-1,37,-5,11,0.05,0,1,0,0,1,0
97,-2,74,26,93,56,-19,29.04,0,0,1,0,1,0
95,-2,46,-28,43,-50,3,1.47,0,0,1,0,0,1
93,-2,46,0,45,2,1,2.17,0,1,0,0,0,1
91,-2,38,-8,48,3,-10,0.41,0,1,0,0,1,0
90,-1,36,-2,43,-5,-7,-2.07,0,1,0,0,1,0
87,-3,36,0,46,3,-10,-1.01,0,1,0,0,1,0
85,-2,37,1,45,-1,-8,-1.01,0,1,0,0,1,0
83,-2,42,5,44,-1,-2,0.41,0,0,1,0,1,0
81,-2,41,-1,46,2,-5,0.76,0,0,1,0,0,1
80,-1,40,-1,47,1,-7,0.76,0,0,1,0,0,1
79,-1,39,-1,56,9,-17,3.59,0,0,1,0,0,1
78,-1,39,0,82,26,-43,12.78,0,0,1,0,0,1
77,-1,37,-2,61,-21,-24,4.65,0,0,1,0,0,1
76,-1,36,-1,111,50,-75,21.97,0,0,1,0,0,1
76,0,34,-2,65,-46,-31,5.00,0,0,1,0,0,1
75,-1,33,-1,84,19,-51,11.37,0,0,1,0,0,1
81,6,32,-1,54,-30,-22,0.41,0,0,1,0,0,1
80,-1,31,-1,86,32,-55,11.37,0,1,0,0,0,1
79,-1,29,-2,56,-30,-27,0.05,0,1,0,0,1,0
77,-2,28,-1,57,1,-29,0.05,0,1,0,0,1,0
37,-40,27,-1,57,0,-30,-0.30,0,1,0,0,1,0
31,-6,26,-1,56,-1,-30,-1.01,1,0,0,0,1,0
30,-1,25,-1,56,0,-31,-1.36,1,0,0,1,0,0
67,37,23,-2,56,0,-33,-2.07,1,0,0,1,0,0
63,-4,24,1,26,-30,-2,-12.32,1,0,0,1,0,0
60,-3,23,-1,26,0,-3,-12.68,1,0,0,1,0,0
58,-2,23,0,39,13,-16,-8.08,1,0,0,1,0,0
56,-2,24,1,34,-5,-10,-9.49,1,0,0,1,0,0
54,-2,25,1,32,-2,-7,-9.85,1,0,0,1,0,0

