front,front_delta,front_right,front_right_delta,rear_right,rear_right_delta,mode1,mode2,mode3,mode4,mode5,prev_mode1,prev_mode2,prev_mode3,prev_mode4,prev_mode5
54,-2,400,0,400,0,0,0,1,0,0,0,0,1,0,0,
51,-3,400,0,400,0,0,0,1,0,0,0,0,1,0,0,
47,-4,400,0,400,0,0,1,0,0,0,0,0,1,0,0,
43,-4,400,0,400,0,0,1,0,0,0,0,1,0,0,0,
39,-4,400,0,400,0,0,1,0,0,0,0,1,0,0,0,
35,-4,400,0,400,0,0,1,0,0,0,0,1,0,0,0,
32,-3,98,-302,400,0,0,1,0,0,0,0,1,0,0,0,
30,-2,68,-30,400,0,0,1,0,0,0,0,1,0,0,0,
28,-2,29,-39,400,0,0,1,0,0,0,0,1,0,0,0,
28,0,24,-5,400,0,0,1,0,0,0,0,1,0,0,0,
25,-3,23,-1,400,0,0,1,0,0,0,0,1,0,0,0,
27,2,20,-3,400,0,0,1,0,0,0,0,1,0,0,0,
37,10,19,-1,271,-129,0,1,0,0,0,0,1,0,0,0,
36,-1,18,-1,271,0,0,1,0,0,0,0,1,0,0,0,
400,364,18,0,273,2,0,1,0,0,0,0,1,0,0,0,
400,0,18,0,71,-202,0,1,0,0,0,0,1,0,0,0,
400,0,19,1,400,329,0,1,0,0,0,0,1,0,0,0,
400,0,22,3,20,-380,0,1,0,0,0,0,1,0,0,0,
400,0,400,378,19,-1,0,1,0,0,0,0,1,0,0,0,
400,0,400,0,18,-1,0,0,1,0,0,0,1,0,0,0,
400,0,400,0,20,2,0,0,1,0,0,0,0,1,0,0,
400,0,400,0,21,1,0,0,1,0,0,0,0,1,0,0,
400,0,400,0,23,2,0,0,0,1,0,0,0,1,0,0,
400,0,400,0,25,2,0,0,0,1,0,0,0,0,1,0,
400,0,400,0,29,4,0,0,0,1,0,0,0,0,1,0,
400,0,400,0,42,13,0,0,0,1,0,0,0,0,1,0,
400,0,400,0,43,1,0,0,0,1,0,0,0,0,1,0,
400,0,400,0,69,26,0,0,0,1,0,0,0,0,1,0,
400,0,400,0,73,4,0,0,1,0,0,0,0,0,1,0,
400,0,50,-350,400,327,0,0,1,0,0,0,0,1,0,0,
400,0,50,0,400,0,0,0,1,0,0,0,0,1,0,0,
400,0,400,350,400,0,0,0,0,1,0,0,0,1,0,0,
400,0,400,0,400,0,0,0,0,1,0,0,0,0,1,0,
400,0,43,-357,400,0,0,0,0,1,0,0,0,0,1,0,
400,0,400,357,400,0,0,0,1,0,0,0,0,0,1,0,
400,0,28,-372,400,0,0,0,1,0,0,0,0,1,0,0,
400,0,30,2,400,0,0,0,1,0,0,0,0,1,0,0,
400,0,27,-3,400,0,0,0,1,0,0,0,0,1,0,0,
400,0,30,3,400,0,0,0,1,0,0,0,0,1,0,0,
