front,front_delta,front_right,front_right_delta,rear_right,rear_right_delta,mode1,mode2,mode3,mode4,mode5,prev_mode1,prev_mode2,prev_mode3,prev_mode4,prev_mode5
41,2,9,-1,400,0,0,1,0,0,0,0,1,0,0,0,
38,-3,12,3,400,0,0,1,0,0,0,0,1,0,0,0,
36,-2,17,5,16,-384,0,1,0,0,0,0,1,0,0,0,
36,0,38,21,11,-5,0,1,0,0,0,0,1,0,0,0,
36,0,36,-2,10,-1,0,0,1,0,0,0,1,0,0,0,
36,0,34,-2,10,0,0,0,1,0,0,0,0,1,0,0,
38,2,34,0,11,1,0,0,1,0,0,0,0,1,0,0,
38,0,32,-2,13,2,0,0,1,0,0,0,0,1,0,0,
45,7,31,-1,15,2,0,0,1,0,0,0,0,1,0,0,
42,-3,29,-2,15,0,0,1,0,0,0,0,0,1,0,0,
39,-3,27,-2,17,2,0,1,0,0,0,0,1,0,0,0,
38,-1,28,1,19,2,0,1,0,0,0,0,1,0,0,0,
138,100,26,-2,21,2,0,1,0,0,0,0,1,0,0,0,
57,-81,25,-1,23,2,0,0,1,0,0,0,1,0,0,0,
56,-1,24,-1,26,3,0,0,1,0,0,0,0,1,0,0,
57,1,25,1,28,2,0,1,0,0,0,0,0,1,0,0,
56,-1,25,0,40,12,0,1,0,0,0,0,1,0,0,0,
56,0,24,-1,43,3,0,0,1,0,0,0,1,0,0,0,
41,-15,25,1,43,0,0,0,1,0,0,0,0,1,0,0,
37,-4,24,-1,37,-6,0,0,1,0,0,0,0,1,0,0,
36,-1,24,0,47,10,0,0,1,0,0,0,0,1,0,0,
35,-1,26,2,41,-6,0,0,1,0,0,0,0,1,0,0,
31,-4,24,-2,50,9,0,0,1,0,0,0,0,1,0,0,
29,-2,24,0,52,2,0,1,0,0,0,0,0,1,0,0,
27,-2,24,0,50,-2,0,1,0,0,0,0,1,0,0,0,
24,-3,23,-1,29,-21,0,1,0,0,0,0,1,0,0,0,
23,-1,27,4,24,-5,0,0,1,0,0,0,1,0,0,0,
21,-2,30,3,24,0,0,0,1,0,0,0,0,1,0,0,
19,-2,32,2,26,2,0,0,1,0,0,0,0,1,0,0,
17,-2,400,368,23,-3,0,0,1,0,0,0,0,1,0,0,
400,383,400,0,25,2,0,0,1,0,0,0,0,1,0,0,
