front,front_delta,front_right,front_right_delta,rear_right,rear_right_delta,right_angle,wall_error,mode1,mode2,mode3,prev_mode1,prev_mode2,prev_mode3
32,0,9,0,33,-3,-24,-15.15,1,0,0,0,1,0
32,0,8,-1,36,3,-28,-14.44,1,0,0,1,0,0
31,-1,10,2,58,22,-48,-5.96,1,0,0,1,0,0
29,-2,110,100,60,2,50,30.10,1,0,0,1,0,0
27,-2,81,-29,7,-53,74,1.11,1,0,0,1,0,0
26,-1,400,319,7,0,393,113.89,1,0,0,1,0,0
23,-3,26,-374,0,-7,26,-20.81,1,0,0,1,0,0
63,40,16,-10,15,15,1,-19.04,1,0,0,1,0,0
61,-2,16,0,16,1,0,-18.69,1,0,0,1,0,0
58,-3,17,1,19,3,-2,-17.27,1,0,0,1,0,0
56,-2,17,0,29,10,-12,-13.74,1,0,0,1,0,0
54,-2,18,1,29,0,-11,-13.38,1,0,0,1,0,0
53,-1,19,1,34,5,-15,-11.26,1,0,0,1,0,0
50,-3,56,37,67,33,-11,13.49,1,0,0,1,0,0
49,-1,54,-2,18,-49,36,-4.54,1,0,0,1,0,0
48,-1,51,-3,17,-1,34,-5.96,0,1,0,1,0,0
46,-2,48,-3,17,0,31,-7.02,1,0,0,0,1,0
44,-2,46,-2,18,1,28,-7.37,1,0,0,1,0,0
43,-1,43,-3,18,0,25,-8.43,1,0,0,1,0,0
42,-1,41,-2,18,0,23,-9.14,1,0,0,1,0,0
42,0,41,0,19,1,22,-8.79,1,0,0,1,0,0
41,-1,39,-2,19,0,20,-9.49,1,0,0,1,0,0
41,0,37,-2,20,1,17,-9.85,0,1,0,1,0,0
43,2,37,0,22,2,15,-9.14,1,0,0,0,1,0
56,13,35,-2,23,1,12,-9.49,1,0,0,1,0,0
56,0,35,0,25,2,10,-8.79,1,0,0,1,0,0
53,-3,34,-1,26,1,8,-8.79,0,1,0,1,0,0
56,3,33,-1,29,3,4,-8.08,0,1,0,0,1,0
236,180,33,0,30,1,3,-7.73,0,1,0,0,1,0
128,-108,31,-2,33,3,-2,-7.37,1,0,0,0,1,0
231,103,31,0,36,3,-5,-6.31,1,0,0,1,0,0
122,-109,30,-1,37,1,-7,-6.31,0,1,0,1,0,0
226,104,31,1,40,3,-9,-4.90,0,1,0,0,1,0
223,-3,31,0,42,2,-11,-4.19,0,1,0,0,1,0
221,-2,30,-1,45,3,-15,-3.48,0,1,0,0,1,0
218,-3,31,1,48,3,-17,-2.07,0,1,0,0,1,0
216,-2,30,-1,49,1,-19,-2.07,0,1,0,0,1,0
213,-3,30,0,51,2,-21,-1.36,1,0,0,0,1,0
211,-2,29,-1,54,3,-25,-0.66,0,1,0,1,0,0
209,-2,30,1,54,0,-24,-0.30,0,1,0,0,1,0
207,-2,31,1,56,2,-25,0.76,0,1,0,0,1,0
204,-3,31,0,58,2,-27,1.47,0,1,0,0,1,0
202,-2,88,57,60,2,28,22.33,0,1,0,0,1,0
199,-3,30,-58,61,1,-31,2.17,0,1,0,0,1,0
197,-2,32,2,64,3,-32,3.94,0,1,0,0,1,0
194,-3,32,0,67,3,-35,5.00,0,1,0,0,1,0
192,-2,31,-1,73,6,-42,6.77,0,1,0,0,1,0
189,-3,32,1,73,0,-41,7.12,0,1,0,0,1,0
187,-2,31,-1,73,0,-42,6.77,0,1,0,0,1,0
185,-2,32,1,75,2,-43,7.83,0,1,0,0,1,0
182,-3,108,76,78,3,30,35.76,0,1,0,0,1,0
180,-2,107,-1,81,3,26,36.47,0,1,0,0,1,0
177,-3,124,17,83,2,41,43.18,0,1,0,0,1,0

