front,front_delta,front_right,front_right_delta,rear_right,rear_right_delta,right_angle,wall_error,mode1,mode2,mode3,prev_mode1,prev_mode2,prev_mode3
73,0,63,0,36,6,27,5.00,0,1,0,0,1,0
72,-1,62,-1,38,2,24,5.35,0,0,1,0,1,0
70,-2,60,-2,43,5,17,6.42,0,0,1,0,0,1
69,-1,59,-1,44,1,15,6.42,0,0,1,0,0,1
66,-3,57,-2,37,-7,20,3.23,0,0,1,0,0,1
59,-7,56,-1,40,3,16,3.94,0,0,1,0,0,1
57,-2,55,-1,43,3,12,4.65,0,0,1,0,0,1
54,-3,56,1,40,-3,16,3.94,0,1,0,0,0,1
52,-2,30,-26,40,0,-10,-5.25,0,1,0,0,1,0
50,-2,30,0,46,6,-16,-3.13,0,1,0,0,1,0
48,-2,29,-1,45,-1,-16,-3.84,0,1,0,0,1,0
47,-1,29,0,50,5,-21,-2.07,0,1,0,0,1,0
46,-1,29,0,44,-6,-15,-4.19,0,1,0,0,1,0
43,-3,29,0,46,2,-17,-3.48,0,1,0,0,1,0
41,-2,30,1,48,2,-18,-2.42,0,1,0,0,1,0
38,-3,30,0,29,-19,1,-9.14,0,1,0,0,1,0
36,-2,29,-1,30,1,-1,-9.14,0,1,0,0,1,0
35,-1,30,1,29,-1,1,-9.14,1,0,0,0,1,0
35,0,30,0,30,1,0,-8.79,1,0,0,1,0,0
37,2,31,1,28,-2,3,-9.14,1,0,0,1,0,0
35,-2,29,-2,27,-1,2,-10.20,1,0,0,1,0,0
35,0,29,0,27,0,2,-10.20,1,0,0,1,0,0
32,-3,32,3,27,0,5,-9.14,1,0,0,1,0,0
31,-1,29,-3,27,0,2,-10.20,1,0,0,1,0,0
29,-2,30,1,28,1,2,-9.49,1,0,0,1,0,0
30,1,29,-1,29,1,0,-9.49,1,0,0,1,0,0
29,-1,28,-1,30,1,-2,-9.49,1,0,0,1,0,0
28,-1,27,-1,31,1,-4,-9.49,1,0,0,1,0,0
27,-1,28,1,34,3,-6,-8.08,1,0,0,1,0,0
27,0,22,-6,33,-1,-11,-10.55,1,0,0,1,0,0
67,40,21,-1,30,-3,-9,-11.97,1,0,0,1,0,0
69,2,21,0,29,-1,-8,-12.32,1,0,0,1,0,0
67,-2,21,0,29,0,-8,-12.32,1,0,0,1,0,0
63,-4,21,0,32,3,-11,-11.26,1,0,0,1,0,0
63,0,20,-1,32,0,-12,-11.62,0,1,0,1,0,0
62,-1,22,2,29,-3,-7,-11.97,1,0,0,0,1,0
60,-2,24,2,30,1,-6,-10.91,1,0,0,1,0,0
59,-1,56,32,29,-1,27,0.05,1,0,0,1,0,0
66,7,60,4,24,-5,36,-0.30,1,0,0,1,0,0
62,-4,57,-3,22,-2,35,-2.07,1,0,0,1,0,0
63,1,54,-3,22,0,32,-3.13,0,1,0,1,0,0
78,15,53,-1,24,2,29,-2.78,0,1,0,0,1,0
71,-7,52,-1,22,-2,30,-3.84,0,1,0,0,1,0
68,-3,51,-1,23,1,28,-3.84,0,1,0,0,1,0
66,-2,50,-1,23,0,27,-4.19,0,1,0,0,1,0
63,-3,50,0,25,2,25,-3.48,0,1,0,0,1,0
60,-3,50,0,25,0,25,-3.48,0,1,0,0,1,0
60,0,48,-2,26,1,22,-3.84,0,0,1,0,1,0
56,-4,50,2,28,2,22,-2.42,0,0,1,0,0,1
58,2,46,-4,29,1,17,-3.48,0,0,1,0,0,1
57,-1,47,1,31,2,16,-2.42,0,1,0,0,0,1
56,-1,47,0,34,3,13,-1.36,0,1,0,0,1,0
56,0,43,-4,35,1,8,-2.42,0,1,0,0,1,0
56,0,43,0,35,0,8,-2.42,0,1,0,0,1,0
55,-1,42,-1,34,-1,8,-3.13,0,1,0,0,1,0
51,-4,45,3,34,0,11,-2.07,0,1,0,0,1,0
129,78,45,0,35,1,10,-1.72,0,1,0,0,1,0
50,-79,37,-8,35,0,2,-4.54,0,1,0,0,1,0
65,15,38,1,36,1,2,-3.84,0,1,0,0,1,0
123,58,32,-6,36,0,-4,-5.96,0,1,0,0,1,0
120,-3,31,-1,37,1,-6,-5.96,0,1,0,0,1,0
118,-2,29,-2,36,-1,-7,-7.02,0,1,0,0,1,0
115,-3,29,0,37,1,-8,-6.67,0,1,0,0,1,0
113,-2,29,0,38,1,-9,-6.31,0,1,0,0,1,0
111,-2,29,0,38,0,-9,-6.31,0,1,0,0,1,0
108,-3,28,-1,37,-1,-9,-7.02,0,1,0,0,1,0
65,-43,25,-3,38,1,-13,-7.73,0,1,0,0,1,0
63,-2,24,-1,38,0,-14,-8.08,0,0,1,0,1,0
61,-2,25,1,39,1,-14,-7.37,0,0,1,0,0,1
99,38,23,-2,42,3,-19,-7.02,0,0,1,0,0,1
58,-41,22,-1,61,19,-39,-0.66,0,0,1,0,0,1
96,38,21,-1,63,2,-42,-0.30,0,1,0,0,0,1
95,-1,19,-2,65,2,-46,-0.30,0,1,0,0,1,0
94,-1,18,-1,65,0,-47,-0.66,0,1,0,0,1,0
92,-2,18,0,67,2,-49,0.05,1,0,0,0,1,0
90,-2,17,-1,66,-1,-49,-0.66,1,0,0,1,0,0
88,-2,220,203,69,3,151,72.18,0,1,0,1,0,0
85,-3,220,0,68,-1,152,71.82,0,1,0,0,1,0
83,-2,219,-1,71,3,148,72.53,0,1,0,0,1,0
81,-2,58,-161,72,1,-14,15.96,0,1,0,0,1,0
78,-3,136,78,80,8,56,46.37,0,1,0,0,1,0
76,-2,132,-4,56,-24,76,36.47,0,1,0,0,1,0
73,-3,129,-3,59,3,70,36.47,0,1,0,0,1,0
71,-2,115,-14,19,-40,96,17.38,0,0,1,0,1,0
68,-3,114,-1,20,1,94,17.38,0,0,1,0,0,1
67,-1,113,-1,22,2,91,17.73,0,1,0,0,0,1
65,-2,122,9,84,62,38,42.83,0,1,0,0,1,0
64,-1,212,90,23,-61,189,53.08,0,1,0,0,1,0
62,-2,211,-1,25,2,186,53.44,0,1,0,0,1,0
61,-1,209,-2,25,0,184,52.73,0,0,1,0,1,0
59,-2,207,-2,26,1,181,52.38,0,0,1,0,0,1
58,-1,205,-2,28,2,177,52.38,0,0,1,0,0,1
107,49,203,-2,31,3,172,52.73,0,0,1,0,0,1
96,-11,202,-1,146,115,56,93.04,0,0,1,0,0,1
81,-15,200,-2,164,18,36,98.69,0,1,0,0,0,1
92,11,247,47,166,2,81,116.02,0,1,0,0,1,0
88,-4,246,-1,167,1,79,116.02,0,1,0,0,1,0
191,103,244,-2,168,1,76,115.66,0,1,0,0,1,0
188,-3,241,-3,169,1,72,114.96,0,1,0,0,1,0
186,-2,239,-2,77,-92,162,81.72,0,0,1,0,1,0
183,-3,157,-82,79,2,78,53.44,0,1,0,0,0,1
180,-3,31,-126,62,-17,-31,2.88,0,1,0,0,1,0
178,-2,31,0,82,20,-51,9.95,0,1,0,0,1,0
176,-2,30,-1,84,2,-54,10.30,0,1,0,0,1,0
173,-3,29,-1,72,-12,-43,5.71,1,0,0,0,1,0
171,-2,29,0,74,2,-45,6.42,0,1,0,1,0,0
169,-2,29,0,78,4,-49,7.83,0,1,0,0,1,0
167,-2,28,-1,93,15,-65,12.78,0,1,0,0,1,0
164,-3,28,0,98,5,-70,14.55,0,1,0,0,1,0
162,-2,29,1,331,233,-302,97.28,0,1,0,0,1,0
85,-77,28,-1,333,2,-305,97.63,0,1,0,0,1,0
81,-4,27,-1,170,-163,-143,39.65,0,1,0,0,1,0

