front,front_delta,front_right,front_right_delta,rear_right,rear_right_delta,right_angle,wall_error,mode1,mode2,mode3,prev_mode1,prev_mode2,prev_mode3
134,0,30,0,50,0,-20,-1.72,0,1,0,0,1,0
133,-1,30,0,56,6,-26,0.41,0,1,0,0,1,0
131,-2,30,0,56,0,-26,0.41,0,1,0,0,1,0
129,-2,30,0,57,1,-27,0.76,0,1,0,0,1,0
127,-2,30,0,57,0,-27,0.76,0,1,0,0,1,0
124,-3,87,57,65,8,22,23.74,0,1,0,0,1,0
122,-2,85,-2,63,-2,22,22.33,0,1,0,0,1,0
119,-3,86,1,57,-6,29,20.56,0,1,0,0,1,0
117,-2,86,0,58,1,28,20.91,0,1,0,0,1,0
114,-3,85,-1,70,12,15,24.80,0,1,0,0,1,0
112,-2,85,0,65,-5,20,23.03,0,1,0,0,1,0
109,-3,84,-1,70,5,14,24.45,0,1,0,0,1,0
107,-2,85,1,62,-8,23,21.97,0,1,0,0,1,0
104,-3,99,14,66,4,33,28.34,0,1,0,0,1,0
102,-2,98,-1,65,-1,33,27.63,0,1,0,0,1,0
100,-2,97,-1,61,-4,36,25.86,0,1,0,0,1,0
97,-3,96,-1,68,7,28,27.98,0,0,1,0,1,0
95,-2,95,-1,70,2,25,28.34,0,0,1,0,0,1
92,-3,92,-3,73,3,19,28.34,0,0,1,0,0,1
90,-2,83,-9,74,1,9,25.51,0,0,1,0,0,1
89,-1,81,-2,68,-6,13,22.68,0,0,1,0,0,1
88,-1,79,-2,60,-8,19,19.14,0,0,1,0,0,1
87,-1,77,-2,50,-10,27,14.90,0,0,1,0,0,1
85,-2,75,-2,43,-7,32,11.72,0,0,1,0,0,1
82,-3,73,-2,36,-7,37,8.54,0,0,1,0,0,1
79,-3,71,-2,26,-10,45,4.29,0,0,1,0,0,1
76,-3,69,-2,50,24,19,12.07,0,0,1,0,0,1
74,-2,68,-1,17,-33,51,0.05,0,1,0,0,0,1
67,-7,66,-2,17,0,49,-0.66,0,1,0,0,1,0
65,-2,65,-1,16,-1,49,-1.36,0,1,0,0,1,0
62,-3,36,-29,51,35,-15,0.76,0,1,0,0,1,0
59,-3,61,25,21,-30,40,-1.01,0,1,0,0,1,0
58,-1,59,-2,35,14,24,3.23,0,1,0,0,1,0
56,-2,34,-25,29,-6,5,-7.73,0,1,0,0,1,0
54,-2,33,-1,40,11,-7,-4.19,0,1,0,0,1,0
51,-3,33,0,73,33,-40,7.48,0,1,0,0,1,0
50,-1,32,-1,46,-27,-14,-2.42,0,1,0,0,1,0
48,-2,31,-1,46,0,-15,-2.78,0,1,0,0,1,0
47,-1,31,0,31,-15,0,-8.08,0,1,0,0,1,0
45,-2,31,0,76,45,-45,7.83,0,1,0,0,1,0
44,-1,30,-1,78,2,-48,8.18,1,0,0,0,1,0
40,-4,30,0,78,0,-48,8.18,1,0,0,1,0,0
38,-2,32,2,31,-47,1,-7.73,1,0,0,1,0,0
42,4,34,2,29,-2,5,-7.73,1,0,0,1,0,0
41,-1,34,0,28,-1,6,-8.08,1,0,0,1,0,0
40,-1,33,-1,28,0,5,-8.43,1,0,0,1,0,0
37,-3,32,-1,29,1,3,-8.43,1,0,0,1,0,0
36,-1,34,2,29,0,5,-7.73,1,0,0,1,0,0
35,-1,35,1,29,0,6,-7.37,1,0,0,1,0,0
33,-2,36,1,32,3,4,-5.96,1,0,0,1,0,0
33,0,32,-4,35,3,-3,-6.31,1,0,0,1,0,0
31,-2,29,-3,36,1,-7,-7.02,1,0,0,1,0,0
32,1,29,0,39,3,-10,-5.96,1,0,0,1,0,0
67,35,29,0,34,-5,-5,-7.73,0,1,0,1,0,0
68,1,29,0,33,-1,-4,-8.08,0,1,0,0,1,0
66,-2,28,-1,34,1,-6,-8.08,0,1,0,0,1,0
64,-2,25,-3,36,2,-11,-8.43,0,1,0,0,1,0
61,-3,24,-1,37,1,-13,-8.43,0,1,0,0,1,0
59,-2,25,1,38,1,-13,-7.73,1,0,0,0,1,0
56,-3,23,-2,42,4,-19,-7.02,1,0,0,1,0,0
55,-1,25,2,42,0,-17,-6.31,1,0,0,1,0,0
54,-1,25,0,29,-13,-4,-10.91,0,1,0,1,0,0
56,2,30,5,30,1,0,-8.79,0,1,0,0,1,0
54,-2,57,27,30,0,27,0.76,0,1,0,0,1,0
52,-2,52,-5,29,-1,23,-1.36,0,1,0,0,1,0
50,-2,50,-2,28,-1,22,-2.42,0,1,0,0,1,0
47,-3,51,1,29,1,22,-1.72,0,1,0,0,1,0
45,-2,48,-3,25,-4,23,-4.19,1,0,0,0,1,0
44,-1,45,-3,25,0,20,-5.25,1,0,0,1,0,0
42,-2,41,-4,24,-1,17,-7.02,1,0,0,1,0,0
42,0,42,1,24,0,18,-6.67,1,0,0,1,0,0
40,-2,38,-4,25,1,13,-7.73,1,0,0,1,0,0
42,2,37,-1,25,0,12,-8.08,1,0,0,1,0,0
50,8,36,-1,26,1,10,-8.08,0,1,0,1,0,0
50,0,36,0,30,4,6,-6.67,0,1,0,0,1,0
49,-1,35,-1,30,0,5,-7.02,0,1,0,0,1,0
47,-2,34,-1,32,2,2,-6.67,0,1,0,0,1,0
45,-2,32,-2,34,2,-2,-6.67,0,1,0,0,1,0
43,-2,31,-1,36,2,-5,-6.31,0,1,0,0,1,0
42,-1,30,-1,37,1,-7,-6.31,1,0,0,0,1,0
40,-2,29,-1,39,2,-10,-5.96,1,0,0,1,0,0
74,34,29,0,41,2,-12,-5.25,1,0,0,1,0,0
72,-2,29,0,44,3,-15,-4.19,1,0,0,1,0,0
69,-3,30,1,43,-1,-13,-4.19,0,1,0,1,0,0
66,-3,30,0,44,1,-14,-3.84,0,1,0,0,1,0
65,-1,32,2,46,2,-14,-2.42,0,1,0,0,1,0
62,-3,29,-3,50,4,-21,-2.07,0,1,0,0,1,0
60,-2,30,1,50,0,-20,-1.72,0,1,0,0,1,0
58,-2,30,0,52,2,-22,-1.01,1,0,0,0,1,0
55,-3,31,1,54,2,-23,0.05,1,0,0,1,0,0
53,-2,61,30,31,-23,30,2.53,1,0,0,1,0,0
52,-1,55,-6,29,-2,26,-0.30,0,1,0,1,0,0
50,-2,52,-3,29,0,23,-1.36,0,1,0,0,1,0
50,0,50,-2,30,1,20,-1.72,0,1,0,0,1,0
47,-3,48,-2,30,0,18,-2.42,0,1,0,0,1,0
45,-2,45,-3,32,2,13,-2.78,0,1,0,0,1,0
43,-2,43,-2,33,1,10,-3.13,0,1,0,0,1,0
41,-2,42,-1,32,-1,10,-3.84,1,0,0,0,1,0
40,-1,40,-2,27,-5,13,-6.31,1,0,0,1,0,0
38,-2,37,-3,26,-1,11,-7.73,1,0,0,1,0,0
37,-1,36,-1,27,1,9,-7.73,1,0,0,1,0,0
38,1,35,-1,29,2,6,-7.37,1,0,0,1,0,0
39,1,33,-2,30,1,3,-7.73,1,0,0,1,0,0
117,78,33,0,30,0,3,-7.73,1,0,0,1,0,0
129,12,33,0,31,1,2,-7.37,1,0,0,1,0,0
126,-3,32,-1,34,3,-2,-6.67,1,0,0,1,0,0
126,0,33,1,36,2,-3,-5.61,0,1,0,1,0,0
104,-22,34,1,38,2,-4,-4.54,0,1,0,0,1,0
101,-3,34,0,41,3,-7,-3.48,0,1,0,0,1,0
99,-2,34,0,43,2,-9,-2.78,0,1,0,0,1,0
96,-3,34,0,45,2,-11,-2.07,0,1,0,0,1,0
94,-2,34,0,48,3,-14,-1.01,0,1,0,0,1,0
92,-2,34,0,50,2,-16,-0.30,0,1,0,0,1,0
89,-3,33,-1,52,2,-19,0.05,1,0,0,0,1,0
88,-1,33,0,55,3,-22,1.11,0,1,0,1,0,0
85,-3,38,5,38,-17,0,-3.13,0,1,0,0,1,0
83,-2,108,70,36,-2,72,20.91,0,1,0,0,1,0
81,-2,36,-72,35,-1,1,-4.90,0,1,0,0,1,0
79,-2,37,1,34,-1,3,-4.90,0,1,0,0,1,0
76,-3,37,0,34,0,3,-4.90,0,1,0,0,1,0
74,-2,38,1,34,0,4,-4.54,0,1,0,0,1,0
72,-2,36,-2,34,0,2,-5.25,0,1,0,0,1,0
70,-2,37,1,34,0,3,-4.90,0,1,0,0,1,0
68,-2,94,57,34,0,60,15.25,0,1,0,0,1,0
66,-2,37,-57,34,0,3,-4.90,0,1,0,0,1,0
64,-2,39,2,34,0,5,-4.19,0,1,0,0,1,0
62,-2,41,2,34,0,7,-3.48,0,1,0,0,1,0
59,-3,77,36,34,0,43,9.24,0,1,0,0,1,0
58,-1,75,-2,34,0,41,8.54,0,1,0,0,1,0
56,-2,39,-36,34,0,5,-4.19,0,1,0,0,1,0
54,-2,41,2,34,0,7,-3.48,0,1,0,0,1,0
52,-2,40,-1,36,2,4,-3.13,0,1,0,0,1,0
50,-2,42,2,35,-1,7,-2.78,0,1,0,0,1,0
50,0,42,0,36,1,6,-2.42,0,1,0,0,1,0
47,-3,41,-1,36,0,5,-2.78,0,1,0,0,1,0
46,-1,44,3,36,0,8,-1.72,0,1,0,0,1,0
43,-3,43,-1,36,0,7,-2.07,0,0,1,0,1,0
42,-1,43,0,36,0,7,-2.07,0,1,0,0,0,1
40,-2,42,-1,37,1,5,-2.07,0,1,0,0,1,0
37,-3,40,-2,37,0,3,-2.78,0,1,0,0,1,0
36,-1,41,1,37,0,4,-2.42,0,1,0,0,1,0
35,-1,40,-1,38,1,2,-2.42,0,1,0,0,1,0
32,-3,40,0,39,1,1,-2.07,0,1,0,0,1,0
30,-2,40,0,38,-1,2,-2.42,0,1,0,0,1,0
29,-1,39,-1,39,1,0,-2.42,0,1,0,0,1,0
29,0,38,-1,39,0,-1,-2.78,0,1,0,0,1,0
25,-4,38,0,38,-1,0,-3.13,0,1,0,0,1,0
27,2,38,0,39,1,-1,-2.78,0,1,0,0,1,0
37,10,38,0,40,1,-2,-2.42,0,1,0,0,1,0
20,-17,37,-1,39,-1,-2,-3.13,0,1,0,0,1,0

