front,front_delta,front_right,front_right_delta,rear_right,rear_right_delta,right_angle,wall_error,mode1,mode2,mode3,prev_mode1,prev_mode2,prev_mode3
57,0,14,0,0,0,14,-25.05,1,0,0,1,0,0
51,-6,50,36,16,16,34,-6.67,0,1,0,1,0,0
51,0,49,-1,16,0,33,-7.02,0,1,0,0,1,0
51,0,47,-2,16,0,31,-7.73,0,1,0,0,1,0
56,5,46,-1,17,1,29,-7.73,0,0,1,0,1,0
92,36,45,-1,18,1,27,-7.73,0,0,1,0,0,1
90,-2,43,-2,20,2,23,-7.73,0,1,0,0,0,1
88,-2,41,-2,20,0,21,-8.43,0,1,0,0,1,0
86,-2,39,-2,22,2,17,-8.43,0,1,0,0,1,0
84,-2,37,-2,22,0,15,-9.14,0,1,0,0,1,0
81,-3,36,-1,22,0,14,-9.49,0,1,0,0,1,0
79,-2,24,-12,22,0,2,-13.74,0,1,0,0,1,0
77,-2,25,1,23,1,2,-13.03,0,1,0,0,1,0
74,-3,29,4,25,2,4,-10.91,0,1,0,0,1,0
72,-2,24,-5,22,-3,2,-13.74,0,1,0,0,1,0
70,-2,23,-1,37,15,-14,-8.79,0,1,0,0,1,0
68,-2,24,1,40,3,-16,-7.37,0,1,0,0,1,0
66,-2,28,4,42,2,-14,-5.25,0,1,0,0,1,0
63,-3,23,-5,44,2,-21,-6.31,0,1,0,0,1,0
61,-2,28,5,45,1,-17,-4.19,0,1,0,0,1,0
59,-2,19,-9,46,1,-27,-7.02,0,1,0,0,1,0
57,-2,17,-2,50,4,-33,-6.31,0,1,0,0,1,0
55,-2,21,4,50,0,-29,-4.90,0,1,0,0,1,0
53,-2,23,2,52,2,-29,-3.48,0,1,0,0,1,0
50,-3,15,-8,54,2,-39,-5.61,0,1,0,0,1,0
49,-1,13,-2,56,2,-43,-5.61,0,1,0,0,1,0
46,-3,14,1,58,2,-44,-4.54,0,1,0,0,1,0
44,-2,12,-2,59,1,-47,-4.90,1,0,0,0,1,0
43,-1,12,0,61,2,-49,-4.19,1,0,0,1,0,0
40,-3,14,2,63,2,-49,-2.78,1,0,0,1,0,0
39,-1,43,29,66,3,-23,8.54,1,0,0,1,0,0
36,-3,41,-2,68,2,-27,8.54,1,0,0,1,0,0
36,0,40,-1,12,-56,28,-11.62,1,0,0,1,0,0
35,-1,38,-2,10,-2,28,-13.03,1,0,0,1,0,0
33,-2,37,-1,11,1,26,-13.03,1,0,0,1,0,0
33,0,33,-4,11,0,22,-14.44,1,0,0,1,0,0
32,-1,30,-3,12,1,18,-15.15,1,0,0,1,0,0
37,5,29,-1,12,0,17,-15.50,1,0,0,1,0,0
90,53,27,-2,13,1,14,-15.86,1,0,0,1,0,0
89,-1,27,0,15,2,12,-15.15,1,0,0,1,0,0
89,0,26,-1,16,1,10,-15.15,1,0,0,1,0,0
138,49,25,-1,17,1,8,-15.15,1,0,0,1,0,0
136,-2,26,1,20,3,6,-13.74,1,0,0,1,0,0
123,-13,26,0,22,2,4,-13.03,1,0,0,1,0,0
120,-3,25,-1,23,1,2,-13.03,1,0,0,1,0,0
116,-4,26,1,26,3,0,-11.62,1,0,0,1,0,0
114,-2,27,1,38,12,-11,-7.02,0,1,0,1,0,0
112,-2,29,2,39,1,-10,-5.96,0,1,0,0,1,0
110,-2,29,0,42,3,-13,-4.90,0,1,0,0,1,0
107,-3,30,1,43,1,-13,-4.19,0,1,0,0,1,0
105,-2,29,-1,45,2,-16,-3.84,0,1,0,0,1,0
102,-3,28,-1,47,2,-19,-3.48,0,1,0,0,1,0
101,-1,29,1,48,1,-19,-2.78,0,1,0,0,1,0
98,-3,29,0,50,2,-21,-2.07,0,1,0,0,1,0
96,-2,29,0,30,-20,-1,-9.14,0,1,0,0,1,0
94,-2,29,0,54,24,-25,-0.66,0,1,0,0,1,0
92,-2,29,0,55,1,-26,-0.30,0,1,0,0,1,0
89,-3,29,0,56,1,-27,0.05,0,1,0,0,1,0
88,-1,29,0,56,0,-27,0.05,0,1,0,0,1,0
85,-3,29,0,58,2,-29,0.76,0,1,0,0,1,0
83,-2,29,0,61,3,-32,1.82,0,1,0,0,1,0
81,-2,28,-1,61,0,-33,1.47,0,1,0,0,1,0
79,-2,30,2,68,7,-38,4.65,0,1,0,0,1,0
77,-2,28,-2,67,-1,-39,3.59,0,1,0,0,1,0
74,-3,29,1,69,2,-40,4.65,0,1,0,0,1,0
72,-2,28,-1,72,3,-44,5.35,0,1,0,0,1,0
70,-2,29,1,76,4,-47,7.12,0,1,0,0,1,0
68,-2,28,-1,79,3,-51,7.83,0,1,0,0,1,0
66,-2,28,0,81,2,-53,8.54,0,1,0,0,1,0
63,-3,27,-1,82,1,-55,8.54,0,1,0,0,1,0
62,-1,28,1,85,3,-57,9.95,0,1,0,0,1,0
60,-2,29,1,88,3,-59,11.37,0,1,0,0,1,0
57,-3,28,-1,89,1,-61,11.37,0,1,0,0,1,0

