front,front_delta,front_right,front_right_delta,rear_right,rear_right_delta,right_angle,wall_error,mode1,mode2,mode3,prev_mode1,prev_mode2,prev_mode3
47,0,42,0,56,-1,-14,4.65,0,1,0,0,1,0
45,-2,41,-1,59,3,-18,5.35,0,1,0,0,1,0
43,-2,40,-1,74,15,-34,10.30,0,1,0,0,1,0
44,1,39,-1,51,-23,-12,1.82,0,1,0,0,1,0
78,34,37,-2,54,3,-17,2.17,0,1,0,0,1,0
41,-37,36,-1,56,2,-20,2.53,0,1,0,0,1,0
37,-4,34,-2,57,1,-23,2.17,1,0,0,0,1,0
32,-5,32,-2,66,9,-34,4.65,1,0,0,1,0,0
30,-2,29,-3,50,-16,-21,-2.07,1,0,0,1,0,0
30,0,28,-1,51,1,-23,-2.07,1,0,0,1,0,0
50,20,27,-1,51,0,-24,-2.42,1,0,0,1,0,0
50,0,29,2,57,6,-28,0.41,1,0,0,1,0,0
47,-3,24,-5,73,16,-49,4.29,1,0,0,1,0,0
46,-1,26,2,242,169,-216,64.75,1,0,0,1,0,0
43,-3,24,-2,70,-172,-46,3.23,1,0,0,1,0,0
42,-1,24,0,65,-5,-41,1.47,1,0,0,1,0,0
42,0,24,0,67,2,-43,2.17,1,0,0,1,0,0
141,99,25,1,400,333,-375,120.26,1,0,0,1,0,0
138,-3,51,26,400,0,-349,129.45,0,1,0,1,0,0
67,-71,36,-15,29,-371,7,-7.02,0,1,0,0,1,0
67,0,36,0,30,1,6,-6.67,0,1,0,0,1,0
67,0,37,1,29,-1,8,-6.67,0,1,0,0,1,0
63,-4,33,-4,27,-2,6,-8.79,0,1,0,0,1,0
57,-6,32,-1,29,2,3,-8.43,0,1,0,0,1,0
59,2,32,0,28,-1,4,-8.79,0,1,0,0,1,0
56,-3,32,0,29,1,3,-8.43,0,1,0,0,1,0
120,64,40,8,30,1,10,-5.25,0,1,0,0,1,0
117,-3,168,128,29,-1,139,39.65,0,1,0,0,1,0
115,-2,165,-3,30,1,135,38.94,0,1,0,0,1,0
63,-52,164,-1,30,0,134,38.59,0,1,0,0,1,0
61,-2,191,27,30,0,161,48.13,0,1,0,0,1,0
107,46,166,-25,30,0,136,39.30,0,1,0,0,1,0
56,-51,164,-2,31,1,133,38.94,0,1,0,0,1,0
56,0,186,22,36,5,150,48.49,0,1,0,0,1,0
70,14,161,-25,36,0,125,39.65,0,1,0,0,1,0
68,-2,156,-5,36,0,120,37.88,0,1,0,0,1,0
65,-3,154,-2,34,-2,120,36.47,0,0,1,0,1,0
63,-2,153,-1,38,4,115,37.53,0,0,1,0,0,1
60,-3,151,-2,36,-2,115,36.11,0,0,1,0,0,1
77,17,149,-2,59,23,90,43.54,0,0,1,0,0,1
56,-21,116,-33,61,2,55,32.58,0,1,0,0,0,1
84,28,114,-2,63,2,51,32.58,0,1,0,0,1,0
82,-2,113,-1,64,1,49,32.58,0,1,0,0,1,0
80,-2,112,-1,66,2,46,32.93,0,1,0,0,1,0
79,-1,110,-2,66,0,44,32.22,0,0,1,0,1,0
77,-2,108,-2,68,2,40,32.22,0,0,1,0,0,1
75,-2,107,-1,69,1,38,32.22,0,1,0,0,0,1
74,-1,105,-2,72,3,33,32.58,0,1,0,0,1,0
74,0,103,-2,39,-33,64,20.20,0,1,0,0,1,0
73,-1,101,-2,322,283,-221,119.55,0,1,0,0,1,0
72,-1,100,-1,75,-247,25,31.87,0,1,0,0,1,0
