front,front_delta,front_right,front_right_delta,rear_right,rear_right_delta,right_angle,wall_error,mode1,mode2,mode3,prev_mode1,prev_mode2,prev_mode3
36,-1,37,0,59,39,-22,3.94,0,1,0,0,1,0
62,26,37,0,16,-43,21,-11.26,0,1,0,0,1,0
43,-19,36,-1,16,0,20,-11.62,0,1,0,0,1,0
17,-26,37,1,57,41,-20,3.23,1,0,0,0,1,0
37,20,36,-1,81,24,-45,11.37,1,0,0,1,0,0
37,0,36,0,61,-20,-25,4.29,1,0,0,1,0,0
55,18,37,1,73,12,-36,8.89,1,0,0,1,0,0
53,-2,37,0,75,2,-38,9.60,0,1,0,1,0,0
52,-1,38,1,60,-15,-22,4.65,0,1,0,0,1,0
20,-32,38,0,39,-21,-1,-2.78,1,0,0,0,1,0
49,29,38,0,38,-1,0,-3.13,1,0,0,1,0,0
48,-1,39,1,37,-1,2,-3.13,1,0,0,1,0,0
46,-2,46,7,36,-1,10,-1.01,1,0,0,1,0,0
45,-1,47,1,36,0,11,-0.66,1,0,0,1,0,0
43,-2,47,0,35,-1,12,-1.01,0,1,0,1,0,0
42,-1,44,-3,36,1,8,-1.72,0,1,0,0,1,0
41,-1,45,1,36,0,9,-1.36,0,1,0,0,1,0
39,-2,41,-4,38,2,3,-2.07,1,0,0,0,1,0
39,0,41,0,38,0,3,-2.07,0,1,0,1,0,0
36,-3,38,-3,38,0,0,-3.13,0,1,0,0,1,0
35,-1,39,1,40,2,-1,-2.07,0,1,0,0,1,0
34,-1,36,-3,39,-1,-3,-3.48,1,0,0,0,1,0
32,-2,32,-4,40,1,-8,-4.54,1,0,0,1,0,0
30,-2,30,-2,40,0,-10,-5.25,1,0,0,1,0,0
29,-1,30,0,41,1,-11,-4.90,1,0,0,1,0,0
30,1,28,-2,16,-25,12,-14.44,1,0,0,1,0,0
29,-1,28,0,17,1,11,-14.09,1,0,0,1,0,0
61,32,26,-2,16,-1,10,-15.15,1,0,0,1,0,0
58,-3,26,0,45,29,-19,-4.90,1,0,0,1,0,0
55,-3,25,-1,40,-5,-15,-7.02,1,0,0,1,0,0
53,-2,24,-1,38,-2,-14,-8.08,1,0,0,1,0,0
51,-2,23,-1,37,-1,-14,-8.79,1,0,0,1,0,0
49,-2,24,1,37,0,-13,-8.43,1,0,0,1,0,0
47,-2,25,1,39,2,-14,-7.37,1,0,0,1,0,0
45,-2,26,1,38,-1,-12,-7.37,0,1,0,1,0,0
43,-2,27,1,29,-9,-2,-10.20,0,1,0,0,1,0
42,-1,29,2,30,1,-1,-9.14,0,1,0,0,1,0
39,-3,29,0,30,0,-1,-9.14,0,1,0,0,1,0
37,-2,28,-1,29,-1,-1,-9.85,1,0,0,0,1,0
36,-1,30,2,27,-2,3,-9.85,1,0,0,1,0,0
33,-3,45,15,26,-1,19,-4.90,1,0,0,1,0,0
32,-1,43,-2,25,-1,18,-5.96,1,0,0,1,0,0
30,-2,44,1,24,-1,20,-5.96,1,0,0,1,0,0
29,-1,30,-14,25,1,5,-10.55,1,0,0,1,0,0
