front,front_delta,front_right,front_right_delta,rear_right,rear_right_delta,right_angle,wall_error,mode1,mode2,mode3,prev_mode1,prev_mode2,prev_mode3
128,0,36,0,53,-4,-17,1.47,0,1,0,0,1,0
127,-1,37,1,57,4,-20,3.23,0,1,0,0,1,0
125,-2,113,76,62,5,51,31.87,0,1,0,0,1,0
123,-2,91,-22,68,6,23,26.21,0,1,0,0,1,0
121,-2,91,0,62,-6,29,24.09,0,1,0,0,1,0
118,-3,111,20,57,-5,54,29.40,0,0,1,0,1,0
116,-2,110,-1,63,6,47,31.16,0,0,1,0,0,1
114,-2,108,-2,60,-3,48,29.40,0,0,1,0,0,1
112,-2,90,-18,59,-1,31,22.68,0,0,1,0,0,1
110,-2,87,-3,60,1,27,21.97,0,0,1,0,0,1
108,-2,85,-2,61,1,24,21.62,0,0,1,0,0,1
106,-2,84,-1,64,3,20,22.33,0,0,1,0,0,1
105,-1,82,-2,70,6,12,23.74,0,0,1,0,0,1
135,30,80,-2,61,-9,19,19.85,0,0,1,0,0,1
99,-36,78,-2,50,-11,28,15.25,0,1,0,0,0,1
94,-5,76,-2,50,0,26,14.55,0,0,1,0,1,0
92,-2,75,-1,48,-2,27,13.49,0,0,1,0,0,1
89,-3,74,-1,50,2,24,13.84,0,0,1,0,0,1
87,-2,72,-2,50,0,22,13.13,0,1,0,0,0,1
85,-2,70,-2,46,-4,24,11.01,0,1,0,0,1,0
82,-3,68,-2,50,4,18,11.72,0,1,0,0,1,0
69,-13,65,-3,54,4,11,12.07,0,1,0,0,1,0
78,9,63,-2,55,1,8,11.72,0,1,0,0,1,0
70,-8,61,-2,57,2,4,11.72,0,1,0,0,1,0
63,-7,60,-1,58,1,2,11.72,0,1,0,0,1,0
70,7,57,-3,60,2,-3,11.37,0,1,0,0,1,0
69,-1,56,-1,61,1,-5,11.37,0,0,1,0,1,0
67,-2,54,-2,63,2,-9,11.37,0,0,1,0,0,1
63,-4,53,-1,65,2,-12,11.72,0,0,1,0,0,1
56,-7,50,-3,66,1,-16,11.01,0,0,1,0,0,1
56,0,50,0,67,1,-17,11.37,0,0,1,0,0,1
51,-5,50,0,68,1,-18,11.72,0,0,1,0,0,1
50,-1,29,-21,70,2,-41,5.00,0,1,0,0,0,1
48,-2,27,-2,71,1,-44,4.65,0,1,0,0,1,0
47,-1,30,3,72,1,-42,6.06,0,1,0,0,1,0
41,-6,26,-4,73,1,-47,5.00,0,1,0,0,1,0
39,-2,26,0,74,1,-48,5.35,0,1,0,0,1,0
36,-3,30,4,28,-46,2,-9.49,0,1,0,0,1,0
