front,front_delta,front_right,front_right_delta,rear_right,rear_right_delta,mode1,mode2,mode3,mode4,mode5,prev_mode1,prev_mode2,prev_mode3,prev_mode4,prev_mode5
53,-2,32,-1,36,0,0,0,1,0,0,0,0,1,0,0,
51,-2,43,11,38,2,0,0,1,0,0,0,0,1,0,0,
48,-3,31,-12,37,-1,0,0,1,0,0,0,0,1,0,0,
47,-1,37,6,39,2,0,1,0,0,0,0,0,1,0,0,
44,-3,30,-7,40,1,0,1,0,0,0,0,1,0,0,0,
41,-3,32,2,41,1,0,1,0,0,0,0,1,0,0,0,
39,-2,36,4,44,3,0,1,0,0,0,0,1,0,0,0,
37,-2,50,14,31,-13,0,1,0,0,0,0,1,0,0,0,
35,-2,39,-11,30,-1,0,1,0,0,0,0,1,0,0,0,
34,-1,36,-3,29,-1,0,1,0,0,0,0,1,0,0,0,
32,-2,33,-3,29,0,0,1,0,0,0,0,1,0,0,0,
32,0,30,-3,30,1,0,1,0,0,0,0,1,0,0,0,
30,-2,28,-2,30,0,0,1,0,0,0,0,1,0,0,0,
30,0,27,-1,31,1,0,1,0,0,0,0,1,0,0,0,
30,0,26,-1,33,2,0,1,0,0,0,0,1,0,0,0,
37,7,25,-1,34,1,0,1,0,0,0,0,1,0,0,0,
54,17,23,-2,36,2,0,1,0,0,0,0,1,0,0,0,
52,-2,25,2,39,3,0,1,0,0,0,0,1,0,0,0,
50,-2,24,-1,41,2,0,1,0,0,0,0,1,0,0,0,
49,-1,23,-1,43,2,0,1,0,0,0,0,1,0,0,0,
73,24,24,1,46,3,0,0,1,0,0,0,1,0,0,0,
71,-2,24,0,29,-17,0,0,1,0,0,0,0,1,0,0,
71,0,25,1,56,27,0,0,1,0,0,0,0,1,0,0,
400,329,26,1,56,0,0,0,0,1,0,0,0,1,0,0,
64,-336,25,-1,30,-26,0,0,1,0,0,0,0,0,1,0,
61,-3,25,0,57,27,0,0,1,0,0,0,0,1,0,0,
58,-3,25,0,60,3,0,0,1,0,0,0,0,1,0,0,
56,-2,24,-1,63,3,0,1,0,0,0,0,0,1,0,0,
54,-2,21,-3,64,1,0,1,0,0,0,0,1,0,0,0,
53,-1,21,0,68,4,0,0,1,0,0,0,1,0,0,0,
77,24,22,1,72,4,0,0,1,0,0,0,0,1,0,0,
75,-2,26,4,75,3,0,0,1,0,0,0,0,1,0,0,
73,-2,23,-3,25,-50,0,0,1,0,0,0,0,1,0,0,
72,-1,23,0,25,0,0,0,1,0,0,0,0,1,0,0,
