front,front_delta,front_right,front_right_delta,rear_right,rear_right_delta,mode1,mode2,mode3,mode4,mode5,prev_mode1,prev_mode2,prev_mode3,prev_mode4,prev_mode5
50,0,8,0,41,11,0,1,0,0,0,0,1,0,0,0,
74,24,10,2,35,-6,0,1,0,0,0,0,1,0,0,0,
73,-1,17,7,17,-18,0,1,0,0,0,0,1,0,0,0,
72,-1,400,383,9,-8,0,1,0,0,0,0,1,0,0,0,
400,328,71,-329,8,-1,0,0,1,0,0,0,1,0,0,0,
400,0,72,1,9,1,0,0,0,1,0,0,0,1,0,0,
400,0,72,0,12,3,0,0,0,1,0,0,0,0,1,0,
400,0,70,-2,14,2,0,0,0,1,0,0,0,0,1,0,
400,0,68,-2,16,2,0,0,0,1,0,0,0,0,1,0,
400,0,65,-3,18,2,0,0,1,0,0,0,0,0,1,0,
400,0,400,335,20,2,0,0,1,0,0,0,0,1,0,0,
400,0,58,-342,22,2,0,0,1,0,0,0,0,1,0,0,
400,0,36,-22,24,2,0,0,0,1,0,0,0,1,0,0,
400,0,400,364,24,0,0,0,1,0,0,0,0,0,1,0,
400,0,29,-371,28,4,0,0,1,0,0,0,0,1,0,0,
400,0,28,-1,27,-1,0,0,1,0,0,0,0,1,0,0,
400,0,27,-1,26,-1,0,0,1,0,0,0,0,1,0,0,
62,-338,28,1,27,1,0,0,1,0,0,0,0,1,0,0,
60,-2,27,-1,28,1,0,0,1,0,0,0,0,1,0,0,
400,340,27,0,27,-1,0,0,1,0,0,0,0,1,0,0,
400,0,29,2,29,2,0,1,0,0,0,0,0,1,0,0,
400,0,29,0,28,-1,0,1,0,0,0,0,1,0,0,0,
400,0,30,1,25,-3,0,0,1,0,0,0,1,0,0,0,
400,0,56,26,25,0,0,0,0,1,0,0,0,1,0,0,
400,0,51,-5,26,1,0,0,0,1,0,0,0,0,1,0,
400,0,36,-15,136,110,0,0,1,0,0,0,0,0,1,0,
65,-335,29,-7,30,-106,0,0,1,0,0,0,0,1,0,0,
63,-2,28,-1,68,38,0,0,1,0,0,0,0,1,0,0,
400,337,29,1,72,4,0,0,1,0,0,0,0,1,0,0,
57,-343,27,-2,66,-6,0,1,0,0,0,0,0,1,0,0,
56,-1,28,1,37,-29,0,0,1,0,0,0,1,0,0,0,
400,344,30,2,29,-8,0,0,1,0,0,0,0,1,0,0,
341,-59,27,-3,29,0,0,0,1,0,0,0,0,1,0,0,
338,-3,27,0,29,0,0,0,1,0,0,0,0,1,0,0,
336,-2,28,1,30,1,0,0,1,0,0,0,0,1,0,0,
333,-3,28,0,59,29,0,0,1,0,0,0,0,1,0,0,
330,-3,28,0,58,-1,0,0,1,0,0,0,0,1,0,0,
327,-3,28,0,29,-29,0,0,1,0,0,0,0,1,0,0,
325,-2,28,0,50,21,0,0,1,0,0,0,0,1,0,0,
86,-239,27,-1,29,-21,0,0,1,0,0,0,0,1,0,0,
318,232,27,0,53,24,0,0,1,0,0,0,0,1,0,0,
118,-200,27,0,29,-24,0,0,1,0,0,0,0,1,0,0,
82,-36,29,2,29,0,0,0,1,0,0,0,0,1,0,0,
112,30,27,-2,30,1,0,0,1,0,0,0,0,1,0,0,
111,-1,27,0,30,0,0,0,1,0,0,0,0,1,0,0,
104,-7,26,-1,142,112,0,0,1,0,0,0,0,1,0,0,
108,4,26,0,30,-112,0,0,1,0,0,0,0,1,0,0,
70,-38,28,2,400,370,0,0,1,0,0,0,0,1,0,0,
103,33,28,0,56,-344,0,0,1,0,0,0,0,1,0,0,
62,-41,27,-1,29,-27,0,0,1,0,0,0,0,1,0,0,
96,34,26,-1,56,27,0,0,1,0,0,0,0,1,0,0,
58,-38,25,-1,29,-27,0,0,1,0,0,0,0,1,0,0,
56,-2,27,2,30,1,0,0,1,0,0,0,0,1,0,0,
