front,front_delta,front_right,front_right_delta,rear_right,rear_right_delta,right_angle,wall_error,mode1,mode2,mode3,prev_mode1,prev_mode2,prev_mode3
82,-1,36,-1,42,-18,-6,-2.42,0,1,0,0,1,0
82,0,63,27,36,-6,27,5.00,0,1,0,0,1,0
80,-2,62,-1,61,25,1,13.49,0,1,0,0,1,0
69,-11,36,-26,36,-25,0,-4.54,0,1,0,0,1,0
36,-33,31,-5,45,9,-14,-3.13,0,1,0,0,1,0
57,21,50,19,37,-8,13,0.76,0,1,0,0,1,0
56,-1,29,-21,56,19,-27,0.05,0,1,0,0,1,0
52,-4,36,7,50,-6,-14,0.41,0,1,0,0,1,0
57,5,81,45,45,-5,36,14.55,0,1,0,0,1,0
61,4,39,-42,29,-16,10,-5.96,0,1,0,0,1,0
61,0,57,18,53,24,4,8.89,0,1,0,0,1,0
54,-7,36,-21,60,7,-24,3.94,0,1,0,0,1,0
54,0,56,20,41,-19,15,4.29,0,1,0,0,1,0
55,1,56,0,29,-12,27,0.05,0,1,0,0,1,0
49,-6,29,-27,50,21,-21,-2.07,0,1,0,0,1,0
49,0,56,27,36,-14,20,2.53,0,1,0,0,1,0
50,1,36,-20,66,30,-30,6.06,0,1,0,0,1,0
50,0,56,20,181,115,-125,53.79,0,1,0,0,1,0
47,-3,69,13,30,-151,39,5.00,1,0,0,0,1,0
43,-4,48,-21,64,34,-16,9.60,1,0,0,1,0,0
40,-3,51,3,50,-14,1,5.71,1,0,0,1,0,0
40,0,40,-11,56,6,-16,3.94,1,0,0,1,0,0
41,1,37,-3,36,-20,1,-4.19,1,0,0,1,0,0
47,6,36,-1,57,21,-21,2.88,1,0,0,1,0,0
45,-2,36,0,50,-7,-14,0.41,1,0,0,1,0,0
39,-6,35,-1,56,6,-21,2.17,1,0,0,1,0,0
49,10,35,0,64,8,-29,5.00,0,1,0,1,0,0
64,15,35,0,59,-5,-24,3.23,0,1,0,0,1,0
56,-8,36,1,63,4,-27,5.00,0,1,0,0,1,0
59,3,36,0,50,-13,-14,0.41,1,0,0,0,1,0
59,0,36,0,65,15,-29,5.71,0,1,0,1,0,0
50,-9,34,-2,59,-6,-25,2.88,0,1,0,0,1,0
41,-9,36,2,43,-16,-7,-2.07,0,1,0,0,1,0
40,-1,36,0,41,-2,-5,-2.78,0,1,0,0,1,0
53,13,38,2,50,9,-12,1.11,0,1,0,0,1,0
56,3,37,-1,38,-12,-1,-3.48,0,1,0,0,1,0
50,-6,46,9,36,-2,10,-1.01,0,1,0,0,1,0
47,-3,29,-17,36,0,-7,-7.02,0,1,0,0,1,0
70,23,46,17,16,-20,30,-8.08,0,1,0,0,1,0
45,-25,53,7,16,0,37,-5.61,0,1,0,0,1,0
37,-8,45,-8,34,18,11,-2.07,0,0,1,0,1,0
59,22,55,10,35,1,20,1.82,0,0,1,0,0,1
38,-21,23,-32,40,5,-17,-7.73,0,0,1,0,0,1
56,18,54,31,38,-2,16,2.53,0,1,0,0,0,1
32,-24,40,-14,38,0,2,-2.42,0,1,0,0,1,0
45,13,43,3,42,4,1,0.05,0,1,0,0,1,0
400,355,49,6,46,4,3,3.59,0,1,0,0,1,0
49,-351,39,-10,36,-10,3,-3.48,0,1,0,0,1,0
56,7,39,0,36,0,3,-3.48,0,1,0,0,1,0
56,0,45,6,40,4,5,0.05,0,1,0,0,1,0
59,3,48,3,42,2,6,1.82,0,1,0,0,1,0
59,0,41,-7,42,0,-1,-0.66,0,1,0,0,1,0
400,341,43,2,38,-4,5,-1.36,0,0,1,0,1,0
400,0,31,-12,29,-9,2,-8.79,0,0,1,0,0,1
75,-325,38,7,40,11,-2,-2.42,0,1,0,0,0,1
45,-30,40,2,50,10,-10,1.82,0,1,0,0,1,0
47,2,39,-1,46,-4,-7,0.05,0,0,1,0,1,0
43,-4,39,0,41,-5,-2,-1.72,0,1,0,0,0,1
42,-1,39,0,29,-12,10,-5.96,0,1,0,0,1,0
58,16,36,-3,38,9,-2,-3.84,0,1,0,0,1,0
57,-1,35,-1,43,5,-8,-2.42,0,1,0,0,1,0
50,-7,36,1,48,5,-12,-0.30,0,1,0,0,1,0
56,6,36,0,50,2,-14,0.41,0,1,0,0,1,0
30,-26,41,5,41,-9,0,-1.01,0,1,0,0,1,0
50,20,39,-2,38,-3,1,-2.78,0,1,0,0,1,0
57,7,40,1,41,3,-1,-1.36,0,1,0,0,1,0
57,0,38,-2,43,2,-5,-1.36,0,1,0,0,1,0
164,107,44,6,38,-5,6,-1.01,0,1,0,0,1,0
84,-80,37,-7,36,-2,1,-4.19,0,0,1,0,1,0
58,-26,39,2,36,0,3,-3.48,0,1,0,0,0,1
400,342,36,-3,36,0,0,-4.54,0,1,0,0,1,0
400,0,41,5,40,4,1,-1.36,0,1,0,0,1,0
400,0,36,-5,36,-4,0,-4.54,0,1,0,0,1,0
56,-344,40,4,39,3,1,-2.07,0,1,0,0,1,0
56,0,43,3,39,0,4,-1.01,0,0,1,0,1,0
88,32,41,-2,50,11,-9,2.17,0,0,1,0,0,1
56,-32,39,-2,37,-13,2,-3.13,0,1,0,0,0,1
77,21,37,-2,43,6,-6,-1.72,0,1,0,0,1,0
56,-21,41,4,41,-2,0,-1.01,0,1,0,0,1,0
72,16,39,-2,45,4,-6,-0.30,0,1,0,0,1,0
189,117,36,-3,36,-9,0,-4.54,0,1,0,0,1,0
60,-129,37,1,36,0,1,-4.19,0,1,0,0,1,0
185,125,36,-1,36,0,0,-4.54,0,1,0,0,1,0
182,-3,43,7,38,2,5,-1.36,0,1,0,0,1,0
73,-109,29,-14,36,-2,-7,-7.02,0,0,1,0,1,0
178,105,38,9,37,1,1,-3.48,0,0,1,0,0,1
58,-120,23,-15,36,-1,-13,-9.14,0,1,0,0,0,1
49,-9,19,-4,50,14,-31,-5.61,0,1,0,0,1,0
56,7,36,17,37,-13,-1,-4.19,0,1,0,0,1,0
127,71,31,-5,29,-8,2,-8.79,0,1,0,0,1,0
59,-68,32,1,39,10,-7,-4.90,0,1,0,0,1,0
123,64,34,2,36,-3,-2,-5.25,0,1,0,0,1,0
56,-67,36,2,36,0,0,-4.54,0,1,0,0,1,0
117,61,36,0,37,1,-1,-4.19,0,1,0,0,1,0
116,-1,35,-1,39,2,-4,-3.84,0,1,0,0,1,0
60,-56,41,6,30,-9,11,-4.90,0,1,0,0,1,0
112,52,37,-4,36,6,1,-4.19,0,1,0,0,1,0
110,-2,43,6,36,0,7,-2.07,0,0,1,0,1,0
52,-58,38,-5,37,1,1,-3.48,0,0,1,0,0,1
105,53,38,0,31,-6,7,-5.61,0,1,0,0,0,1
63,-42,37,-1,37,6,0,-3.84,0,1,0,0,1,0
