front,front_delta,front_right,front_right_delta,rear_right,rear_right_delta,right_angle,wall_error,mode1,mode2,mode3,prev_mode1,prev_mode2,prev_mode3
51,0,53,0,16,0,37,-5.61,0,1,0,0,1,0
50,-1,53,0,17,1,36,-5.25,0,1,0,0,1,0
48,-2,52,-1,16,-1,36,-5.96,0,1,0,0,1,0
47,-1,50,-2,17,1,33,-6.31,1,0,0,0,1,0
44,-3,47,-3,17,0,30,-7.37,1,0,0,1,0,0
42,-2,45,-2,17,0,28,-8.08,1,0,0,1,0,0
41,-1,42,-3,18,1,24,-8.79,1,0,0,1,0,0
41,0,40,-2,18,0,22,-9.49,1,0,0,1,0,0
39,-2,38,-2,18,0,20,-10.20,0,1,0,1,0,0
39,0,37,-1,19,1,18,-10.20,0,1,0,0,1,0
37,-2,36,-1,20,1,16,-10.20,1,0,0,0,1,0
36,-1,34,-2,17,-3,17,-11.97,1,0,0,1,0,0
36,0,32,-2,16,-1,16,-13.03,1,0,0,1,0,0
36,0,32,0,16,0,16,-13.03,1,0,0,1,0,0
60,24,31,-1,17,1,14,-13.03,1,0,0,1,0,0
50,-10,30,-1,18,1,12,-13.03,1,0,0,1,0,0
48,-2,30,0,20,2,10,-12.32,1,0,0,1,0,0
46,-2,29,-1,22,2,7,-11.97,1,0,0,1,0,0
42,-4,29,0,23,1,6,-11.62,1,0,0,1,0,0
41,-1,29,0,27,4,2,-10.20,1,0,0,1,0,0
39,-2,31,2,43,16,-12,-3.84,1,0,0,1,0,0
36,-3,32,1,43,0,-11,-3.48,1,0,0,1,0,0
35,-1,33,1,45,2,-12,-2.42,1,0,0,1,0,0
33,-2,49,16,32,-13,17,-1.36,1,0,0,1,0,0
31,-2,48,-1,30,-2,18,-2.42,1,0,0,1,0,0
30,-1,49,1,30,0,19,-2.07,1,0,0,1,0,0
29,-1,30,-19,30,0,0,-8.79,1,0,0,1,0,0
30,1,29,-1,30,0,-1,-9.14,1,0,0,1,0,0
120,90,26,-3,31,1,-5,-9.85,0,1,0,1,0,0
111,-9,26,0,32,1,-6,-9.49,0,1,0,0,1,0
107,-4,25,-1,33,1,-8,-9.49,0,1,0,0,1,0
106,-1,25,0,35,2,-10,-8.79,1,0,0,0,1,0
103,-3,121,96,36,1,85,25.51,1,0,0,1,0,0
105,2,123,2,38,2,85,26.92,1,0,0,1,0,0
100,-5,132,9,42,4,90,31.52,1,0,0,1,0,0
87,-13,131,-1,43,1,88,31.52,0,1,0,1,0,0
86,-1,131,0,45,2,86,32.22,0,1,0,0,1,0
84,-2,130,-1,47,2,83,32.58,0,1,0,0,1,0
82,-2,128,-2,50,3,78,32.93,0,1,0,0,1,0
96,14,128,0,52,2,76,33.64,0,1,0,0,1,0
77,-19,95,-33,55,3,40,23.03,0,1,0,0,1,0
76,-1,92,-3,57,2,35,22.68,0,1,0,0,1,0
73,-3,86,-6,59,2,27,21.26,0,0,1,0,1,0
71,-2,58,-28,60,1,-2,11.72,0,0,1,0,0,1
69,-2,56,-2,62,2,-6,11.72,0,0,1,0,0,1
56,-13,79,23,64,2,15,20.56,0,0,1,0,0,1
53,-3,78,-1,62,-2,16,19.50,0,0,1,0,0,1
50,-3,118,40,65,3,53,34.70,0,0,1,0,0,1
48,-2,116,-2,62,-3,54,32.93,0,0,1,0,0,1
46,-2,115,-1,64,2,51,33.29,0,0,1,0,0,1
45,-1,241,126,64,0,177,77.83,0,0,1,0,0,1
44,-1,240,-1,72,8,168,80.31,0,0,1,0,0,1
68,24,238,-2,73,1,165,79.95,0,0,1,0,0,1
71,3,237,-1,74,1,163,79.95,0,1,0,0,0,1
104,33,81,-156,75,1,6,25.15,0,1,0,0,1,0
102,-2,80,-1,76,1,4,25.15,0,1,0,0,1,0
100,-2,80,0,77,1,3,25.51,0,0,1,0,1,0
99,-1,80,0,77,0,3,25.51,0,0,1,0,0,1
102,3,80,0,79,2,1,26.21,0,0,1,0,0,1
222,120,77,-3,80,1,-3,25.51,0,0,1,0,0,1
220,-2,73,-4,88,8,-15,26.92,0,1,0,0,0,1
219,-1,71,-2,89,1,-18,26.57,0,1,0,0,1,0
217,-2,71,0,91,2,-20,27.28,0,1,0,0,1,0
216,-1,69,-2,93,2,-24,27.28,0,1,0,0,1,0
212,-4,64,-5,96,3,-32,26.57,0,0,1,0,1,0
211,-1,64,0,97,1,-33,26.92,0,0,1,0,0,1
208,-3,61,-3,99,2,-38,26.57,0,1,0,0,0,1
207,-1,59,-2,100,1,-41,26.21,0,1,0,0,1,0
205,-2,57,-2,102,2,-45,26.21,0,0,1,0,1,0
203,-2,56,-1,104,2,-48,26.57,0,0,1,0,0,1
92,-111,55,-1,53,-51,2,8.18,0,0,1,0,0,1
70,-22,53,-2,84,31,-31,18.44,0,1,0,0,0,1
50,-20,51,-2,50,-34,1,5.71,0,1,0,0,1,0
56,6,50,-1,56,6,-6,7.48,0,0,1,0,1,0
50,-6,50,0,110,54,-60,26.57,0,0,1,0,0,1
50,0,49,-1,112,2,-63,26.92,0,0,1,0,0,1
43,-7,49,0,113,1,-64,27.28,0,0,1,0,0,1
44,1,55,6,92,-21,-37,21.97,0,1,0,0,0,1
