front,front_delta,front_right,front_right_delta,rear_right,rear_right_delta,right_angle,wall_error,mode1,mode2,mode3,prev_mode1,prev_mode2,prev_mode3
42,0,129,0,41,3,88,30.10,0,1,0,0,1,0
41,-1,129,0,50,9,79,33.29,0,1,0,0,1,0
38,-3,128,-1,36,-14,92,27.98,0,1,0,0,1,0
37,-1,126,-2,47,11,79,31.16,0,1,0,0,1,0
34,-3,125,-1,43,-4,82,29.40,0,1,0,0,1,0
31,-3,123,-2,44,1,79,29.04,1,0,0,0,1,0
28,-3,82,-41,50,6,32,16.67,1,0,0,1,0,0
27,-1,80,-2,52,2,28,16.67,1,0,0,1,0,0
24,-3,125,45,76,24,49,41.06,1,0,0,1,0,0
24,0,127,2,79,3,48,42.83,1,0,0,1,0,0
22,-2,128,1,80,1,48,43.54,1,0,0,1,0,0
21,-1,400,272,84,4,316,141.12,1,0,0,1,0,0
302,281,16,-384,88,4,-72,6.77,1,0,0,1,0,0
400,98,14,-2,102,14,-88,11.01,1,0,0,1,0,0
113,-287,16,2,76,-26,-60,2.53,1,0,0,1,0,0
83,-30,72,56,78,2,-6,23.03,1,0,0,1,0,0
80,-3,293,221,81,3,212,102.23,1,0,0,1,0,0
79,-1,292,-1,81,0,211,101.87,1,0,0,1,0,0
74,-5,291,-1,83,2,208,102.23,0,0,1,1,0,0
71,-3,290,-1,91,8,199,104.70,0,0,1,0,0,1
70,-1,289,-1,94,3,195,105.41,0,0,1,0,0,1
68,-2,66,-223,95,1,-29,26.92,0,0,1,0,0,1
64,-4,284,218,97,2,187,104.70,0,0,1,0,0,1
62,-2,283,-1,99,2,184,105.06,0,0,1,0,0,1
60,-2,280,-3,101,2,179,104.70,0,0,1,0,0,1
57,-3,400,120,104,3,296,148.19,0,0,1,0,0,1
70,13,62,-338,107,3,-45,29.75,0,0,1,0,0,1
68,-2,400,338,125,18,275,155.61,0,0,1,0,0,1
68,0,57,-343,127,2,-70,35.05,0,1,0,0,0,1
266,198,400,343,129,2,271,157.03,0,1,0,0,1,0
263,-3,400,0,142,13,258,161.62,0,1,0,0,1,0
58,-205,400,0,136,-6,264,159.50,1,0,0,0,1,0
256,198,400,0,137,1,263,159.86,0,1,0,1,0,0
70,-186,44,-356,139,2,-95,34.70,0,1,0,0,1,0
67,-3,41,-3,30,-109,11,-4.90,0,1,0,0,1,0
66,-1,39,-2,30,0,9,-5.61,0,1,0,0,1,0
245,179,38,-1,29,-1,9,-6.31,0,1,0,0,1,0
243,-2,37,-1,22,-7,15,-9.14,0,1,0,0,1,0
58,-185,36,-1,25,3,11,-8.43,0,1,0,0,1,0
56,-2,36,0,33,8,3,-5.61,0,1,0,0,1,0
56,0,37,1,27,-6,10,-7.37,0,1,0,0,1,0
56,0,37,0,28,1,9,-7.02,0,1,0,0,1,0
70,14,400,363,31,3,369,122.38,0,1,0,0,1,0
