front,front_delta,front_right,front_right_delta,rear_right,rear_right_delta,mode1,mode2,mode3,mode4,mode5,prev_mode1,prev_mode2,prev_mode3,prev_mode4,prev_mode5
47,0,47,0,400,0,0,0,1,0,0,0,0,1,0,0,
45,-2,46,-1,400,0,0,0,1,0,0,0,0,1,0,0,
42,-3,43,-3,400,0,0,0,1,0,0,0,0,1,0,0,
39,-3,41,-2,400,0,0,1,0,0,0,0,0,1,0,0,
36,-3,38,-3,400,0,0,1,0,0,0,0,1,0,0,0,
36,0,35,-3,400,0,0,1,0,0,0,0,1,0,0,0,
35,-1,32,-3,400,0,0,1,0,0,0,0,1,0,0,0,
400,365,29,-3,145,-255,0,1,0,0,0,0,1,0,0,0,
400,0,30,1,81,-64,0,0,1,0,0,0,1,0,0,0,
400,0,400,370,57,-24,0,1,0,0,0,0,0,1,0,0,
400,0,400,0,57,0,0,0,1,0,0,0,1,0,0,0,
400,0,400,0,58,1,0,0,1,0,0,0,0,1,0,0,
400,0,400,0,60,2,0,0,1,0,0,0,0,1,0,0,
378,-22,400,0,62,2,0,0,0,1,0,0,0,1,0,0,
400,22,400,0,65,3,0,0,0,1,0,0,0,0,1,0,
400,0,400,0,68,3,0,0,0,1,0,0,0,0,1,0,
400,0,400,0,105,37,0,0,1,0,0,0,0,0,1,0,
400,0,400,0,110,5,0,0,1,0,0,0,0,1,0,0,
400,0,400,0,72,-38,0,0,1,0,0,0,0,1,0,0,
400,0,400,0,108,36,0,0,0,1,0,0,0,1,0,0,
400,0,58,-342,110,2,0,0,0,1,0,0,0,0,1,0,
400,0,56,-2,112,2,0,0,0,1,0,0,0,0,1,0,
400,0,400,344,115,3,0,0,1,0,0,0,0,0,1,0,
400,0,400,0,400,285,0,0,1,0,0,0,0,1,0,0,
400,0,400,0,400,0,0,0,1,0,0,0,0,1,0,0,
400,0,44,-356,400,0,0,0,1,0,0,0,0,1,0,0,
400,0,40,-4,400,0,0,0,1,0,0,0,0,1,0,0,
400,0,38,-2,400,0,0,0,0,1,0,0,0,1,0,0,
400,0,37,-1,400,0,0,0,1,0,0,0,0,0,1,0,
400,0,28,-9,400,0,0,0,1,0,0,0,0,1,0,0,
400,0,25,-3,400,0,0,0,1,0,0,0,0,1,0,0,
400,0,25,0,73,-327,0,0,1,0,0,0,0,1,0,0,
400,0,24,-1,43,-30,0,1,0,0,0,0,0,1,0,0,
400,0,26,2,137,94,0,0,1,0,0,0,1,0,0,0,
400,0,28,2,43,-94,0,0,1,0,0,0,0,1,0,0,
400,0,26,-2,44,1,0,0,1,0,0,0,0,1,0,0,
400,0,27,1,46,2,0,0,1,0,0,0,0,1,0,0,
400,0,25,-2,50,4,0,0,1,0,0,0,0,1,0,0,
