front,front_delta,front_right,front_right_delta,rear_right,rear_right_delta,right_angle,wall_error,mode1,mode2,mode3,prev_mode1,prev_mode2,prev_mode3
144,0,40,0,57,1,-17,4.29,0,1,0,0,1,0
42,-2,40,0,57,0,-17,4.29,0,1,0,0,1,0
40,-2,39,-1,58,1,-19,4.29,0,1,0,0,1,0
39,-1,36,-3,141,83,-105,32.58,0,1,0,0,1,0
37,-2,35,-1,60,-81,-25,3.59,1,0,0,0,1,0
36,-1,33,-2,144,84,-111,32.58,1,0,0,1,0,0
37,1,31,-2,45,-99,-14,-3.13,1,0,0,1,0,0
65,28,30,-1,62,17,-32,2.53,1,0,0,1,0,0
62,-3,29,-1,29,-33,0,-9.49,1,0,0,1,0,0
58,-4,29,0,28,-1,1,-9.85,1,0,0,1,0,0
56,-2,28,-1,30,2,-2,-9.49,1,0,0,1,0,0
55,-1,27,-1,29,-1,-2,-10.20,1,0,0,1,0,0
58,3,30,3,30,1,0,-8.79,0,1,0,1,0,0
56,-2,28,-2,32,2,-4,-8.79,0,1,0,0,1,0
84,28,27,-1,34,2,-7,-8.43,0,1,0,0,1,0
82,-2,28,1,37,3,-9,-7.02,0,1,0,0,1,0
80,-2,26,-2,38,1,-12,-7.37,0,1,0,0,1,0
79,-1,25,-1,42,4,-17,-6.31,0,1,0,0,1,0
45,-34,24,-1,43,1,-19,-6.31,0,1,0,0,1,0
44,-1,23,-1,52,9,-29,-3.48,1,0,0,0,1,0
42,-2,24,1,51,-1,-27,-3.48,1,0,0,1,0,0
71,29,23,-1,53,2,-30,-3.13,1,0,0,1,0,0
67,-4,23,0,54,1,-31,-2.78,1,0,0,1,0,0
67,0,23,0,58,4,-35,-1.36,1,0,0,1,0,0
65,-2,25,2,58,0,-33,-0.66,0,1,0,1,0,0
57,-8,27,2,29,-29,-2,-10.20,0,1,0,0,1,0
56,-1,32,5,25,-4,7,-9.85,0,1,0,0,1,0
56,0,30,-2,25,0,5,-10.55,0,1,0,0,1,0
52,-4,29,-1,25,0,4,-10.91,0,1,0,0,1,0
56,4,59,30,26,1,33,0.05,1,0,0,0,1,0
53,-3,36,-23,24,-2,12,-8.79,0,1,0,1,0,0
52,-1,54,18,25,1,29,-2.07,0,1,0,0,1,0
50,-2,51,-3,24,-1,27,-3.48,0,1,0,0,1,0
48,-2,50,-1,26,2,24,-3.13,0,1,0,0,1,0
46,-2,46,-4,27,1,19,-4.19,0,1,0,0,1,0
44,-2,45,-1,26,-1,19,-4.90,1,0,0,0,1,0
43,-1,43,-2,26,0,17,-5.61,1,0,0,1,0,0
41,-2,41,-2,27,1,14,-5.96,1,0,0,1,0,0
41,0,40,-1,28,1,12,-5.96,1,0,0,1,0,0
41,0,37,-3,24,-4,13,-8.43,1,0,0,1,0,0
43,2,36,-1,27,3,9,-7.73,1,0,0,1,0,0
45,2,37,1,25,-2,12,-8.08,1,0,0,1,0,0
44,-1,37,0,26,1,11,-7.73,1,0,0,1,0,0
39,-5,37,0,29,3,8,-6.67,1,0,0,1,0,0
36,-3,37,0,50,21,-13,0.76,1,0,0,1,0,0
34,-2,38,1,41,-9,-3,-2.07,1,0,0,1,0,0
33,-1,40,2,38,-3,2,-2.42,1,0,0,1,0,0
31,-2,44,4,38,0,6,-1.01,1,0,0,1,0,0
31,0,52,8,36,-2,16,1.11,1,0,0,1,0,0
56,25,30,-22,37,1,-7,-6.31,1,0,0,1,0,0
115,59,29,-1,37,0,-8,-6.67,0,1,0,1,0,0
85,-30,29,0,38,1,-9,-6.31,0,1,0,0,1,0
82,-3,29,0,39,1,-10,-5.96,0,1,0,0,1,0
80,-2,124,95,41,2,83,28.34,0,1,0,0,1,0
77,-3,245,121,42,1,203,71.47,1,0,0,0,1,0
75,-2,245,0,45,3,200,72.53,1,0,0,1,0,0
72,-3,245,0,46,1,199,72.88,1,0,0,1,0,0
70,-2,128,-117,49,3,79,32.58,0,1,0,1,0,0
69,-1,127,-1,51,2,76,32.93,0,1,0,0,1,0
68,-1,68,-59,53,2,15,12.78,0,1,0,0,1,0
66,-2,66,-2,55,2,11,12.78,0,1,0,0,1,0
65,-1,63,-3,57,2,6,12.43,0,0,1,0,1,0
63,-2,61,-2,60,3,1,12.78,0,0,1,0,0,1
61,-2,59,-2,60,0,-1,12.07,0,0,1,0,0,1
58,-3,58,-1,62,2,-4,12.43,0,0,1,0,0,1
56,-2,57,-1,63,1,-6,12.43,0,1,0,0,0,1
54,-2,117,60,62,-1,55,33.29,0,1,0,0,1,0
51,-3,115,-2,65,3,50,33.64,0,0,1,0,1,0
50,-1,114,-1,65,0,49,33.29,0,0,1,0,0,1
47,-3,113,-1,70,5,43,34.70,0,0,1,0,0,1
45,-2,239,126,50,-20,189,72.18,0,0,1,0,0,1
43,-2,237,-2,50,0,187,71.47,0,0,1,0,0,1
42,-1,237,0,74,24,163,79.95,0,0,1,0,0,1
42,0,236,-1,75,1,161,79.95,0,0,1,0,0,1
102,60,234,-2,77,2,157,79.95,0,1,0,0,0,1
100,-2,81,-153,78,1,3,26.21,0,1,0,0,1,0
99,-1,82,1,78,0,4,26.57,0,1,0,0,1,0
98,-1,81,-1,79,1,2,26.57,0,0,1,0,1,0
99,1,82,1,80,1,2,27.28,0,0,1,0,0,1
181,82,56,-26,81,1,-25,18.44,0,1,0,0,0,1
218,37,79,23,99,18,-20,32.93,0,1,0,0,1,0
215,-3,81,2,93,-6,-12,31.52,0,0,1,0,1,0
