front,front_delta,front_right,front_right_delta,rear_right,rear_right_delta,right_angle,wall_error,mode1,mode2,mode3,prev_mode1,prev_mode2,prev_mode3
54,1,53,0,21,-1,32,-3.84,0,1,0,0,1,0
53,-1,52,-1,24,3,28,-3.13,0,1,0,0,1,0
51,-2,51,-1,31,7,20,-1.01,0,1,0,0,1,0
50,-1,50,-1,32,1,18,-1.01,0,1,0,0,1,0
49,-1,50,0,36,4,14,0.41,0,1,0,0,1,0
46,-3,48,-2,29,-7,19,-2.78,1,0,0,0,1,0
44,-2,45,-3,46,17,-1,2.17,1,0,0,1,0,0
42,-2,44,-1,37,-9,7,-1.36,0,1,0,1,0,0
40,-2,42,-2,45,8,-3,0.76,0,1,0,0,1,0
40,0,58,16,56,11,2,10.30,0,1,0,0,1,0
39,-1,37,-21,56,0,-19,2.88,0,1,0,0,1,0
37,-2,36,-1,56,0,-20,2.53,1,0,0,0,1,0
37,0,33,-3,57,1,-24,1.82,1,0,0,1,0,0
37,0,31,-2,26,-31,5,-9.85,1,0,0,1,0,0
400,363,30,-1,71,45,-41,5.71,1,0,0,1,0,0
127,-273,28,-2,74,3,-46,6.06,0,1,0,1,0,0
124,-3,28,0,57,-17,-29,0.05,0,1,0,0,1,0
122,-2,26,-2,57,0,-31,-0.66,1,0,0,0,1,0
119,-3,27,1,58,1,-31,0.05,1,0,0,1,0,0
116,-3,24,-3,58,0,-34,-1.01,1,0,0,1,0,0
112,-4,24,0,58,0,-34,-1.01,1,0,0,1,0,0
108,-4,24,0,59,1,-35,-0.66,0,1,0,1,0,0
100,-8,28,4,61,2,-33,1.47,0,1,0,0,1,0
97,-3,26,-2,62,1,-36,1.11,0,1,0,0,1,0
95,-2,24,-2,64,2,-40,1.11,0,1,0,0,1,0
92,-3,25,1,79,15,-54,6.77,0,1,0,0,1,0
90,-2,25,0,67,-12,-42,2.53,1,0,0,0,1,0
86,-4,400,375,70,3,330,136.17,1,0,0,1,0,0
84,-2,400,0,400,330,0,252.84,0,1,0,1,0,0
82,-2,95,-305,25,-375,70,12.43,0,0,1,0,1,0
80,-2,92,-3,25,0,67,11.37,0,0,1,0,0,1
77,-3,90,-2,30,5,60,12.43,0,0,1,0,0,1
70,-7,400,310,400,370,0,252.84,0,0,1,0,0,1
71,1,310,-90,83,-317,227,108.95,0,0,1,0,0,1
71,0,307,-3,84,1,223,108.24,0,0,1,0,0,1
77,6,305,-2,86,2,219,108.24,0,0,1,0,0,1
78,1,302,-3,88,2,214,107.88,0,0,1,0,0,1
78,0,79,-223,97,9,-18,32.22,0,1,0,0,0,1
400,322,77,-2,121,24,-44,40.00,0,1,0,0,1,0
400,0,296,219,95,-26,201,108.24,0,1,0,0,1,0
400,0,74,-222,98,3,-24,30.81,0,1,0,0,1,0
293,-107,290,216,98,0,192,107.18,0,0,1,0,1,0
290,-3,288,-2,101,3,187,107.53,0,0,1,0,0,1
155,-135,400,112,88,-13,312,142.53,0,0,1,0,0,1
151,-4,400,0,127,39,273,156.32,0,0,1,0,0,1
280,129,400,0,76,-51,324,138.29,0,1,0,0,0,1
76,-204,29,-371,78,2,-49,7.83,0,1,0,0,1,0
72,-4,400,371,105,27,295,148.54,0,1,0,0,1,0
51,-21,400,0,108,3,292,149.60,0,1,0,0,1,0
66,15,400,0,128,20,272,156.67,0,1,0,0,1,0
62,-4,400,0,84,-44,316,141.12,0,1,0,0,1,0
58,-4,400,0,133,49,267,158.44,0,1,0,0,1,0
56,-2,46,-354,135,2,-89,33.99,0,1,0,0,1,0
255,199,42,-4,136,1,-94,32.93,0,1,0,0,1,0
252,-3,41,-1,138,2,-97,33.29,0,1,0,0,1,0
250,-2,39,-2,30,-108,9,-5.61,0,0,1,0,1,0
64,-186,36,-3,28,-2,8,-7.37,0,1,0,0,0,1
64,0,35,-1,30,2,5,-7.02,0,1,0,0,1,0
60,-4,33,-2,30,0,3,-7.73,0,1,0,0,1,0
