front,front_delta,front_right,front_right_delta,rear_right,rear_right_delta,mode1,mode2,mode3,mode4,mode5,prev_mode1,prev_mode2,prev_mode3,prev_mode4,prev_mode5,
290,-3,29,0,24,1,0,0,1,0,0,0,0,1,0,0,
287,-3,25,-4,25,1,0,0,1,0,0,0,0,1,0,0,
56,-231,24,-1,26,1,0,0,1,0,0,0,0,1,0,0,
58,2,25,1,24,-2,0,0,1,0,0,0,0,1,0,0,
280,222,27,2,26,2,0,0,1,0,0,0,0,1,0,0,
278,-2,24,-3,400,374,0,0,1,0,0,0,0,1,0,0,
103,-175,30,6,27,-373,0,0,1,0,0,0,0,1,0,0,
273,170,27,-3,25,-2,0,0,1,0,0,0,0,1,0,0,
271,-2,28,1,57,32,0,0,0,1,0,0,0,1,0,0,
97,-174,23,-5,43,-14,0,0,1,0,0,0,0,0,1,0,
94,-3,25,2,43,0,0,0,1,0,0,0,0,1,0,0,
91,-3,27,2,57,14,0,0,1,0,0,0,0,1,0,0,
89,-2,27,0,47,-10,0,0,1,0,0,0,0,1,0,0,
86,-3,28,1,50,3,0,0,1,0,0,0,0,1,0,0,
83,-3,26,-2,51,1,0,1,0,0,0,0,0,1,0,0,
81,-2,27,1,148,97,0,1,0,0,0,0,1,0,0,0,
79,-2,26,-1,57,-91,0,0,1,0,0,0,1,0,0,0,
78,-1,28,2,57,0,0,0,1,0,0,0,0,1,0,0,
77,-1,28,0,57,0,0,0,1,0,0,0,0,1,0,0,
245,168,28,0,56,-1,0,0,1,0,0,0,0,1,0,0,
243,-2,29,1,29,-27,0,0,1,0,0,0,0,1,0,0,
238,-5,29,0,30,1,0,0,1,0,0,0,0,1,0,0,
236,-2,29,0,27,-3,0,0,1,0,0,0,0,1,0,0,
57,-179,63,34,29,2,0,0,1,0,0,0,0,1,0,0,
56,-1,62,-1,28,-1,0,0,1,0,0,0,0,1,0,0,
228,172,60,-2,30,2,0,0,1,0,0,0,0,1,0,0,
225,-3,57,-3,31,1,0,0,1,0,0,0,0,1,0,0,
223,-2,57,0,33,2,0,0,1,0,0,0,0,1,0,0,
220,-3,54,-3,35,2,0,0,1,0,0,0,0,1,0,0,
218,-2,51,-3,36,1,0,0,1,0,0,0,0,1,0,0,
215,-3,50,-1,38,2,0,0,1,0,0,0,0,1,0,0,
213,-2,49,-1,40,2,0,0,1,0,0,0,0,1,0,0,
102,-111,46,-3,42,2,0,0,1,0,0,0,0,1,0,0,
208,106,44,-2,45,3,0,0,1,0,0,0,0,1,0,0,
206,-2,42,-2,46,1,0,0,0,1,0,0,0,1,0,0,
203,-3,40,-2,37,-9,0,0,1,0,0,0,0,0,1,0,
200,-3,29,-11,37,0,0,0,1,0,0,0,0,1,0,0,
89,-111,29,0,37,0,0,0,1,0,0,0,0,1,0,0,
87,-2,29,0,37,0,0,0,1,0,0,0,0,1,0,0,
85,-2,27,-2,37,0,0,1,0,0,0,0,0,1,0,0,
191,106,28,1,39,2,0,0,1,0,0,0,1,0,0,0,

