front,front_delta,front_right,front_right_delta,rear_right,rear_right_delta,mode1,mode2,mode3,mode4,mode5,prev_mode1,prev_mode2,prev_mode3,prev_mode4,prev_mode5
31,0,17,0,9,0,0,0,1,0,0,0,0,1,0,0,
31,0,12,-5,10,1,0,0,1,0,0,0,0,1,0,0,
28,-3,18,6,16,6,0,1,0,0,0,0,0,1,0,0,
26,-2,17,-1,16,0,0,1,0,0,0,0,1,0,0,0,
25,-1,28,11,9,-7,0,1,0,0,0,0,1,0,0,0,
23,-2,28,0,8,-1,0,1,0,0,0,0,1,0,0,0,
22,-1,26,-2,9,1,0,1,0,0,0,0,1,0,0,0,
21,-1,21,-5,8,-1,0,1,0,0,0,0,1,0,0,0,
20,-1,20,-1,8,0,0,1,0,0,0,0,1,0,0,0,
18,-2,16,-4,9,1,0,1,0,0,0,0,1,0,0,0,
18,0,16,0,10,1,0,1,0,0,0,0,1,0,0,0,
19,1,16,0,12,2,0,1,0,0,0,0,1,0,0,0,
20,1,14,-2,13,1,0,1,0,0,0,0,1,0,0,0,
400,380,12,-2,16,3,0,1,0,0,0,0,1,0,0,0,
70,-330,13,1,18,2,0,1,0,0,0,0,1,0,0,0,
400,330,13,0,24,6,0,1,0,0,0,0,1,0,0,0,
62,-338,15,2,29,5,0,1,0,0,0,0,1,0,0,0,
59,-3,16,1,31,2,0,1,0,0,0,0,1,0,0,0,
58,-1,16,0,17,-14,0,1,0,0,0,0,1,0,0,0,
400,342,18,2,16,-1,0,1,0,0,0,0,1,0,0,0,
400,0,28,10,13,-3,0,0,1,0,0,0,1,0,0,0,
67,-333,29,1,14,1,0,0,1,0,0,0,0,1,0,0,
64,-3,51,22,15,1,0,0,1,0,0,0,0,1,0,0,
60,-4,49,-2,16,1,0,0,0,1,0,0,0,1,0,0,
61,1,48,-1,16,0,0,0,0,1,0,0,0,0,1,0,
56,-5,48,0,17,1,0,0,0,1,0,0,0,0,1,0,
400,344,44,-4,19,2,0,0,0,1,0,0,0,0,1,0,
400,0,43,-1,21,2,0,1,0,0,0,0,0,0,1,0,
400,0,24,-19,29,8,0,1,0,0,0,0,1,0,0,0,
313,-87,26,2,22,-7,0,1,0,0,0,0,1,0,0,0,
400,87,61,35,20,-2,0,1,0,0,0,0,1,0,0,0,
400,0,58,-3,20,0,0,0,1,0,0,0,1,0,0,0,
400,0,57,-1,21,1,0,0,0,1,0,0,0,1,0,0,
400,0,57,0,23,2,0,0,0,1,0,0,0,0,1,0,
400,0,54,-3,26,3,0,0,0,1,0,0,0,0,1,0,
400,0,52,-2,26,0,0,0,0,1,0,0,0,0,1,0,
400,0,50,-2,30,4,0,0,0,1,0,0,0,0,1,0,
400,0,32,-18,50,20,0,0,1,0,0,0,0,0,1,0,
400,0,29,-3,52,2,0,0,1,0,0,0,0,1,0,0,
400,0,29,0,56,4,0,0,1,0,0,0,0,1,0,0,
400,0,29,0,56,0,0,1,0,0,0,0,0,1,0,0,
274,-126,29,0,36,-20,0,0,1,0,0,0,1,0,0,0,
400,126,30,1,29,-7,0,0,1,0,0,0,0,1,0,0,
400,0,31,1,29,0,0,0,1,0,0,0,0,1,0,0,
400,0,31,0,29,0,0,0,1,0,0,0,0,1,0,0,
