front,front_delta,front_right,front_right_delta,rear_right,rear_right_delta,mode1,mode2,mode3,mode4,mode5,prev_mode1,prev_mode2,prev_mode3,prev_mode4,prev_mode5
47,0,109,1,83,3,0,0,1,0,0,0,0,1,0,0,
45,-2,108,-1,85,2,0,0,1,0,0,0,0,1,0,0,
42,-3,108,0,88,3,0,1,0,0,0,0,0,1,0,0,
40,-2,107,-1,89,1,0,1,0,0,0,0,1,0,0,0,
37,-3,58,-49,106,17,0,1,0,0,0,0,1,0,0,0,
36,-1,56,-2,105,-1,0,1,0,0,0,0,1,0,0,0,
42,6,56,0,105,0,0,1,0,0,0,0,1,0,0,0,
39,-3,41,-15,105,0,0,1,0,0,0,0,1,0,0,0,
39,0,39,-2,106,1,0,1,0,0,0,0,1,0,0,0,
37,-2,36,-3,107,1,0,1,0,0,0,0,1,0,0,0,
37,0,35,-1,108,1,0,1,0,0,0,0,1,0,0,0,
37,0,34,-1,108,0,0,1,0,0,0,0,1,0,0,0,
170,133,32,-2,109,1,0,1,0,0,0,0,1,0,0,0,
167,-3,24,-8,110,1,0,1,0,0,0,0,1,0,0,0,
154,-13,30,6,112,2,0,1,0,0,0,0,1,0,0,0,
149,-5,22,-8,57,-55,0,1,0,0,0,0,1,0,0,0,
146,-3,30,8,57,0,0,1,0,0,0,0,1,0,0,0,
143,-3,30,0,58,1,0,1,0,0,0,0,1,0,0,0,
141,-2,32,2,39,-19,0,0,1,0,0,0,1,0,0,0,
138,-3,33,1,39,0,0,0,1,0,0,0,0,1,0,0,
135,-3,152,119,40,1,0,0,1,0,0,0,0,1,0,0,
133,-2,33,-119,41,1,0,0,1,0,0,0,0,1,0,0,
130,-3,400,367,45,4,0,0,1,0,0,0,0,1,0,0,
127,-3,144,-256,46,1,0,0,1,0,0,0,0,1,0,0,
123,-4,32,-112,48,2,0,0,1,0,0,0,0,1,0,0,
121,-2,31,-1,50,2,0,0,1,0,0,0,0,1,0,0,
118,-3,31,0,51,1,0,0,1,0,0,0,0,1,0,0,
118,0,60,29,36,-15,0,0,1,0,0,0,0,1,0,0,
113,-5,59,-1,36,0,0,0,1,0,0,0,0,1,0,0,
111,-2,60,1,37,1,0,0,1,0,0,0,0,1,0,0,
108,-3,58,-2,37,0,0,0,1,0,0,0,0,1,0,0,
105,-3,58,0,39,2,0,0,1,0,0,0,0,1,0,0,
102,-3,58,0,39,0,0,0,1,0,0,0,0,1,0,0,
100,-2,57,-1,42,3,0,0,0,1,0,0,0,1,0,0,
98,-2,57,0,44,2,0,0,0,1,0,0,0,0,1,0,
95,-3,56,-1,44,0,0,0,0,1,0,0,0,0,1,0,
94,-1,54,-2,71,27,0,0,0,1,0,0,0,0,1,0,
92,-2,44,-10,166,95,0,0,0,1,0,0,0,0,1,0,
92,0,42,-2,168,2,0,0,0,1,0,0,0,0,1,0,
64,-28,49,7,170,2,0,0,0,1,0,0,0,0,1,0,
60,-4,46,-3,174,4,0,0,0,1,0,0,0,0,1,0,
48,-12,44,-2,178,4,0,0,1,0,0,0,0,0,1,0,
45,-3,42,-2,179,1,0,0,1,0,0,0,0,1,0,0,
42,-3,40,-2,181,2,0,0,1,0,0,0,0,1,0,0,
39,-3,39,-1,182,1,0,0,1,0,0,0,0,1,0,0,
36,-3,36,-3,184,2,0,1,0,0,0,0,0,1,0,0,
34,-2,35,-1,184,0,0,1,0,0,0,0,1,0,0,0,
33,-1,39,4,186,2,0,1,0,0,0,0,1,0,0,0,
44,11,30,-9,178,-8,0,1,0,0,0,0,1,0,0,0,
41,-3,29,-1,187,9,0,1,0,0,0,0,1,0,0,0,
38,-3,26,-3,26,-161,0,1,0,0,0,0,1,0,0,0,
37,-1,25,-1,53,27,0,1,0,0,0,0,1,0,0,0,
56,19,25,0,30,-23,0,1,0,0,0,0,1,0,0,0,
56,0,25,0,29,-1,0,1,0,0,0,0,1,0,0,0,
69,13,24,-1,30,1,0,1,0,0,0,0,1,0,0,0,
64,-5,24,0,37,7,0,1,0,0,0,0,1,0,0,0,
64,0,25,1,36,-1,0,1,0,0,0,0,1,0,0,0,
61,-3,25,0,44,8,0,0,1,0,0,0,1,0,0,0,
59,-2,27,2,45,1,0,0,1,0,0,0,0,1,0,0,
57,-2,27,0,47,2,0,0,1,0,0,0,0,1,0,0,
54,-3,27,0,30,-17,0,0,1,0,0,0,0,1,0,0,
52,-2,27,0,51,21,0,1,0,0,0,0,0,1,0,0,
50,-2,27,0,36,-15,0,1,0,0,0,0,1,0,0,0,
48,-2,29,2,30,-6,0,1,0,0,0,0,1,0,0,0,
45,-3,36,7,26,-4,0,1,0,0,0,0,1,0,0,0,
43,-2,36,0,25,-1,0,1,0,0,0,0,1,0,0,0,
43,0,50,14,26,1,0,1,0,0,0,0,1,0,0,0,
41,-2,45,-5,26,0,0,1,0,0,0,0,1,0,0,0,
42,1,43,-2,26,0,0,1,0,0,0,0,1,0,0,0,
39,-3,38,-5,26,0,0,1,0,0,0,0,1,0,0,0,
48,9,36,-2,28,2,0,1,0,0,0,0,1,0,0,0,
45,-3,34,-2,28,0,0,1,0,0,0,0,1,0,0,0,
43,-2,33,-1,29,1,0,1,0,0,0,0,1,0,0,0,
43,0,31,-2,31,2,0,1,0,0,0,0,1,0,0,0,
62,19,31,0,33,2,0,1,0,0,0,0,1,0,0,0,
59,-3,29,-2,35,2,0,1,0,0,0,0,1,0,0,0,
57,-2,30,1,37,2,0,1,0,0,0,0,1,0,0,0,
56,-1,30,0,40,3,0,0,1,0,0,0,1,0,0,0,
56,0,30,0,42,2,0,0,1,0,0,0,0,1,0,0,
77,21,31,1,46,4,0,0,1,0,0,0,0,1,0,0,
400,323,30,-1,50,4,0,0,1,0,0,0,0,1,0,0,
73,-327,29,-1,50,0,0,0,1,0,0,0,0,1,0,0,
70,-3,29,0,56,6,0,0,1,0,0,0,0,1,0,0,
66,-4,28,-1,62,6,0,1,0,0,0,0,0,1,0,0,
66,0,29,1,64,2,0,1,0,0,0,0,1,0,0,0,
62,-4,29,0,37,-27,0,1,0,0,0,0,1,0,0,0,
400,338,30,1,36,-1,0,1,0,0,0,0,1,0,0,0,
400,0,57,27,30,-6,0,0,1,0,0,0,1,0,0,0,
400,0,54,-3,28,-2,0,0,1,0,0,0,0,1,0,0,
400,0,52,-2,30,2,0,0,1,0,0,0,0,1,0,0,
400,0,50,-2,30,0,0,0,0,1,0,0,0,1,0,0,
400,0,49,-1,66,36,0,0,1,0,0,0,0,0,1,0,
400,0,46,-3,36,-30,0,0,1,0,0,0,0,1,0,0,
400,0,38,-8,37,1,0,0,1,0,0,0,0,1,0,0,
400,0,34,-4,38,1,0,0,1,0,0,0,0,1,0,0,
400,0,33,-1,38,0,-1,-1,-1,-1,-1,0,0,1,0,0,
