front,front_delta,front_right,front_right_delta,rear_right,rear_right_delta,mode1,mode2,mode3,mode4,mode5,prev_mode1,prev_mode2,prev_mode3,prev_mode4,prev_mode5
64,0,65,0,61,1,0,1,0,0,0,0,0,1,0,0,
63,-1,63,-2,62,1,0,1,0,0,0,0,1,0,0,0,
62,-1,62,-1,400,338,0,1,0,0,0,0,1,0,0,0,
59,-3,59,-3,400,0,0,1,0,0,0,0,1,0,0,0,
59,0,56,-3,400,0,0,0,1,0,0,0,1,0,0,0,
58,-1,55,-1,73,-327,0,0,1,0,0,0,0,1,0,0,
57,-1,53,-2,73,0,0,0,1,0,0,0,0,1,0,0,
56,-1,52,-1,74,1,0,0,1,0,0,0,0,1,0,0,
54,-2,50,-2,74,0,0,0,1,0,0,0,0,1,0,0,
53,-1,48,-2,75,1,0,0,1,0,0,0,0,1,0,0,
52,-1,47,-1,76,1,0,0,1,0,0,0,0,1,0,0,
50,-2,45,-2,77,1,0,0,1,0,0,0,0,1,0,0,
49,-1,44,-1,78,1,0,0,1,0,0,0,0,1,0,0,
50,1,42,-2,78,0,0,0,1,0,0,0,0,1,0,0,
62,12,43,1,79,1,0,1,0,0,0,0,0,1,0,0,
59,-3,39,-4,80,1,0,1,0,0,0,0,1,0,0,0,
57,-2,37,-2,80,0,0,0,1,0,0,0,1,0,0,0,
56,-1,36,-1,71,-9,0,0,1,0,0,0,0,1,0,0,
53,-3,36,0,65,-6,0,1,0,0,0,0,0,1,0,0,
51,-2,34,-2,64,-1,0,0,1,0,0,0,1,0,0,0,
50,-1,34,0,65,1,0,0,1,0,0,0,0,1,0,0,
49,-1,33,-1,66,1,0,0,1,0,0,0,0,1,0,0,
50,1,32,-1,60,-6,0,1,0,0,0,0,0,1,0,0,
65,15,31,-1,54,-6,0,1,0,0,0,0,1,0,0,0,
63,-2,30,-1,57,3,0,1,0,0,0,0,1,0,0,0,
61,-2,30,0,54,-3,0,1,0,0,0,0,1,0,0,0,
60,-1,31,1,52,-2,0,0,1,0,0,0,1,0,0,0,
400,340,32,1,57,5,0,0,1,0,0,0,0,1,0,0,
400,0,32,0,57,0,0,0,1,0,0,0,0,1,0,0,
400,0,31,-1,50,-7,0,0,1,0,0,0,0,1,0,0,
400,0,31,0,63,13,0,0,1,0,0,0,0,1,0,0,
62,-338,31,0,69,6,0,0,1,0,0,0,0,1,0,0,
400,338,32,1,57,-12,0,0,1,0,0,0,0,1,0,0,
56,-344,30,-2,57,0,0,0,1,0,0,0,0,1,0,0,
346,290,30,0,59,2,0,0,1,0,0,0,0,1,0,0,
342,-4,29,-1,73,14,0,1,0,0,0,0,0,1,0,0,
340,-2,30,1,76,3,0,0,1,0,0,0,1,0,0,0,
337,-3,30,0,31,-45,0,0,1,0,0,0,0,1,0,0,
335,-2,31,1,142,111,0,0,1,0,0,0,0,1,0,0,
332,-3,31,0,33,-109,0,0,1,0,0,0,0,1,0,0,
330,-2,31,0,50,17,0,0,1,0,0,0,0,1,0,0,
326,-4,31,0,31,-19,0,0,1,0,0,0,0,1,0,0,
324,-2,29,-2,32,1,0,0,1,0,0,0,0,1,0,0,
321,-3,31,2,33,1,0,0,1,0,0,0,0,1,0,0,
319,-2,30,-1,34,1,0,0,1,0,0,0,0,1,0,0,
275,-44,30,0,38,4,0,0,1,0,0,0,0,1,0,0,
314,39,30,0,60,22,0,0,1,0,0,0,0,1,0,0,
311,-3,30,0,62,2,0,0,1,0,0,0,0,1,0,0,

