front,front_delta,front_right,front_right_delta,rear_right,rear_right_delta,right_angle,wall_error,mode1,mode2,mode3,prev_mode1,prev_mode2,prev_mode3
80,-1,49,0,91,1,-42,19.50,0,1,0,0,1,0
81,1,49,0,91,0,-42,19.50,0,1,0,0,1,0
170,89,48,-1,93,2,-45,19.85,0,1,0,0,1,0
168,-2,48,0,94,1,-46,20.20,0,1,0,0,1,0
165,-3,46,-2,96,2,-50,20.20,0,0,1,0,1,0
163,-2,46,0,68,-28,-22,10.30,0,0,1,0,0,1
160,-3,44,-2,99,31,-55,20.56,0,1,0,0,0,1
66,-94,44,0,100,1,-56,20.91,0,1,0,0,1,0
63,-3,42,-2,103,3,-61,21.26,0,0,1,0,1,0
60,-3,40,-2,103,0,-63,20.56,0,0,1,0,0,1
58,-2,39,-1,105,2,-66,20.91,0,0,1,0,0,1
56,-2,39,0,57,-48,-18,3.94,0,1,0,0,0,1
54,-2,36,-3,68,11,-32,6.77,1,0,0,0,1,0
51,-3,34,-2,57,-11,-23,2.17,1,0,0,1,0,0
50,-1,33,-1,57,0,-24,1.82,1,0,0,1,0,0
48,-2,32,-1,56,-1,-24,1.11,1,0,0,1,0,0
48,0,32,0,74,18,-42,7.48,1,0,0,1,0,0
46,-2,32,0,72,-2,-40,6.77,1,0,0,1,0,0
141,95,32,0,72,0,-40,6.77,0,1,0,1,0,0
138,-3,33,1,74,2,-41,7.83,0,1,0,0,1,0
136,-2,34,1,75,1,-41,8.54,0,1,0,0,1,0
133,-3,33,-1,78,3,-45,9.24,0,1,0,0,1,0
131,-2,33,0,80,2,-47,9.95,0,1,0,0,1,0
60,-71,32,-1,82,2,-50,10.30,0,1,0,0,1,0
58,-2,32,0,84,2,-52,11.01,0,1,0,0,1,0
124,66,35,3,400,316,-365,123.79,0,1,0,0,1,0
121,-3,30,-5,41,-359,-11,-4.90,0,1,0,0,1,0
70,-51,31,1,41,0,-10,-4.54,0,1,0,0,1,0
116,46,36,5,42,1,-6,-2.42,0,1,0,0,1,0
64,-52,35,-1,41,-1,-6,-3.13,0,1,0,0,1,0
62,-2,31,-4,42,1,-11,-4.19,0,1,0,0,1,0
61,-1,30,-1,45,3,-15,-3.48,0,1,0,0,1,0
59,-2,29,-1,45,0,-16,-3.84,0,1,0,0,1,0
105,46,30,1,48,3,-18,-2.42,1,0,0,0,1,0
103,-2,26,-4,48,0,-22,-3.84,0,1,0,1,0,0
101,-2,125,99,48,0,77,31.16,0,1,0,0,1,0
99,-2,32,-93,50,2,-18,-1.01,0,1,0,0,1,0
96,-3,29,-3,51,1,-22,-1.72,0,1,0,0,1,0
65,-31,121,92,53,2,68,31.52,0,1,0,0,1,0
62,-3,120,-1,54,1,66,31.52,0,1,0,0,1,0
60,-2,120,0,56,2,64,32.22,0,1,0,0,1,0
58,-2,110,-10,57,1,53,29.04,0,1,0,0,1,0
85,27,109,-1,58,1,51,29.04,0,1,0,0,1,0
83,-2,109,0,60,2,49,29.75,0,1,0,0,1,0
81,-2,108,-1,400,340,-292,149.60,0,1,0,0,1,0
78,-3,108,0,400,0,-292,149.60,0,0,1,0,1,0
74,-4,107,-1,400,0,-293,149.25,0,0,1,0,0,1
72,-2,105,-2,400,0,-295,148.54,0,0,1,0,0,1
70,-2,102,-3,71,-329,31,31.16,0,0,1,0,0,1
69,-1,100,-2,76,5,24,32.22,0,0,1,0,0,1
70,1,98,-2,43,-33,55,19.85,0,0,1,0,0,1
123,53,95,-3,400,357,-305,145.01,0,1,0,0,0,1
98,-25,92,-3,62,-338,30,24.45,0,1,0,0,1,0
95,-3,91,-1,63,1,28,24.45,0,1,0,0,1,0
93,-2,89,-2,362,299,-273,129.45,0,0,1,0,1,0
91,-2,87,-2,140,-222,-53,50.26,0,0,1,0,0,1
89,-2,86,-1,141,1,-55,50.26,0,0,1,0,0,1
87,-2,87,1,110,-31,-23,39.65,0,0,1,0,0,1
85,-2,85,-2,112,2,-27,39.65,0,1,0,0,0,1
83,-2,83,-2,109,-3,-26,37.88,0,1,0,0,1,0
81,-2,82,-1,105,-4,-23,36.11,0,1,0,0,1,0
79,-2,79,-3,105,0,-26,35.05,0,1,0,0,1,0
77,-2,76,-3,57,-48,19,17.02,0,0,1,0,1,0
75,-2,75,-1,106,49,-31,33.99,0,0,1,0,0,1
73,-2,74,-1,107,1,-33,33.99,0,0,1,0,0,1
70,-3,74,0,107,0,-33,33.99,0,0,1,0,0,1
68,-2,77,3,108,1,-31,35.41,0,0,1,0,0,1
67,-1,142,65,106,-2,36,57.68,0,1,0,0,0,1
65,-2,141,-1,112,6,29,59.45,0,1,0,0,1,0
64,-1,67,-74,111,-1,-44,32.93,0,1,0,0,1,0
61,-3,66,-1,113,2,-47,33.29,0,1,0,0,1,0
59,-2,64,-2,110,-3,-46,31.52,0,1,0,0,1,0
57,-2,61,-3,25,-85,36,0.41,0,1,0,0,1,0
55,-2,57,-4,26,1,31,-0.66,0,1,0,0,1,0
53,-2,59,2,114,88,-55,31.16,0,1,0,0,1,0
