front,front_delta,front_right,front_right_delta,rear_right,rear_right_delta,right_angle,wall_error,mode1,mode2,mode3,prev_mode1,prev_mode2,prev_mode3
44,0,400,0,400,297,0,252.84,0,1,0,0,1,0
43,-1,400,0,400,0,0,252.84,1,0,0,0,1,0
60,17,400,0,107,-293,293,149.25,1,0,0,1,0,0
58,-2,400,0,108,1,292,149.60,1,0,0,1,0,0
87,29,400,0,9,-99,391,114.60,1,0,0,1,0,0
83,-4,30,-370,7,-2,23,-16.92,0,1,0,1,0,0
77,-6,30,0,9,2,21,-16.21,0,1,0,0,1,0
74,-3,30,0,8,-1,22,-16.57,1,0,0,0,1,0
72,-2,30,0,10,2,20,-15.86,0,1,0,1,0,0
70,-2,134,104,11,1,123,21.26,0,1,0,0,1,0
67,-3,132,-2,12,1,120,20.91,0,1,0,0,1,0
65,-2,130,-2,15,3,115,21.26,0,1,0,0,1,0
62,-3,129,-1,17,2,112,21.62,0,0,1,0,1,0
60,-2,127,-2,16,-1,111,20.56,0,0,1,0,0,1
57,-3,125,-2,18,2,107,20.56,0,0,1,0,0,1
56,-1,124,-1,19,1,105,20.56,0,1,0,0,0,1
55,-1,122,-2,21,2,101,20.56,0,1,0,0,1,0
54,-1,121,-1,22,1,99,20.56,0,1,0,0,1,0
50,-4,119,-2,23,1,96,20.20,0,0,1,0,1,0
55,5,118,-1,37,14,81,24.80,0,0,1,0,0,1
113,58,162,44,39,2,123,41.06,0,0,1,0,0,1
61,-52,161,-1,39,0,122,40.71,0,0,1,0,0,1
61,0,159,-2,42,3,117,41.06,0,1,0,0,0,1
57,-4,28,-131,43,1,-15,-4.90,0,1,0,0,1,0
56,-1,26,-2,45,2,-19,-4.90,0,1,0,0,1,0
102,46,25,-1,48,3,-23,-4.19,0,1,0,0,1,0
100,-2,25,0,49,1,-24,-3.84,0,1,0,0,1,0
98,-2,27,2,49,0,-22,-3.13,0,1,0,0,1,0
96,-2,120,93,51,2,69,30.46,0,1,0,0,1,0
93,-3,120,0,52,1,68,30.81,0,1,0,0,1,0
91,-2,117,-3,54,2,63,30.46,0,1,0,0,1,0
58,-33,110,-7,56,2,54,28.69,0,1,0,0,1,0
57,-1,109,-1,57,1,52,28.69,0,1,0,0,1,0
84,27,109,0,59,2,50,29.40,0,0,1,0,1,0
71,-13,109,0,400,341,-291,149.96,0,0,1,0,0,1
79,8,107,-2,63,-337,44,30.10,0,0,1,0,0,1
77,-2,105,-2,65,2,40,30.10,0,0,1,0,0,1
75,-2,104,-1,66,1,38,30.10,0,1,0,0,0,1
75,0,102,-2,68,2,34,30.10,0,1,0,0,1,0
73,-2,101,-1,68,0,33,29.75,0,1,0,0,1,0
71,-2,99,-2,71,3,28,30.10,0,1,0,0,1,0
70,-1,98,-1,72,1,26,30.10,0,1,0,0,1,0
67,-3,96,-2,73,1,23,29.75,0,0,1,0,1,0
65,-2,56,-40,74,1,-18,15.96,0,0,1,0,0,1
64,-1,94,38,76,2,18,30.10,0,0,1,0,0,1
64,0,91,-3,330,254,-239,118.84,0,0,1,0,0,1
93,29,89,-2,50,-280,39,19.14,0,0,1,0,0,1
90,-3,88,-1,50,0,38,18.79,0,0,1,0,0,1
87,-3,85,-3,84,34,1,29.75,0,0,1,0,0,1
84,-3,83,-2,85,1,-2,29.40,0,0,1,0,0,1
81,-3,89,6,86,1,3,31.87,0,1,0,0,0,1
79,-2,148,59,74,-12,74,48.49,0,1,0,0,1,0
77,-2,146,-2,89,15,57,53.08,0,1,0,0,1,0
74,-3,56,-90,90,1,-34,21.62,0,1,0,0,1,0
72,-2,56,0,77,-13,-21,17.02,0,1,0,0,1,0
70,-2,24,-32,86,9,-62,8.89,0,1,0,0,1,0
68,-2,25,1,83,-3,-58,8.18,0,1,0,0,1,0
65,-3,22,-3,83,0,-61,7.12,0,1,0,0,1,0
63,-2,22,0,85,2,-63,7.83,0,1,0,0,1,0
61,-2,22,0,87,2,-65,8.54,0,1,0,0,1,0
59,-2,21,-1,88,1,-67,8.54,1,0,0,0,1,0
56,-3,20,-1,91,3,-71,9.24,1,0,0,1,0,0
55,-1,21,1,94,3,-73,10.66,1,0,0,1,0,0
53,-2,132,111,106,12,26,54.14,1,0,0,1,0,0
51,-2,63,-69,22,-84,41,0.05,0,1,0,1,0,0
49,-2,52,-11,19,-3,33,-4.90,0,1,0,0,1,0
48,-1,50,-2,20,1,30,-5.25,0,1,0,0,1,0
47,-1,49,-1,21,1,28,-5.25,0,1,0,0,1,0
45,-2,47,-2,22,1,25,-5.61,1,0,0,0,1,0
42,-3,45,-2,22,0,23,-6.31,1,0,0,1,0,0
41,-1,43,-2,23,1,20,-6.67,1,0,0,1,0,0
41,0,50,7,22,-1,28,-4.54,1,0,0,1,0,0
41,0,39,-11,21,-1,18,-8.79,1,0,0,1,0,0
67,26,37,-2,23,2,14,-8.79,1,0,0,1,0,0
50,-17,36,-1,24,1,12,-8.79,1,0,0,1,0,0
57,7,34,-2,26,2,8,-8.79,1,0,0,1,0,0
50,-7,34,0,27,1,7,-8.43,1,0,0,1,0,0
48,-2,34,0,29,2,5,-7.73,1,0,0,1,0,0
45,-3,34,0,31,2,3,-7.02,1,0,0,1,0,0
43,-2,34,0,52,21,-18,0.41,1,0,0,1,0,0
41,-2,35,1,52,0,-17,0.76,1,0,0,1,0,0
40,-1,36,1,52,0,-16,1.11,1,0,0,1,0,0
37,-3,37,1,54,2,-17,2.17,1,0,0,1,0,0
35,-2,52,15,62,8,-10,10.30,1,0,0,1,0,0
34,-1,48,-4,36,-26,12,-0.30,1,0,0,1,0,0
33,-1,46,-2,35,-1,11,-1.36,1,0,0,1,0,0
31,-2,32,-14,36,1,-4,-5.96,1,0,0,1,0,0
