front,front_delta,front_right,front_right_delta,rear_right,rear_right_delta,right_angle,wall_error,mode1,mode2,mode3,prev_mode1,prev_mode2,prev_mode3
53,0,50,0,115,0,-65,28.34,0,1,0,0,1,0
56,3,49,-1,116,1,-67,28.34,0,1,0,0,1,0
365,309,48,-1,118,2,-70,28.69,0,1,0,0,1,0
362,-3,45,-3,120,2,-75,28.34,0,1,0,0,1,0
359,-3,43,-2,122,2,-79,28.34,0,1,0,0,1,0
356,-3,45,2,125,3,-80,30.10,0,1,0,0,1,0
355,-1,43,-2,127,2,-84,30.10,0,1,0,0,1,0
352,-3,42,-1,130,3,-88,30.81,0,1,0,0,1,0
349,-3,41,-1,133,3,-92,31.52,0,1,0,0,1,0
347,-2,41,0,134,1,-93,31.87,0,1,0,0,1,0
345,-2,38,-3,137,3,-99,31.87,0,1,0,0,1,0
400,55,37,-1,140,3,-103,32.58,0,1,0,0,1,0
400,0,35,-2,71,-69,-36,7.48,0,1,0,0,1,0
400,0,36,1,70,-1,-34,7.48,0,1,0,0,1,0
379,-21,37,1,70,0,-33,7.83,0,0,1,0,1,0
400,21,77,40,70,0,7,21.97,0,0,1,0,0,1
309,-91,75,-2,72,2,3,21.97,0,1,0,0,0,1
305,-4,73,-2,73,1,0,21.62,0,1,0,0,1,0
303,-2,37,-36,73,0,-36,8.89,0,1,0,0,1,0
301,-2,76,39,73,0,3,22.68,0,1,0,0,1,0
298,-3,37,-39,73,0,-36,8.89,0,0,1,0,1,0
296,-2,102,65,73,0,29,31.87,0,0,1,0,0,1
293,-3,73,-29,75,2,-2,22.33,0,0,1,0,0,1
291,-2,31,-42,162,87,-131,38.24,0,1,0,0,0,1
111,-180,27,-4,164,2,-137,37.53,0,1,0,0,1,0
111,0,28,1,164,0,-136,37.88,0,1,0,0,1,0
118,7,88,60,166,2,-78,59.80,0,1,0,0,1,0
116,-2,27,-61,167,1,-140,38.59,0,1,0,0,1,0
280,164,29,2,73,-94,-44,6.06,0,1,0,0,1,0
110,-170,26,-3,72,-1,-46,4.65,0,1,0,0,1,0
101,-9,27,1,171,99,-144,40.00,0,1,0,0,1,0
98,-3,27,0,71,-100,-44,4.65,0,1,0,0,1,0
95,-3,27,0,70,-1,-43,4.29,0,1,0,0,1,0
94,-1,27,0,71,1,-44,4.65,0,1,0,0,1,0
91,-3,29,2,72,1,-43,5.71,0,1,0,0,1,0
89,-2,28,-1,27,-45,1,-10.55,0,1,0,0,1,0
87,-2,26,-2,25,-2,1,-11.97,0,1,0,0,1,0
85,-2,28,2,26,1,2,-10.91,0,1,0,0,1,0
79,-6,26,-2,26,0,0,-11.62,0,1,0,0,1,0
76,-3,25,-1,27,1,-2,-11.62,0,1,0,0,1,0
73,-3,26,1,26,-1,0,-11.62,0,1,0,0,1,0
72,-1,26,0,27,1,-1,-11.26,0,1,0,0,1,0
69,-3,25,-1,31,4,-6,-10.20,0,1,0,0,1,0

