front,front_delta,front_right,front_right_delta,rear_right,rear_right_delta,right_angle,wall_error,mode1,mode2,mode3,prev_mode1,prev_mode2,prev_mode3
52,0,52,0,33,-25,19,0.05,0,1,0,0,1,0
52,0,51,-1,30,-3,21,-1.36,0,1,0,0,1,0
51,-1,50,-1,30,0,20,-1.72,0,1,0,0,1,0
49,-2,48,-2,33,3,15,-1.36,0,1,0,0,1,0
48,-1,46,-2,38,5,8,-0.30,0,1,0,0,1,0
46,-2,44,-2,38,0,6,-1.01,0,1,0,0,1,0
44,-2,43,-1,37,-1,6,-1.72,0,1,0,0,1,0
163,119,43,0,47,10,-4,1.82,0,1,0,0,1,0
161,-2,40,-3,44,-3,-4,-0.30,0,1,0,0,1,0
159,-2,36,-4,71,27,-35,7.83,0,1,0,0,1,0
157,-2,35,-1,57,-14,-22,2.53,0,1,0,0,1,0
130,-27,33,-2,47,-10,-14,-1.72,0,1,0,0,1,0
126,-4,31,-2,50,3,-19,-1.36,1,0,0,0,1,0
124,-2,30,-1,56,6,-26,0.41,1,0,0,1,0,0
116,-8,32,2,56,0,-24,1.11,1,0,0,1,0,0
116,0,30,-2,57,1,-27,0.76,1,0,0,1,0,0
143,27,33,3,61,4,-28,3.23,1,0,0,1,0,0
84,-59,36,3,66,5,-30,6.06,0,1,0,1,0,0
81,-3,110,74,66,0,44,32.22,0,1,0,0,1,0
78,-3,109,-1,68,2,41,32.58,0,1,0,0,1,0
76,-2,108,-1,68,0,40,32.22,0,1,0,0,1,0
74,-2,107,-1,69,1,38,32.22,0,1,0,0,1,0
72,-2,106,-1,71,2,35,32.58,0,0,1,0,1,0
70,-2,105,-1,72,1,33,32.58,0,0,1,0,0,1
68,-2,104,-1,74,2,30,32.93,0,0,1,0,0,1
69,1,101,-3,76,2,25,32.58,0,0,1,0,0,1
70,1,100,-1,79,3,21,33.29,0,0,1,0,0,1
102,32,97,-3,80,1,17,32.58,0,1,0,0,0,1
99,-3,95,-2,80,0,15,31.87,0,1,0,0,1,0
97,-2,93,-2,83,3,10,32.22,0,0,1,0,1,0
94,-3,91,-2,85,2,6,32.22,0,0,1,0,0,1
92,-2,89,-2,69,-16,20,25.86,0,0,1,0,0,1
89,-3,88,-1,87,18,1,31.87,0,0,1,0,0,1
88,-1,94,6,88,1,6,34.35,0,1,0,0,0,1
86,-2,94,0,90,2,4,35.05,0,1,0,0,1,0
84,-2,85,-9,93,3,-8,32.93,0,1,0,0,1,0
82,-2,82,-3,93,0,-11,31.87,0,1,0,0,1,0
80,-2,80,-2,95,2,-15,31.87,0,1,0,0,1,0
78,-2,84,4,97,2,-13,33.99,0,0,1,0,1,0
76,-2,77,-7,99,2,-22,32.22,0,0,1,0,0,1
73,-3,74,-3,100,1,-26,31.52,0,1,0,0,0,1
72,-1,80,6,101,1,-21,33.99,0,1,0,0,1,0
70,-2,77,-3,103,2,-26,33.64,0,1,0,0,1,0
68,-2,70,-7,105,2,-35,31.87,0,1,0,0,1,0
66,-2,73,3,107,2,-34,33.64,0,1,0,0,1,0
64,-2,65,-8,24,-83,41,1.47,0,1,0,0,1,0
62,-2,65,0,25,1,40,1.82,0,0,1,0,1,0
60,-2,61,-4,24,-1,37,0.05,0,1,0,0,0,1
59,-1,60,-1,25,1,35,0.05,0,1,0,0,1,0
57,-2,59,-1,27,2,32,0.41,0,1,0,0,1,0
56,-1,56,-3,27,0,29,-0.66,0,1,0,0,1,0

