front,front_delta,front_right,front_right_delta,rear_right,rear_right_delta,mode1,mode2,mode3,mode4,mode5,prev_mode1,prev_mode2,prev_mode3,prev_mode4,prev_mode5
153,-3,32,0,49,-1,0,0,1,0,0,0,0,1,0,0,
151,-2,66,34,50,1,0,0,1,0,0,0,0,1,0,0,
148,-3,36,-30,51,1,0,0,1,0,0,0,0,1,0,0,
146,-2,30,-6,55,4,0,0,1,0,0,0,0,1,0,0,
51,-95,30,0,57,2,0,0,1,0,0,0,0,1,0,0,
141,90,29,-1,36,-21,0,0,1,0,0,0,0,1,0,0,
138,-3,30,1,36,0,0,0,1,0,0,0,0,1,0,0,
136,-2,30,0,38,2,0,1,0,0,0,0,0,1,0,0,
134,-2,28,-2,39,1,0,1,0,0,0,0,1,0,0,0,
131,-3,29,1,41,2,0,0,1,0,0,0,1,0,0,0,
128,-3,35,6,43,2,0,0,1,0,0,0,0,1,0,0,
126,-2,74,39,43,0,0,0,1,0,0,0,0,1,0,0,
123,-3,74,0,46,3,0,0,1,0,0,0,0,1,0,0,
121,-2,70,-4,48,2,0,0,1,0,0,0,0,1,0,0,
119,-2,62,-8,50,2,0,0,1,0,0,0,0,1,0,0,
116,-3,61,-1,36,-14,0,0,1,0,0,0,0,1,0,0,
114,-2,60,-1,34,-2,0,0,1,0,0,0,0,1,0,0,
111,-3,61,1,35,1,0,0,1,0,0,0,0,1,0,0,
108,-3,60,-1,36,1,0,0,1,0,0,0,0,1,0,0,
106,-2,61,1,38,2,0,0,0,1,0,0,0,1,0,0,
103,-3,61,0,39,1,0,0,0,1,0,0,0,0,1,0,
101,-2,60,-1,41,2,0,0,0,1,0,0,0,0,1,0,
98,-3,58,-2,45,4,0,0,0,1,0,0,0,0,1,0,
96,-2,57,-1,45,0,0,0,0,1,0,0,0,0,1,0,
94,-2,55,-2,163,118,0,0,0,1,0,0,0,0,1,0,
93,-1,44,-11,165,2,0,0,0,1,0,0,0,0,1,0,
88,-5,41,-3,166,1,0,0,1,0,0,0,0,0,1,0,
86,-2,41,0,168,2,0,0,1,0,0,0,0,1,0,0,
56,-30,47,6,173,5,0,0,1,0,0,0,0,1,0,0,
59,3,46,-1,172,-1,0,0,0,1,0,0,0,1,0,0,
49,-10,43,-3,172,0,0,0,0,1,0,0,0,0,1,0,
47,-2,42,-1,175,3,0,0,1,0,0,0,0,0,1,0,
43,-4,40,-2,183,8,0,0,1,0,0,0,0,1,0,0,
40,-3,38,-2,185,2,0,0,1,0,0,0,0,1,0,0,
38,-2,36,-2,179,-6,0,0,1,0,0,0,0,1,0,0,
36,-2,35,-1,187,8,0,0,1,0,0,0,0,1,0,0,
35,-1,34,-1,189,2,0,1,0,0,0,0,0,1,0,0,
40,5,30,-4,181,-8,0,1,0,0,0,0,1,0,0,0,
30,-10,29,-1,191,10,0,1,0,0,0,0,1,0,0,0,
36,6,26,-3,56,-135,0,1,0,0,0,0,1,0,0,0,
37,1,25,-1,30,-26,0,1,0,0,0,0,1,0,0,0,
73,36,25,0,30,0,0,1,0,0,0,0,1,0,0,0,
70,-3,23,-2,32,2,0,1,0,0,0,0,1,0,0,0,
67,-3,24,1,33,1,0,1,0,0,0,0,1,0,0,0,
61,-6,23,-1,34,1,0,1,0,0,0,0,1,0,0,0,
59,-2,25,2,36,2,0,1,0,0,0,0,1,0,0,0,
59,0,23,-2,39,3,0,1,0,0,0,0,1,0,0,0,
57,-2,25,2,47,8,0,1,0,0,0,0,1,0,0,0,
