front,front_delta,front_right,front_right_delta,rear_right,rear_right_delta,right_angle,wall_error,mode1,mode2,mode3,prev_mode1,prev_mode2,prev_mode3
35,0,31,0,44,0,-13,-3.48,1,0,0,0,1,0
34,-1,31,0,45,1,-14,-3.13,1,0,0,1,0,0
32,-2,32,1,47,2,-15,-2.07,1,0,0,1,0,0
30,-2,46,14,32,-15,14,-2.42,1,0,0,1,0,0
28,-2,44,-2,32,0,12,-3.13,1,0,0,1,0,0
26,-2,44,0,31,-1,13,-3.48,1,0,0,1,0,0
25,-1,30,-14,31,0,-1,-8.43,1,0,0,1,0,0
24,-1,27,-3,30,-1,-3,-9.85,1,0,0,1,0,0
26,2,23,-4,31,1,-8,-10.91,1,0,0,1,0,0
77,51,21,-2,31,0,-10,-11.62,1,0,0,1,0,0
73,-4,21,0,32,1,-11,-11.26,1,0,0,1,0,0
71,-2,117,96,34,2,83,23.39,1,0,0,1,0,0
69,-2,119,2,36,2,83,24.80,1,0,0,1,0,0
64,-5,131,12,38,2,93,29.75,0,1,0,1,0,0
45,-19,130,-1,41,3,89,30.46,0,1,0,0,1,0
43,-2,129,-1,44,3,85,31.16,0,1,0,0,1,0
38,-5,128,-1,45,1,83,31.16,0,1,0,0,1,0
36,-2,127,-1,48,3,79,31.87,0,0,1,0,1,0
36,0,125,-2,50,2,75,31.87,0,0,1,0,0,1
52,16,124,-1,51,1,73,31.87,0,0,1,0,0,1
50,-2,122,-2,52,1,70,31.52,0,0,1,0,0,1
50,0,121,-1,54,2,67,31.87,0,1,0,0,0,1
47,-3,120,-1,55,1,65,31.87,0,1,0,0,1,0
44,-3,240,120,57,2,183,75.00,0,1,0,0,1,0
47,3,239,-1,59,2,180,75.36,0,1,0,0,1,0
42,-5,238,-1,57,-2,181,74.30,0,0,1,0,1,0
36,-6,237,-1,57,0,180,73.94,0,0,1,0,0,1
35,-1,234,-3,59,2,175,73.59,0,0,1,0,0,1
66,31,234,0,61,2,173,74.30,0,0,1,0,0,1
105,39,232,-2,66,5,166,75.36,0,0,1,0,0,1
102,-3,230,-2,68,2,162,75.36,0,0,1,0,0,1
101,-1,100,-130,70,2,30,30.10,0,0,1,0,0,1
100,-1,56,-44,71,1,-15,14.90,0,0,1,0,0,1
101,1,68,12,72,1,-4,19.50,0,0,1,0,0,1
220,119,65,-3,88,16,-23,24.09,0,0,1,0,0,1
204,-16,68,3,88,0,-20,25.15,0,0,1,0,0,1
201,-3,64,-4,89,1,-25,24.09,0,1,0,0,0,1
216,15,58,-6,92,3,-34,23.03,0,1,0,0,1,0
212,-4,43,-15,94,2,-51,18.44,0,1,0,0,1,0
185,-27,56,13,96,2,-40,23.74,0,1,0,0,1,0
201,16,54,-2,98,2,-44,23.74,0,1,0,0,1,0
88,-113,42,-12,100,2,-58,20.20,0,1,0,0,1,0
188,100,22,-20,102,2,-80,13.84,0,1,0,0,1,0
101,-87,16,-6,103,1,-87,12.07,0,0,1,0,1,0
183,82,35,19,107,4,-72,20.20,0,0,1,0,0,1
168,-15,47,12,108,1,-61,24.80,0,0,1,0,0,1
57,-111,31,-16,109,1,-78,19.50,0,0,1,0,0,1
56,-1,31,0,111,2,-80,20.20,0,0,1,0,0,1
36,-20,25,-6,112,1,-87,18.44,0,0,1,0,0,1
37,1,37,12,112,0,-75,22.68,0,0,1,0,0,1
38,1,35,-2,114,2,-79,22.68,0,0,1,0,0,1
48,10,26,-9,116,2,-90,20.20,0,0,1,0,0,1
46,-2,29,3,117,1,-88,21.62,0,0,1,0,0,1
37,-9,41,12,117,0,-76,25.86,0,0,1,0,0,1
29,-8,38,-3,78,-39,-40,11.01,0,0,1,0,0,1
29,0,36,-2,79,1,-43,10.66,0,0,1,0,0,1
36,7,40,4,80,1,-40,12.43,0,0,1,0,0,1
33,-3,38,-2,82,2,-44,12.43,0,0,1,0,0,1
29,-4,47,9,75,-7,-28,13.13,0,0,1,0,0,1
29,0,41,-6,70,-5,-29,9.24,0,0,1,0,0,1
30,1,29,-12,70,0,-41,5.00,0,0,1,0,0,1

