front,front_delta,front_right,front_right_delta,rear_right,rear_right_delta,mode1,mode2,mode3,mode4,mode5,prev_mode1,prev_mode2,prev_mode3,prev_mode4,prev_mode5
54,0,53,0,400,0,0,0,1,0,0,0,0,1,0,0,
53,-1,51,-2,400,0,0,0,1,0,0,0,0,1,0,0,
50,-3,49,-2,400,0,0,1,0,0,0,0,0,1,0,0,
47,-3,47,-2,400,0,0,1,0,0,0,0,1,0,0,0,
45,-2,43,-4,75,-325,0,1,0,0,0,0,1,0,0,0,
46,1,42,-1,74,-1,0,1,0,0,0,0,1,0,0,0,
56,10,41,-1,64,-10,0,0,1,0,0,0,1,0,0,0,
56,0,39,-2,65,1,0,0,1,0,0,0,0,1,0,0,
54,-2,37,-2,64,-1,0,0,1,0,0,0,0,1,0,0,
52,-2,36,-1,64,0,0,0,1,0,0,0,0,1,0,0,
50,-2,35,-1,65,1,0,1,0,0,0,0,0,1,0,0,
68,18,34,-1,66,1,0,1,0,0,0,0,1,0,0,0,
66,-2,18,-16,65,-1,0,1,0,0,0,0,1,0,0,0,
65,-1,32,14,66,1,0,1,0,0,0,0,1,0,0,0,
63,-2,32,0,57,-9,0,1,0,0,0,0,1,0,0,0,
61,-2,32,0,50,-7,0,0,1,0,0,0,1,0,0,0,
59,-2,33,1,47,-3,0,0,1,0,0,0,0,1,0,0,
400,341,32,-1,50,3,0,0,1,0,0,0,0,1,0,0,
400,0,32,0,47,-3,0,0,1,0,0,0,0,1,0,0,
400,0,31,-1,43,-4,0,0,1,0,0,0,0,1,0,0,
400,0,30,-1,45,2,0,0,1,0,0,0,0,1,0,0,
400,0,30,0,47,2,0,1,0,0,0,0,0,1,0,0,
400,0,30,0,46,-1,0,0,1,0,0,0,1,0,0,0,
400,0,31,1,50,4,0,0,1,0,0,0,0,1,0,0,
400,0,31,0,36,-14,0,0,1,0,0,0,0,1,0,0,
400,0,31,0,33,-3,0,0,1,0,0,0,0,1,0,0,
400,0,30,-1,56,23,0,0,1,0,0,0,0,1,0,0,
400,0,31,1,58,2,0,0,1,0,0,0,0,1,0,0,
400,0,31,0,31,-27,0,0,1,0,0,0,0,1,0,0,
62,-338,31,0,74,43,0,0,1,0,0,0,0,1,0,0,
60,-2,31,0,37,-37,0,0,1,0,0,0,0,1,0,0,
57,-3,31,0,70,33,0,0,1,0,0,0,0,1,0,0,
56,-1,30,-1,37,-33,0,0,1,0,0,0,0,1,0,0,
400,344,30,0,36,-1,0,0,1,0,0,0,0,1,0,0,
400,0,30,0,63,27,0,1,0,0,0,0,0,1,0,0,
400,0,31,1,31,-32,0,0,1,0,0,0,1,0,0,0,
400,0,400,369,31,0,0,0,1,0,0,0,0,1,0,0,
400,0,400,0,30,-1,0,0,1,0,0,0,0,1,0,0,
400,0,50,-350,30,0,0,0,1,0,0,0,0,1,0,0,
400,0,47,-3,32,2,0,0,1,0,0,0,0,1,0,0,
335,-65,44,-3,32,0,0,0,1,0,0,0,0,1,0,0,
400,65,400,356,32,0,0,0,1,0,0,0,0,1,0,0,
400,0,400,0,34,2,0,0,1,0,0,0,0,1,0,0,
400,0,400,0,34,0,0,0,1,0,0,0,0,1,0,0,
73,-327,57,-343,37,3,0,0,1,0,0,0,0,1,0,0,
71,-2,99,42,34,-3,0,0,1,0,0,0,0,1,0,0,
106,35,400,301,34,0,0,0,0,1,0,0,0,1,0,0,
63,-43,103,-297,36,2,0,0,1,0,0,0,0,0,1,0,
267,204,49,-54,125,89,0,0,1,0,0,0,0,1,0,0,
263,-4,46,-3,400,275,0,0,1,0,0,0,0,1,0,0,
56,-207,38,-8,43,-357,0,0,1,0,0,0,0,1,0,0,
103,47,37,-1,43,0,0,0,1,0,0,0,0,1,0,0,
254,151,39,2,44,1,0,0,1,0,0,0,0,1,0,0,
