front,front_delta,front_right,front_right_delta,rear_right,rear_right_delta,right_angle,wall_error,mode1,mode2,mode3,prev_mode1,prev_mode2,prev_mode3
42,0,73,0,104,0,-31,32.58,1,0,0,0,1,0
41,-1,72,-1,105,1,-33,32.58,1,0,0,1,0,0
40,-1,72,0,106,1,-34,32.93,1,0,0,1,0,0
38,-2,72,0,132,26,-60,42.12,1,0,0,1,0,0
37,-1,400,328,134,2,266,158.80,1,0,0,1,0,0
37,0,37,-363,57,-77,-20,3.23,1,0,0,1,0,0
36,-1,33,-4,57,0,-24,1.82,1,0,0,1,0,0
49,13,31,-2,58,1,-27,1.47,1,0,0,1,0,0
46,-3,30,-1,59,1,-29,1.47,1,0,0,1,0,0
44,-2,30,0,61,2,-31,2.17,1,0,0,1,0,0
44,0,29,-1,73,12,-44,6.06,1,0,0,1,0,0
42,-2,29,0,73,0,-44,6.06,1,0,0,1,0,0
138,96,29,0,74,1,-45,6.42,1,0,0,1,0,0
135,-3,31,2,76,2,-45,7.83,0,1,0,1,0,0
132,-3,31,0,400,324,-369,122.38,0,1,0,0,1,0
60,-72,32,1,400,0,-368,122.73,0,1,0,0,1,0
57,-3,32,0,400,0,-368,122.73,0,1,0,0,1,0
56,-1,31,-1,38,-362,-7,-5.61,0,1,0,0,1,0
120,64,31,0,39,1,-8,-5.25,0,1,0,0,1,0
51,-69,31,0,39,0,-8,-5.25,0,1,0,0,1,0
67,16,32,1,41,2,-9,-4.19,0,1,0,0,1,0
112,45,35,3,41,0,-6,-3.13,0,1,0,0,1,0
110,-2,32,-3,43,2,-11,-3.48,0,1,0,0,1,0
59,-51,32,0,45,2,-13,-2.78,0,1,0,0,1,0
56,-3,31,-1,47,2,-16,-2.42,0,1,0,0,1,0
56,0,31,0,47,0,-16,-2.42,0,1,0,0,1,0
72,16,31,0,49,2,-18,-1.72,0,1,0,0,1,0
69,-3,400,369,51,2,349,129.45,0,1,0,0,1,0
65,-4,154,-246,53,2,101,43.18,0,1,0,0,1,0
62,-3,152,-2,57,4,95,43.89,0,1,0,0,1,0
60,-2,150,-2,58,1,92,43.54,0,1,0,0,1,0
58,-2,148,-2,36,-22,112,35.05,0,1,0,0,1,0
56,-2,146,-2,61,25,85,43.18,0,1,0,0,1,0
56,0,144,-2,65,4,79,43.89,0,0,1,0,1,0
70,14,143,-1,66,1,77,43.89,0,0,1,0,0,1
68,-2,141,-2,67,1,74,43.54,0,0,1,0,0,1
67,-1,115,-26,68,1,47,34.70,0,0,1,0,0,1
64,-3,112,-3,70,2,42,34.35,0,0,1,0,0,1
73,9,111,-1,70,0,41,33.99,0,0,1,0,0,1
72,-1,108,-3,72,2,36,33.64,0,0,1,0,0,1
71,-1,107,-1,400,328,-293,149.25,0,0,1,0,0,1
70,-1,104,-3,400,0,-296,148.19,0,1,0,0,0,1
126,56,102,-2,79,-321,23,33.99,0,1,0,0,1,0
104,-22,99,-3,82,3,17,33.99,0,1,0,0,1,0
101,-3,96,-3,329,247,-233,120.26,0,1,0,0,1,0
98,-3,94,-2,364,35,-270,131.93,0,1,0,0,1,0
96,-2,94,0,67,-297,27,26.92,0,1,0,0,1,0
94,-2,90,-4,70,3,20,26.57,0,1,0,0,1,0
91,-3,89,-1,335,265,-246,119.91,0,0,1,0,1,0
89,-2,87,-2,52,-283,35,19.14,0,0,1,0,0,1
87,-2,85,-2,329,277,-244,116.37,0,0,1,0,0,1
84,-3,84,-1,331,2,-247,116.72,0,0,1,0,0,1
81,-3,84,0,332,1,-248,117.08,0,0,1,0,0,1
79,-2,85,1,251,-81,-166,88.79,0,1,0,0,0,1
77,-2,79,-6,249,-2,-170,85.96,0,1,0,0,1,0
74,-3,58,-21,242,-7,-184,76.06,0,1,0,0,1,0
72,-2,57,-1,244,2,-187,76.42,0,1,0,0,1,0
69,-3,78,21,83,-161,-5,26.92,0,1,0,0,1,0
67,-2,79,1,84,1,-5,27.63,0,1,0,0,1,0
65,-2,73,-6,256,172,-183,86.32,0,1,0,0,1,0
62,-3,72,-1,30,-226,42,6.06,0,1,0,0,1,0

