front,front_delta,front_right,front_right_delta,rear_right,rear_right_delta,mode1,mode2,mode3,mode4,mode5,prev_mode1,prev_mode2,prev_mode3,prev_mode4,prev_mode5
400,0,25,0,29,4,0,0,1,0,0,0,0,1,0,0,
400,0,24,-1,26,-3,0,0,1,0,0,0,0,1,0,0,
400,0,26,2,36,10,0,0,1,0,0,0,0,1,0,0,
400,0,25,-1,39,3,0,0,1,0,0,0,0,1,0,0,
400,0,24,-1,36,-3,0,1,0,0,0,0,0,1,0,0,
400,0,27,3,26,-10,0,1,0,0,0,0,1,0,0,0,
400,0,29,2,23,-3,0,0,1,0,0,0,1,0,0,0,
400,0,400,371,24,1,0,0,1,0,0,0,0,1,0,0,
400,0,400,0,24,0,0,0,1,0,0,0,0,1,0,0,
400,0,400,0,24,0,0,0,1,0,0,0,0,1,0,0,
400,0,400,0,25,1,0,0,1,0,0,0,0,1,0,0,
400,0,400,0,27,2,0,0,0,1,0,0,0,1,0,0,
400,0,400,0,60,33,0,0,0,1,0,0,0,0,1,0,
400,0,400,0,76,16,0,0,1,0,0,0,0,0,1,0,
400,0,30,-370,79,3,0,0,1,0,0,0,0,1,0,0,
400,0,28,-2,50,-29,0,0,1,0,0,0,0,1,0,0,
400,0,56,28,50,0,0,0,1,0,0,0,0,1,0,0,
400,0,400,344,50,0,0,0,1,0,0,0,0,1,0,0,
400,0,400,0,53,3,0,0,1,0,0,0,0,1,0,0,
400,0,400,0,57,4,0,0,0,1,0,0,0,1,0,0,
400,0,400,0,36,-21,0,0,0,1,0,0,0,0,1,0,
400,0,400,0,63,27,0,0,0,1,0,0,0,0,1,0,
400,0,400,0,67,4,0,0,0,1,0,0,0,0,1,0,
400,0,400,0,102,35,0,0,0,1,0,0,0,0,1,0,
400,0,400,0,107,5,0,0,1,0,0,0,0,0,1,0,
400,0,400,0,105,-2,0,0,1,0,0,0,0,1,0,0,
400,0,400,0,106,1,0,0,1,0,0,0,0,1,0,0,
400,0,400,0,107,1,0,0,1,0,0,0,0,1,0,0,
400,0,53,-347,108,1,0,0,0,1,0,0,0,1,0,0,
400,0,50,-3,112,4,0,0,0,1,0,0,0,0,1,0,
400,0,50,0,400,288,0,0,1,0,0,0,0,0,1,0,
400,0,400,350,400,0,0,0,1,0,0,0,0,1,0,0,
400,0,30,-370,400,0,0,0,1,0,0,0,0,1,0,0,
400,0,26,-4,27,-373,0,0,1,0,0,0,0,1,0,0,
400,0,36,10,28,1,0,0,1,0,0,0,0,1,0,0,
