front,front_delta,front_right,front_right_delta,rear_right,rear_right_delta,right_angle,wall_error,mode1,mode2,mode3,prev_mode1,prev_mode2,prev_mode3
65,0,9,0,60,0,-51,-5.61,0,1,0,0,1,0
63,-2,9,0,62,2,-53,-4.90,0,1,0,0,1,0
63,0,9,0,63,1,-54,-4.54,1,0,0,0,1,0
60,-3,7,-2,64,1,-57,-4.90,1,0,0,1,0,0
58,-2,9,2,67,3,-58,-3.13,1,0,0,1,0,0
57,-1,9,0,81,14,-72,1.82,1,0,0,1,0,0
56,-1,9,0,87,6,-78,3.94,1,0,0,1,0,0
56,0,12,3,98,11,-86,8.89,1,0,0,1,0,0
54,-2,122,110,16,-82,106,18.79,1,0,0,1,0,0
52,-2,56,-66,8,-8,48,-7.37,0,1,0,1,0,0
51,-1,52,-4,8,0,44,-8.79,0,1,0,0,1,0
49,-2,50,-2,8,0,42,-9.49,0,1,0,0,1,0
48,-1,50,0,9,1,41,-9.14,0,1,0,0,1,0
46,-2,48,-2,10,1,38,-9.49,1,0,0,0,1,0
44,-2,46,-2,10,0,36,-10.20,1,0,0,1,0,0
43,-1,44,-2,11,1,33,-10.55,1,0,0,1,0,0
42,-1,42,-2,11,0,31,-11.26,0,1,0,1,0,0
42,0,40,-2,12,1,28,-11.62,0,1,0,0,1,0
42,0,38,-2,13,1,25,-11.97,0,1,0,0,1,0
53,11,36,-2,14,1,22,-12.32,1,0,0,0,1,0
51,-2,35,-1,16,2,19,-11.97,1,0,0,1,0,0
49,-2,33,-2,16,0,17,-12.68,1,0,0,1,0,0
50,1,33,0,18,2,15,-11.97,1,0,0,1,0,0
57,7,32,-1,20,2,12,-11.62,1,0,0,1,0,0
56,-1,31,-1,21,1,10,-11.62,1,0,0,1,0,0
53,-3,32,1,25,4,7,-9.85,0,1,0,1,0,0
50,-3,32,0,29,4,3,-8.43,0,1,0,0,1,0
49,-1,32,0,46,17,-14,-2.42,1,0,0,0,1,0
46,-3,32,0,47,1,-15,-2.07,1,0,0,1,0,0
44,-2,32,0,46,-1,-14,-2.42,1,0,0,1,0,0
42,-2,35,3,50,4,-15,0.05,1,0,0,1,0,0
40,-2,52,17,36,-14,16,1.11,1,0,0,1,0,0
38,-2,52,0,33,-3,19,0.05,1,0,0,1,0,0
37,-1,53,1,31,-2,22,-0.30,1,0,0,1,0,0
36,-1,49,-4,31,0,18,-1.72,1,0,0,1,0,0
36,0,35,-14,32,1,3,-6.31,1,0,0,1,0,0
37,1,32,-3,33,1,-1,-7.02,1,0,0,1,0,0
51,14,32,0,34,1,-2,-6.67,1,0,0,1,0,0
45,-6,30,-2,35,1,-5,-7.02,1,0,0,1,0,0
50,5,30,0,37,2,-7,-6.31,1,0,0,1,0,0
272,222,30,0,39,2,-9,-5.61,1,0,0,1,0,0
224,-48,31,1,42,3,-11,-4.19,0,1,0,1,0,0
221,-3,32,1,44,2,-12,-3.13,0,1,0,0,1,0
218,-3,32,0,50,6,-18,-1.01,0,1,0,0,1,0
216,-2,32,0,50,0,-18,-1.01,0,1,0,0,1,0
213,-3,33,1,51,1,-18,-0.30,0,1,0,0,1,0
211,-2,33,0,54,3,-21,0.76,0,1,0,0,1,0
208,-3,33,0,56,2,-23,1.47,0,1,0,0,1,0
206,-2,32,-1,57,1,-25,1.47,0,1,0,0,1,0
203,-3,166,134,60,3,106,49.90,0,1,0,0,1,0
201,-2,37,-129,62,2,-25,5.00,0,1,0,0,1,0
198,-3,249,212,64,2,185,80.66,0,1,0,0,1,0
196,-2,247,-2,66,2,181,80.66,0,1,0,0,1,0
193,-3,34,-213,69,3,-35,6.42,0,1,0,0,1,0
191,-2,243,209,73,4,170,81.72,0,1,0,0,1,0
188,-3,189,-54,85,12,104,66.87,0,1,0,0,1,0
185,-3,157,-32,78,-7,79,53.08,0,1,0,0,1,0
182,-3,238,81,33,-45,205,65.81,0,1,0,0,1,0
180,-2,235,-3,83,50,152,82.43,0,1,0,0,1,0
177,-3,234,-1,86,3,148,83.14,0,1,0,0,1,0
174,-3,232,-2,116,30,116,93.04,0,1,0,0,1,0
172,-2,230,-2,40,-76,190,65.46,0,1,0,0,1,0
169,-3,229,-1,43,3,186,66.17,0,1,0,0,1,0
167,-2,228,-1,66,23,162,73.94,0,1,0,0,1,0
164,-3,226,-2,34,-32,192,61.92,0,1,0,0,1,0
162,-2,57,-169,33,-1,24,1.82,0,1,0,0,1,0
159,-3,56,-1,34,1,22,1.82,0,0,1,0,1,0
118,-41,159,103,34,0,125,38.24,0,0,1,0,0,1
154,36,53,-106,36,2,17,1.47,0,0,1,0,0,1
152,-2,36,-17,37,1,-1,-4.19,0,0,1,0,0,1
151,-1,37,1,50,13,-13,0.76,0,1,0,0,0,1
80,-71,34,-3,51,1,-17,0.05,0,1,0,0,1,0
77,-3,33,-1,53,2,-20,0.41,0,1,0,0,1,0
145,68,32,-1,54,1,-22,0.41,0,1,0,0,1,0
77,-68,31,-1,55,1,-24,0.41,0,1,0,0,1,0
71,-6,30,-1,59,4,-29,1.47,0,1,0,0,1,0
68,-3,29,-1,57,-2,-28,0.41,0,1,0,0,1,0
65,-3,28,-1,57,0,-29,0.05,0,1,0,0,1,0
64,-1,28,0,59,2,-31,0.76,1,0,0,0,1,0
61,-3,26,-2,61,2,-35,0.76,0,1,0,1,0,0
60,-1,27,1,60,-1,-33,0.76,0,1,0,0,1,0
129,69,26,-1,62,2,-36,1.11,1,0,0,0,1,0
127,-2,26,0,64,2,-38,1.82,1,0,0,1,0,0
125,-2,29,3,124,60,-95,24.09,1,0,0,1,0,0
122,-3,33,4,114,-10,-81,21.97,0,1,0,1,0,0
120,-2,52,19,30,-84,22,-1.01,0,1,0,0,1,0
118,-2,49,-3,27,-3,22,-3.13,0,1,0,0,1,0
116,-2,49,0,28,1,21,-2.78,0,1,0,0,1,0
114,-2,49,0,30,2,19,-2.07,0,1,0,0,1,0
112,-2,48,-1,28,-2,20,-3.13,0,1,0,0,1,0
109,-3,47,-1,30,2,17,-2.78,0,1,0,0,1,0
68,-41,50,3,32,2,18,-1.01,0,0,1,0,1,0
66,-2,48,-2,32,0,16,-1.72,0,0,1,0,0,1
63,-3,209,161,32,0,177,55.21,0,1,0,0,0,1
101,38,43,-166,33,1,10,-3.13,0,1,0,0,1,0
99,-2,40,-3,33,0,7,-4.19,0,1,0,0,1,0
96,-3,41,1,35,2,6,-3.13,0,1,0,0,1,0
94,-2,40,-1,35,0,5,-3.48,0,1,0,0,1,0
92,-2,39,-1,36,1,3,-3.48,0,0,1,0,1,0
90,-2,40,1,37,1,3,-2.78,0,0,1,0,0,1
87,-3,38,-2,38,1,0,-3.13,0,0,1,0,0,1
85,-2,36,-2,39,1,-3,-3.48,0,1,0,0,0,1
84,-1,35,-1,44,5,-9,-2.07,0,1,0,0,1,0
82,-2,33,-2,45,1,-12,-2.42,0,1,0,0,1,0
80,-2,32,-1,46,1,-14,-2.42,0,1,0,0,1,0
78,-2,73,41,47,1,26,12.43,0,1,0,0,1,0
76,-2,31,-42,48,1,-17,-2.07,0,1,0,0,1,0
74,-2,29,-2,49,1,-20,-2.42,0,1,0,0,1,0
72,-2,28,-1,49,0,-21,-2.78,0,1,0,0,1,0
70,-2,28,0,50,1,-22,-2.42,0,1,0,0,1,0
68,-2,27,-1,50,0,-23,-2.78,0,1,0,0,1,0
66,-2,129,102,51,1,78,33.64,0,1,0,0,1,0
64,-2,83,-46,52,1,31,17.73,0,1,0,0,1,0
62,-2,134,51,50,-2,84,35.05,0,0,1,0,1,0
60,-2,128,-6,51,1,77,33.29,0,0,1,0,0,1
58,-2,128,0,56,5,72,35.05,0,1,0,0,0,1
58,0,125,-3,57,1,68,34.35,0,1,0,0,1,0
57,-1,75,-50,58,1,17,17.02,0,1,0,0,1,0
57,0,126,51,59,1,67,35.41,0,1,0,0,1,0
56,-1,123,-3,59,0,64,34.35,0,1,0,0,1,0
337,281,120,-3,60,1,60,33.64,0,1,0,0,1,0
400,63,72,-48,62,2,10,17.38,0,1,0,0,1,0
400,0,118,46,63,1,55,33.99,0,0,1,0,1,0
400,0,71,-47,64,1,7,17.73,0,0,1,0,0,1
361,-39,67,-4,65,1,2,16.67,0,1,0,0,0,1
357,-4,68,1,68,3,0,18.08,0,1,0,0,1,0
290,-67,65,-3,69,1,-4,17.38,0,0,1,0,1,0
287,-3,108,43,69,0,39,32.58,0,1,0,0,0,1
284,-3,108,0,70,1,38,32.93,0,1,0,0,1,0
282,-2,65,-43,70,0,-5,17.73,0,1,0,0,1,0
279,-3,59,-6,72,2,-13,16.32,0,1,0,0,1,0
277,-2,56,-3,71,-1,-15,14.90,0,1,0,0,1,0
274,-3,53,-3,29,-42,24,-1.01,0,0,1,0,1,0
271,-3,50,-3,28,-1,22,-2.42,0,0,1,0,0,1
269,-2,50,0,74,46,-24,13.84,0,1,0,0,0,1
267,-2,32,-18,76,2,-44,8.18,0,1,0,0,1,0
265,-2,32,0,30,-46,2,-8.08,0,1,0,0,1,0
262,-3,32,0,32,2,0,-7.37,0,1,0,0,1,0
259,-3,32,0,74,42,-42,7.48,0,1,0,0,1,0
257,-2,31,-1,76,2,-45,7.83,0,1,0,0,1,0
79,-178,31,0,75,-1,-44,7.48,0,1,0,0,1,0
89,10,31,0,85,10,-54,11.01,0,1,0,0,1,0
86,-3,31,0,35,-50,-4,-6.67,0,1,0,0,1,0

