front,front_delta,front_right,front_right_delta,rear_right,rear_right_delta,mode1,mode2,mode3,mode4,mode5,prev_mode1,prev_mode2,prev_mode3,prev_mode4,prev_mode5
61,0,9,0,57,-18,0,1,0,0,0,0,0,1,0,0,
61,0,400,391,16,-41,0,1,0,0,0,0,1,0,0,0,
59,-2,17,-383,57,41,0,1,0,0,0,0,1,0,0,0,
57,-2,400,383,8,-49,0,1,0,0,0,0,1,0,0,0,
56,-1,400,0,7,-1,0,0,1,0,0,0,1,0,0,0,
400,344,56,-344,7,0,0,0,1,0,0,0,0,1,0,0,
400,0,56,0,10,3,0,0,1,0,0,0,0,1,0,0,
400,0,400,344,11,1,0,0,1,0,0,0,0,1,0,0,
400,0,400,0,13,2,0,0,1,0,0,0,0,1,0,0,
400,0,44,-356,14,1,0,0,1,0,0,0,0,1,0,0,
400,0,42,-2,16,2,0,0,1,0,0,0,0,1,0,0,
400,0,41,-1,17,1,0,0,1,0,0,0,0,1,0,0,
400,0,63,22,19,2,0,0,1,0,0,0,0,1,0,0,
400,0,61,-2,21,2,0,0,0,1,0,0,0,1,0,0,
400,0,60,-1,22,1,0,0,0,1,0,0,0,0,1,0,
400,0,57,-3,25,3,0,0,0,1,0,0,0,0,1,0,
400,0,56,-1,26,1,0,0,1,0,0,0,0,0,1,0,
73,-327,30,-26,27,1,0,0,1,0,0,0,0,1,0,0,
400,327,29,-1,29,2,0,0,1,0,0,0,0,1,0,0,
68,-332,30,1,65,36,0,0,1,0,0,0,0,1,0,0,
400,332,30,0,28,-37,0,0,1,0,0,0,0,1,0,0,
400,0,30,0,28,0,0,0,1,0,0,0,0,1,0,0,
57,-343,30,0,29,1,0,0,1,0,0,0,0,1,0,0,
400,343,29,-1,30,1,0,0,1,0,0,0,0,1,0,0,
400,0,30,1,30,0,0,0,1,0,0,0,0,1,0,0,
400,0,30,0,29,-1,0,0,1,0,0,0,0,1,0,0,
400,0,31,1,28,-1,0,0,1,0,0,0,0,1,0,0,
335,-65,32,1,132,104,0,0,1,0,0,0,0,1,0,0,
400,65,36,4,29,-103,0,0,1,0,0,0,0,1,0,0,
400,0,400,364,29,0,0,0,1,0,0,0,0,1,0,0,
400,0,37,-363,30,1,0,0,1,0,0,0,0,1,0,0,
400,0,36,-1,30,0,0,0,1,0,0,0,0,1,0,0,
400,0,43,7,30,0,0,0,1,0,0,0,0,1,0,0,
400,0,400,357,31,1,0,0,1,0,0,0,0,1,0,0,
400,0,38,-362,31,0,0,0,1,0,0,0,0,1,0,0,
104,-296,400,362,33,2,0,0,0,1,0,0,0,1,0,0,
400,296,56,-344,33,0,0,0,1,0,0,0,0,0,1,0,
105,-295,35,-21,37,4,0,0,1,0,0,0,0,1,0,0,
102,-3,34,-1,36,-1,0,0,0,1,0,0,0,1,0,0,
63,-39,33,-1,70,34,0,0,1,0,0,0,0,0,1,0,
60,-3,33,0,128,58,0,0,1,0,0,0,0,1,0,0,
56,-4,32,-1,127,-1,0,0,1,0,0,0,0,1,0,0,
56,0,32,0,83,-44,0,1,0,0,0,0,0,1,0,0,
