front,front_delta,front_right,front_right_delta,rear_right,rear_right_delta,right_angle,wall_error,mode1,mode2,mode3,prev_mode1,prev_mode2,prev_mode3
69,0,25,0,68,0,-43,2.88,0,1,0,0,1,0
68,-1,25,0,63,-5,-38,1.11,0,1,0,0,1,0
66,-2,24,-1,63,0,-39,0.76,0,1,0,0,1,0
65,-1,23,-1,63,0,-40,0.41,0,1,0,0,1,0
63,-2,23,0,66,3,-43,1.47,0,1,0,0,1,0
61,-2,21,-2,65,-1,-44,0.41,0,1,0,0,1,0
59,-2,22,1,66,1,-44,1.11,0,1,0,0,1,0
56,-3,20,-2,68,2,-48,1.11,0,1,0,0,1,0
54,-2,22,2,69,1,-47,2.17,1,0,0,0,1,0
53,-1,18,-4,71,2,-53,1.47,1,0,0,1,0,0
52,-1,19,1,74,3,-55,2.88,1,0,0,1,0,0
51,-1,29,10,40,-34,-11,-5.61,0,1,0,1,0,0
140,89,29,0,37,-3,-8,-6.67,0,1,0,0,1,0
138,-2,29,0,40,3,-11,-5.61,0,1,0,0,1,0
137,-1,29,0,41,1,-12,-5.25,0,1,0,0,1,0
131,-6,28,-1,85,44,-57,9.95,0,1,0,0,1,0
122,-9,29,1,87,2,-58,11.01,0,1,0,0,1,0
129,7,29,0,42,-45,-13,-4.90,0,1,0,0,1,0
127,-2,28,-1,57,15,-29,0.05,0,1,0,0,1,0
125,-2,30,2,50,-7,-20,-1.72,0,1,0,0,1,0
122,-3,27,-3,50,0,-23,-2.78,0,1,0,0,1,0
120,-2,27,0,54,4,-27,-1.36,0,1,0,0,1,0
118,-2,27,0,57,3,-30,-0.30,0,1,0,0,1,0
115,-3,27,0,57,0,-30,-0.30,0,1,0,0,1,0
113,-2,28,1,60,3,-32,1.11,0,1,0,0,1,0
110,-3,26,-2,29,-31,-3,-10.55,0,1,0,0,1,0
108,-2,28,2,36,7,-8,-7.37,0,1,0,0,1,0
106,-2,30,2,31,-5,-1,-8.43,0,1,0,0,1,0
103,-3,29,-1,30,-1,-1,-9.14,0,1,0,0,1,0
101,-2,47,18,30,0,17,-2.78,0,1,0,0,1,0
99,-2,46,-1,36,6,10,-1.01,0,1,0,0,1,0
96,-3,73,27,29,-7,44,6.06,0,1,0,0,1,0
94,-2,44,-29,30,1,14,-3.84,0,1,0,0,1,0
92,-2,44,0,30,0,14,-3.84,0,1,0,0,1,0
89,-3,40,-4,29,-1,11,-5.61,0,1,0,0,1,0
87,-2,44,4,30,1,14,-3.84,0,0,1,0,1,0
85,-2,44,0,49,19,-5,2.88,0,0,1,0,0,1
83,-2,44,0,43,-6,1,0.76,0,0,1,0,0,1
81,-2,43,-1,45,2,-2,1.11,0,0,1,0,0,1
80,-1,43,0,56,11,-13,5.00,0,0,1,0,0,1
78,-2,41,-2,49,-7,-8,1.82,0,0,1,0,0,1
77,-1,38,-3,50,1,-12,1.11,0,0,1,0,0,1
76,-1,37,-1,59,9,-22,3.94,0,0,1,0,0,1
75,-1,35,-2,64,5,-29,5.00,0,0,1,0,0,1
75,0,34,-1,140,76,-106,31.52,0,1,0,0,0,1
81,6,32,-2,142,2,-110,31.52,0,1,0,0,1,0
80,-1,30,-2,87,-55,-57,11.37,0,1,0,0,1,0
77,-3,30,0,145,58,-115,31.87,1,0,0,0,1,0
33,-44,29,-1,57,-88,-28,0.41,1,0,0,1,0,0
37,4,26,-3,57,0,-31,-0.66,1,0,0,1,0,0
67,30,25,-1,54,-3,-29,-2.07,1,0,0,1,0,0
63,-4,25,0,26,-28,-1,-11.97,1,0,0,1,0,0
61,-2,25,0,26,0,-1,-11.97,1,0,0,1,0,0
59,-2,26,1,30,4,-4,-10.20,1,0,0,1,0,0
56,-3,28,2,39,9,-11,-6.31,0,1,0,1,0,0
55,-1,28,0,37,-2,-9,-7.02,0,1,0,0,1,0
53,-2,28,0,34,-3,-6,-8.08,0,1,0,0,1,0

