front,front_delta,front_right,front_right_delta,rear_right,rear_right_delta,mode1,mode2,mode3,mode4,mode5,prev_mode1,prev_mode2,prev_mode3,prev_mode4,prev_mode5
46,-1,199,0,70,1,0,1,0,0,0,0,1,0,0,0,
46,0,40,-159,66,-4,0,1,0,0,0,0,1,0,0,0,
44,-2,38,-2,67,1,0,1,0,0,0,0,1,0,0,0,
41,-3,37,-1,400,333,0,1,0,0,0,0,1,0,0,0,
38,-3,39,2,337,-63,0,1,0,0,0,0,1,0,0,0,
36,-2,40,1,203,-134,0,1,0,0,0,0,1,0,0,0,
35,-1,49,9,202,-1,0,1,0,0,0,0,1,0,0,0,
32,-3,37,-12,201,-1,0,1,0,0,0,0,1,0,0,0,
31,-1,36,-1,201,0,0,1,0,0,0,0,1,0,0,0,
30,-1,29,-7,202,1,0,1,0,0,0,0,1,0,0,0,
29,-1,28,-1,66,-136,0,1,0,0,0,0,1,0,0,0,
27,-2,25,-3,67,1,0,1,0,0,0,0,1,0,0,0,
59,32,23,-2,39,-28,0,1,0,0,0,0,1,0,0,0,
56,-3,21,-2,39,0,0,1,0,0,0,0,1,0,0,0,
58,2,22,1,41,2,0,1,0,0,0,0,1,0,0,0,
40,-18,20,-2,42,1,0,1,0,0,0,0,1,0,0,0,
37,-3,20,0,44,2,0,1,0,0,0,0,1,0,0,0,
50,13,20,0,48,4,0,1,0,0,0,0,1,0,0,0,
47,-3,21,1,50,2,0,1,0,0,0,0,1,0,0,0,
45,-2,23,2,36,-14,0,1,0,0,0,0,1,0,0,0,
43,-2,23,0,26,-10,0,1,0,0,0,0,1,0,0,0,
41,-2,24,1,23,-3,0,1,0,0,0,0,1,0,0,0,
39,-2,29,5,22,-1,0,1,0,0,0,0,1,0,0,0,
37,-2,46,17,21,-1,0,1,0,0,0,0,1,0,0,0,
36,-1,45,-1,21,0,0,1,0,0,0,0,1,0,0,0,
34,-2,34,-11,22,1,0,1,0,0,0,0,1,0,0,0,
33,-1,31,-3,22,0,0,1,0,0,0,0,1,0,0,0,
33,0,30,-1,23,1,0,1,0,0,0,0,1,0,0,0,
31,-2,28,-2,25,2,0,1,0,0,0,0,1,0,0,0,
45,14,28,0,26,1,0,1,0,0,0,0,1,0,0,0,
400,355,26,-2,28,2,0,1,0,0,0,0,1,0,0,0,
61,-339,24,-2,30,2,0,1,0,0,0,0,1,0,0,0,
57,-4,24,0,33,3,0,1,0,0,0,0,1,0,0,0,
56,-1,25,1,36,3,0,1,0,0,0,0,1,0,0,0,
55,-1,24,-1,38,2,0,1,0,0,0,0,1,0,0,0,
54,-1,25,1,40,2,0,0,1,0,0,0,1,0,0,0,
400,346,26,1,43,3,0,0,1,0,0,0,0,1,0,0,
400,0,26,0,28,-15,0,0,1,0,0,0,0,1,0,0,
400,0,27,1,29,1,0,0,1,0,0,0,0,1,0,0,
400,0,28,1,52,23,0,0,1,0,0,0,0,1,0,0,
400,0,26,-2,61,9,0,0,1,0,0,0,0,1,0,0,
63,-337,25,-1,59,-2,0,0,1,0,0,0,0,1,0,0,
400,337,25,0,65,6,0,0,1,0,0,0,0,1,0,0,
400,0,27,2,69,4,0,0,1,0,0,0,0,1,0,0,
56,-344,24,-3,38,-31,0,0,1,0,0,0,0,1,0,0,
79,23,24,0,74,36,0,0,1,0,0,0,0,1,0,0,
76,-3,26,2,44,-30,0,1,0,0,0,0,0,1,0,0,
74,-2,25,-1,78,34,0,1,0,0,0,0,1,0,0,0,
71,-3,24,-1,27,-51,0,0,1,0,0,0,1,0,0,0,
400,329,44,20,24,-3,0,0,1,0,0,0,0,1,0,0,
400,0,28,-16,24,0,0,0,1,0,0,0,0,1,0,0,
400,0,27,-1,24,0,0,0,1,0,0,0,0,1,0,0,
400,0,30,3,24,0,0,0,1,0,0,0,0,1,0,0,
400,0,29,-1,27,3,0,0,1,0,0,0,0,1,0,0,
400,0,28,-1,25,-2,0,0,1,0,0,0,0,1,0,0,
400,0,29,1,25,0,0,0,1,0,0,0,0,1,0,0,
400,0,30,1,25,0,0,0,1,0,0,0,0,1,0,0,
400,0,50,20,26,1,0,0,1,0,0,0,0,1,0,0,
400,0,30,-20,29,3,0,0,1,0,0,0,0,1,0,0,
400,0,43,13,27,-2,0,0,1,0,0,0,0,1,0,0,
400,0,41,-2,27,0,0,0,1,0,0,0,0,1,0,0,
