front,front_delta,front_right,front_right_delta,rear_right,rear_right_delta,right_angle,wall_error,mode1,mode2,mode3,prev_mode1,prev_mode2,prev_mode3
41,0,41,1,37,0,4,-2.42,0,1,0,0,1,0
41,0,40,-1,37,0,3,-2.78,0,1,0,0,1,0
38,-3,50,10,38,1,12,1.11,0,1,0,0,1,0
37,-1,39,-11,38,0,1,-2.78,0,1,0,0,1,0
36,-1,36,-3,39,1,-3,-3.48,1,0,0,0,1,0
32,-4,32,-4,44,5,-12,-3.13,1,0,0,1,0,0
30,-2,30,-2,43,-1,-13,-4.19,1,0,0,1,0,0
30,0,28,-2,39,-4,-11,-6.31,1,0,0,1,0,0
30,0,27,-1,19,-20,8,-13.74,1,0,0,1,0,0
30,0,27,0,46,27,-19,-4.19,1,0,0,1,0,0
119,89,24,-3,47,1,-23,-4.90,1,0,0,1,0,0
117,-2,24,0,48,1,-24,-4.54,1,0,0,1,0,0
117,0,24,0,51,3,-27,-3.48,1,0,0,1,0,0
116,-1,25,1,53,2,-28,-2.42,1,0,0,1,0,0
128,12,25,0,56,3,-31,-1.36,0,1,0,1,0,0
125,-3,27,2,61,5,-34,1.11,0,1,0,0,1,0
123,-2,83,56,66,5,17,22.68,0,1,0,0,1,0
63,-60,83,0,57,-9,26,19.50,0,1,0,0,1,0
69,6,85,2,58,1,27,20.56,0,1,0,0,1,0
116,47,85,0,29,-29,56,10.30,0,1,0,0,1,0
114,-2,84,-1,30,1,54,10.30,0,0,1,0,1,0
111,-3,101,17,29,-1,72,15.96,0,0,1,0,0,1
109,-2,83,-18,65,36,18,22.33,0,0,1,0,0,1
107,-2,81,-2,63,-2,18,20.91,0,0,1,0,0,1
105,-2,79,-2,63,0,16,20.20,0,0,1,0,0,1
104,-1,77,-2,63,0,14,19.50,0,1,0,0,0,1
103,-1,75,-2,64,1,11,19.14,0,1,0,0,1,0
94,-9,76,1,64,0,12,19.50,0,1,0,0,1,0
91,-3,73,-3,70,6,3,20.56,0,0,1,0,1,0
89,-2,71,-2,56,-14,15,14.90,0,0,1,0,0,1
85,-4,69,-2,54,-2,15,13.49,0,0,1,0,0,1
83,-2,68,-1,54,0,14,13.13,0,0,1,0,0,1
80,-3,66,-2,55,1,11,12.78,0,0,1,0,0,1
79,-1,64,-2,56,1,8,12.43,0,0,1,0,0,1
76,-3,62,-2,57,1,5,12.07,0,0,1,0,0,1
64,-12,62,0,58,1,4,12.43,0,1,0,0,0,1
61,-3,60,-2,59,1,1,12.07,0,1,0,0,1,0
58,-3,60,0,61,2,-1,12.78,0,1,0,0,1,0
56,-2,56,-4,62,1,-6,11.72,0,1,0,0,1,0
55,-1,59,3,63,1,-4,13.13,0,1,0,0,1,0
52,-3,57,-2,64,1,-7,12.78,0,1,0,0,1,0
51,-1,56,-1,65,1,-9,12.78,0,1,0,0,1,0
49,-2,50,-6,66,1,-16,11.01,0,0,1,0,1,0
49,0,52,2,68,2,-16,12.43,0,1,0,0,0,1
53,4,30,-22,69,1,-39,5.00,0,1,0,0,1,0
52,-1,29,-1,70,1,-41,5.00,0,1,0,0,1,0
43,-9,28,-1,71,1,-43,5.00,0,1,0,0,1,0
39,-4,29,1,25,-46,4,-10.91,0,1,0,0,1,0
36,-3,29,0,27,2,2,-10.20,0,1,0,0,1,0

