front,front_delta,front_right,front_right_delta,rear_right,rear_right_delta,mode1,mode2,mode3,mode4,mode5,prev_mode1,prev_mode2,prev_mode3,prev_mode4,prev_mode5
400,0,63,-1,400,0,0,0,0,1,0,0,0,0,1,0,
400,0,60,-3,400,0,0,0,0,1,0,0,0,0,1,0,
71,-329,57,-3,400,0,0,0,0,1,0,0,0,0,1,0,
58,-13,54,-3,400,0,0,0,1,0,0,0,0,0,1,0,
54,-4,51,-3,71,-329,0,0,1,0,0,0,0,1,0,0,
51,-3,50,-1,87,16,0,0,1,0,0,0,0,1,0,0,
49,-2,48,-2,88,1,0,0,1,0,0,0,0,1,0,0,
47,-2,46,-2,88,0,0,0,1,0,0,0,0,1,0,0,
46,-1,43,-3,81,-7,0,1,0,0,0,0,0,1,0,0,
42,-4,42,-1,92,11,0,0,1,0,0,0,1,0,0,0,
42,0,40,-2,95,3,0,0,1,0,0,0,0,1,0,0,
40,-2,38,-2,400,305,0,0,1,0,0,0,0,1,0,0,
39,-1,36,-2,400,0,0,1,0,0,0,0,0,1,0,0,
36,-3,33,-3,400,0,0,1,0,0,0,0,1,0,0,0,
36,0,30,-3,400,0,0,1,0,0,0,0,1,0,0,0,
36,0,28,-2,400,0,0,1,0,0,0,0,1,0,0,0,
400,364,28,0,400,0,0,1,0,0,0,0,1,0,0,0,
400,0,26,-2,48,-352,0,1,0,0,0,0,1,0,0,0,
400,0,28,2,49,1,0,0,1,0,0,0,1,0,0,0,
386,-14,29,1,49,0,0,0,1,0,0,0,0,1,0,0,
400,14,400,371,52,3,0,0,1,0,0,0,0,1,0,0,
400,0,400,0,56,4,0,0,1,0,0,0,0,1,0,0,
400,0,400,0,38,-18,0,0,1,0,0,0,0,1,0,0,
400,0,400,0,40,2,0,0,1,0,0,0,0,1,0,0,
400,0,400,0,42,2,0,0,0,1,0,0,0,1,0,0,
400,0,400,0,44,2,0,0,0,1,0,0,0,0,1,0,
400,0,400,0,72,28,0,0,0,1,0,0,0,0,1,0,
400,0,400,0,76,4,0,0,0,1,0,0,0,0,1,0,
400,0,400,0,400,324,0,0,0,1,0,0,0,0,1,0,
400,0,47,-353,400,0,0,0,0,1,0,0,0,0,1,0,
400,0,43,-4,400,0,0,0,1,0,0,0,0,0,1,0,
400,0,400,357,93,-307,0,0,1,0,0,0,0,1,0,0,
400,0,400,0,97,4,0,0,1,0,0,0,0,1,0,0,
400,0,27,-373,99,2,0,0,1,0,0,0,0,1,0,0,
400,0,26,-1,400,301,0,0,1,0,0,0,0,1,0,0,
400,0,27,1,102,-298,0,0,1,0,0,0,0,1,0,0,
