front,front_delta,front_right,front_right_delta,rear_right,rear_right_delta,right_angle,wall_error,mode1,mode2,mode3,prev_mode1,prev_mode2,prev_mode3
56,-1,16,-20,17,0,-1,-18.33,0,1,0,0,1,0
57,1,36,20,25,8,11,-8.43,0,1,0,0,1,0
57,0,49,13,20,-5,29,-5.61,0,1,0,0,1,0
54,-3,39,-10,17,-3,22,-10.20,0,1,0,0,1,0
58,4,30,-9,19,2,11,-12.68,0,1,0,0,1,0
56,-2,36,6,53,34,-17,1.47,0,1,0,0,1,0
56,0,36,0,17,-36,19,-11.26,0,1,0,0,1,0
56,0,36,0,24,7,12,-8.79,0,1,0,0,1,0
50,-6,26,-10,16,-8,10,-15.15,0,1,0,0,1,0
50,0,56,30,16,0,40,-4.54,0,1,0,0,1,0
45,-5,45,-11,22,6,23,-6.31,0,1,0,0,1,0
37,-8,32,-13,18,-4,14,-12.32,0,1,0,0,1,0
69,32,36,4,36,18,0,-4.54,0,1,0,0,1,0
50,-19,57,21,19,-17,38,-3.13,0,1,0,0,1,0
50,0,16,-41,29,10,-13,-14.09,0,1,0,0,1,0
56,6,23,7,26,-3,-3,-12.68,0,1,0,0,1,0
26,-30,52,29,47,21,5,5.00,0,1,0,0,1,0
42,16,36,-16,20,-27,16,-10.20,0,1,0,0,1,0
20,-22,168,132,28,8,140,39.30,0,1,0,0,1,0
17,-3,42,-126,25,-3,17,-6.31,0,1,0,0,1,0
21,4,45,3,16,-9,29,-8.43,0,1,0,0,1,0
43,22,38,-7,16,0,22,-10.91,0,1,0,0,1,0
17,-26,22,-16,23,7,-1,-14.09,0,1,0,0,1,0
44,27,43,21,16,-7,27,-9.14,0,1,0,0,1,0
50,6,30,-13,22,6,8,-11.62,0,1,0,0,1,0
48,-2,21,-9,16,-6,5,-16.92,0,1,0,0,1,0
45,-3,70,49,35,19,35,7.12,0,1,0,0,1,0
44,-1,30,-40,19,-16,11,-12.68,0,1,0,0,1,0
42,-2,53,23,26,7,27,-2.07,0,1,0,0,1,0
39,-3,17,-36,27,1,-10,-14.44,0,1,0,0,1,0
37,-2,23,6,16,-11,7,-16.21,1,0,0,0,1,0
35,-2,50,27,43,27,7,2.88,1,0,0,1,0,0
29,-6,37,-13,24,-19,13,-8.43,1,0,0,1,0,0
32,3,33,-4,56,32,-23,1.47,1,0,0,1,0,0
19,-13,32,-1,153,97,-121,35.41,1,0,0,1,0,0
31,12,29,-3,58,-95,-29,0.76,0,1,0,1,0,0
32,1,28,-1,63,5,-35,2.17,1,0,0,0,1,0
43,11,26,-2,44,-19,-18,-5.25,1,0,0,1,0,0
19,-24,23,-3,30,-14,-7,-11.26,1,0,0,1,0,0
38,19,18,-5,29,-1,-11,-13.38,1,0,0,1,0,0
44,6,24,6,16,-13,8,-15.86,1,0,0,1,0,0
40,-4,24,0,20,4,4,-14.44,1,0,0,1,0,0
46,6,25,1,43,23,-18,-5.96,0,1,0,1,0,0
70,24,27,2,55,12,-28,-1.01,0,1,0,0,1,0
52,-18,26,-1,19,-36,7,-14.09,0,1,0,0,1,0
50,-2,29,3,17,-2,12,-13.74,0,1,0,0,1,0
46,-4,18,-11,16,-1,2,-17.98,1,0,0,0,1,0
43,-3,26,8,36,20,-10,-8.08,0,1,0,1,0,0
178,135,36,10,16,-20,20,-11.62,0,1,0,0,1,0
43,-135,29,-7,17,1,12,-13.74,0,1,0,0,1,0
49,6,33,4,16,-1,17,-12.68,0,1,0,0,1,0
30,-19,30,-3,22,6,8,-11.62,0,1,0,0,1,0
29,-1,25,-5,16,-6,9,-15.50,0,1,0,0,1,0
27,-2,16,-9,26,10,-10,-15.15,0,1,0,0,1,0
36,9,30,14,16,-10,14,-13.74,0,1,0,0,1,0
37,1,31,1,37,21,-6,-5.96,0,1,0,0,1,0
62,25,400,369,23,-14,377,119.55,0,1,0,0,1,0
29,-33,23,-377,29,6,-6,-11.62,0,1,0,0,1,0
56,27,18,-5,25,-4,-7,-14.80,0,1,0,0,1,0
16,-40,31,13,27,2,4,-9.49,0,0,1,0,1,0
58,42,23,-8,21,-6,2,-14.44,0,0,1,0,0,1
56,-2,29,6,24,3,5,-11.26,0,0,1,0,0,1
76,20,17,-12,23,-1,-6,-15.86,0,1,0,0,0,1
50,-26,27,10,50,27,-23,-2.78,0,1,0,0,1,0
38,-12,16,-11,36,-14,-20,-11.62,0,1,0,0,1,0
56,18,50,34,25,-11,25,-3.48,0,1,0,0,1,0
45,-11,16,-34,16,-9,0,-18.69,0,1,0,0,1,0
38,-7,37,21,22,6,15,-9.14,0,1,0,0,1,0
70,32,56,19,18,-4,38,-3.84,0,0,1,0,1,0
50,-20,56,0,36,18,20,2.53,0,0,1,0,0,1
29,-21,36,-20,16,-20,20,-11.62,0,0,1,0,0,1
50,21,56,20,37,21,19,2.88,0,1,0,0,0,1
43,-7,30,-26,16,-21,14,-13.74,0,0,1,0,1,0
30,-13,22,-8,16,0,6,-16.57,0,0,1,0,0,1
73,43,20,-2,17,1,3,-16.92,0,1,0,0,0,1
50,-23,18,-2,23,6,-5,-15.50,0,1,0,0,1,0
36,-14,26,8,18,-5,8,-14.44,0,1,0,0,1,0
50,14,36,10,16,-2,20,-11.62,0,1,0,0,1,0
40,-10,37,1,30,14,7,-6.31,0,1,0,0,1,0
40,0,95,58,19,-11,76,10.30,0,1,0,0,1,0
37,-3,29,-66,20,1,9,-12.68,0,1,0,0,1,0
36,-1,30,1,17,-3,13,-13.38,0,0,1,0,1,0
39,3,29,-1,49,32,-20,-2.42,0,0,1,0,0,1
31,-8,40,11,19,-30,21,-9.14,0,0,1,0,0,1
47,16,16,-24,37,18,-21,-11.26,0,1,0,0,0,1
37,-10,18,2,17,-20,1,-17.63,0,1,0,0,1,0
37,0,23,5,18,1,5,-15.50,0,1,0,0,1,0
37,0,20,-3,16,-2,4,-17.27,0,1,0,0,1,0
38,1,16,-4,20,4,-4,-17.27,0,1,0,0,1,0
37,-1,45,29,29,9,16,-3.84,0,1,0,0,1,0
50,13,61,16,49,20,12,8.89,0,1,0,0,1,0
63,13,22,-39,23,-26,-1,-14.09,0,0,1,0,1,0
36,-27,16,-6,16,-7,0,-18.69,0,0,1,0,0,1
29,-7,46,30,20,4,26,-6.67,0,1,0,0,0,1
28,-1,57,11,19,-1,38,-3.13,0,1,0,0,1,0
41,13,30,-27,21,2,9,-11.97,0,1,0,0,1,0
132,91,30,0,37,16,-7,-6.31,0,1,0,0,1,0
19,-113,29,-1,30,-7,-1,-9.14,0,1,0,0,1,0
22,3,38,9,16,-14,22,-10.91,0,1,0,0,1,0
56,34,36,-2,16,0,20,-11.62,0,1,0,0,1,0
50,-6,30,-6,33,17,-3,-7.73,0,0,1,0,1,0
17,-33,21,-9,20,-13,1,-15.50,0,0,1,0,0,1
49,32,25,4,18,-2,7,-14.80,0,1,0,0,0,1
36,-13,16,-9,24,6,-8,-15.86,0,1,0,0,1,0
