front,front_delta,front_right,front_right_delta,rear_right,rear_right_delta,right_angle,wall_error,mode1,mode2,mode3,prev_mode1,prev_mode2,prev_mode3
56,0,121,0,16,0,105,18.44,0,1,0,0,1,0
56,0,120,-1,16,0,104,18.08,0,1,0,0,1,0
55,-1,118,-2,17,1,101,17.73,0,1,0,0,1,0
53,-2,117,-1,18,1,99,17.73,0,1,0,0,1,0
53,0,115,-2,20,2,95,17.73,0,0,1,0,1,0
51,-2,113,-2,21,1,92,17.38,0,0,1,0,0,1
51,0,111,-2,22,1,89,17.02,0,1,0,0,0,1
53,2,110,-1,24,2,86,17.38,0,1,0,0,1,0
51,-2,108,-2,112,88,-4,47.78,0,1,0,0,1,0
105,54,107,-1,30,-82,77,18.44,0,0,1,0,1,0
102,-3,105,-2,28,-2,77,17.02,0,0,1,0,0,1
100,-2,368,263,51,23,317,118.14,0,0,1,0,0,1
67,-33,367,-1,50,-1,317,117.43,0,0,1,0,0,1
65,-2,121,-246,52,2,69,31.16,0,1,0,0,0,1
83,18,118,-3,53,1,65,30.46,0,1,0,0,1,0
91,8,117,-1,55,2,62,30.81,0,1,0,0,1,0
89,-2,113,-4,57,2,56,30.10,0,1,0,0,1,0
87,-2,111,-2,58,1,53,29.75,0,1,0,0,1,0
84,-3,112,1,60,2,52,30.81,0,0,1,0,1,0
82,-2,112,0,62,2,50,31.52,0,0,1,0,0,1
80,-2,104,-8,64,2,40,29.40,0,1,0,0,0,1
78,-2,101,-3,65,1,36,28.69,0,1,0,0,1,0
76,-2,100,-1,400,335,-300,146.77,0,1,0,0,1,0
73,-3,98,-2,400,0,-302,146.07,0,1,0,0,1,0
70,-3,96,-2,71,-329,25,29.04,0,0,1,0,1,0
68,-2,94,-2,400,329,-306,144.65,0,0,1,0,0,1
66,-2,92,-2,76,-324,16,29.40,0,0,1,0,0,1
65,-1,91,-1,76,0,15,29.04,0,0,1,0,0,1
63,-2,60,-31,78,2,-18,18.79,0,0,1,0,0,1
63,0,59,-1,78,0,-19,18.44,0,0,1,0,0,1
63,0,57,-2,80,2,-23,18.44,0,0,1,0,0,1
88,25,84,27,333,253,-249,117.43,0,0,1,0,0,1
84,-4,83,-1,71,-262,12,24.45,0,0,1,0,0,1
82,-2,81,-2,71,0,10,23.74,0,0,1,0,0,1
79,-3,80,-1,82,11,-2,27.28,0,0,1,0,0,1
76,-3,79,-1,83,1,-4,27.28,0,1,0,0,0,1
74,-2,93,14,42,-41,51,17.73,0,1,0,0,1,0
72,-2,400,307,87,45,313,142.18,0,1,0,0,1,0
69,-3,400,0,89,2,311,142.89,0,1,0,0,1,0
