front,front_delta,front_right,front_right_delta,rear_right,rear_right_delta,right_angle,wall_error,mode1,mode2,mode3,prev_mode1,prev_mode2,prev_mode3
43,0,56,0,31,1,25,0.76,0,1,0,0,1,0
43,0,55,-1,30,-1,25,0.05,0,1,0,0,1,0
41,-2,54,-1,32,2,22,0.41,0,1,0,0,1,0
39,-2,51,-3,32,0,19,-0.66,0,1,0,0,1,0
37,-2,50,-1,31,-1,19,-1.36,1,0,0,0,1,0
35,-2,50,0,31,0,19,-1.36,1,0,0,1,0,0
32,-3,49,-1,31,0,18,-1.72,1,0,0,1,0,0
31,-1,49,0,30,-1,19,-2.07,1,0,0,1,0,0
30,-1,29,-20,31,1,-2,-8.79,1,0,0,1,0,0
31,1,27,-2,32,1,-5,-9.14,1,0,0,1,0,0
142,111,26,-1,32,0,-6,-9.49,1,0,0,1,0,0
77,-65,26,0,33,1,-7,-9.14,1,0,0,1,0,0
74,-3,26,0,34,1,-8,-8.79,1,0,0,1,0,0
72,-2,29,3,36,2,-7,-7.02,0,1,0,1,0,0
69,-3,137,108,39,3,98,32.22,0,1,0,0,1,0
68,-1,136,-1,40,1,96,32.22,0,1,0,0,1,0
66,-2,135,-1,43,3,92,32.93,0,1,0,0,1,0
63,-3,132,-3,45,2,87,32.58,0,1,0,0,1,0
60,-3,131,-1,47,2,84,32.93,0,1,0,0,1,0
58,-2,128,-3,50,3,78,32.93,0,0,1,0,1,0
56,-2,127,-1,52,2,75,33.29,0,0,1,0,0,1
54,-2,126,-1,53,1,73,33.29,0,0,1,0,0,1
51,-3,124,-2,55,2,69,33.29,0,0,1,0,0,1
50,-1,123,-1,56,1,67,33.29,0,0,1,0,0,1
48,-2,245,122,57,1,188,76.77,0,1,0,0,0,1
48,0,244,-1,56,-1,188,76.06,0,1,0,0,1,0
50,2,245,1,56,0,189,76.42,0,1,0,0,1,0
47,-3,240,-5,56,0,184,74.65,0,1,0,0,1,0
113,66,240,0,56,0,184,74.65,0,0,1,0,1,0
60,-53,236,-4,65,9,171,76.42,0,0,1,0,0,1
107,47,234,-2,60,-5,174,73.94,0,0,1,0,0,1
105,-2,400,166,68,8,332,135.46,0,0,1,0,0,1
56,-49,102,-298,69,1,33,30.46,0,0,1,0,0,1
100,44,73,-29,70,1,3,20.56,0,0,1,0,0,1
101,1,56,-17,72,2,-16,15.25,0,1,0,0,0,1
105,4,56,0,74,2,-18,15.96,0,1,0,0,1,0
221,116,67,11,73,-1,-6,19.50,0,1,0,0,1,0
180,-41,67,0,73,0,-6,19.50,0,1,0,0,1,0
216,36,65,-2,73,0,-8,18.79,0,1,0,0,1,0
214,-2,36,-29,95,22,-59,16.32,0,0,1,0,1,0
211,-3,62,26,101,6,-39,27.63,0,0,1,0,0,1
209,-2,56,-6,98,-3,-42,24.45,0,0,1,0,0,1
163,-46,49,-7,99,1,-50,22.33,0,0,1,0,0,1
161,-2,30,-19,101,2,-71,16.32,0,0,1,0,0,1
161,0,54,24,102,1,-48,25.15,0,0,1,0,0,1
73,-88,36,-18,104,2,-68,19.50,0,0,1,0,0,1
83,10,51,15,105,1,-54,25.15,0,0,1,0,0,1
81,-2,50,-1,86,-19,-36,18.08,0,0,1,0,0,1
56,-25,49,-1,92,6,-43,19.85,0,0,1,0,0,1
37,-19,48,-1,81,-11,-33,15.61,0,1,0,0,0,1
54,17,46,-2,83,2,-37,15.61,0,1,0,0,1,0
38,-16,46,0,84,1,-38,15.96,0,1,0,0,1,0
28,-10,36,-10,85,1,-49,12.78,0,1,0,0,1,0
41,13,37,1,88,3,-51,14.19,0,0,1,0,1,0
40,-1,29,-8,42,-46,-13,-4.90,0,0,1,0,0,1
36,-4,42,13,105,63,-63,21.97,0,0,1,0,0,1
47,11,39,-3,43,-62,-4,-1.01,0,0,1,0,0,1
39,-8,43,4,93,50,-50,18.08,0,1,0,0,0,1
35,-4,46,3,91,-2,-45,18.44,0,1,0,0,1,0
36,1,36,-10,94,3,-58,15.96,0,0,1,0,1,0
28,-8,44,8,97,3,-53,19.85,0,0,1,0,0,1
29,1,36,-8,97,0,-61,17.02,0,0,1,0,0,1
30,1,29,-7,98,1,-69,14.90,0,1,0,0,0,1
29,-1,29,0,99,1,-70,15.25,0,1,0,0,1,0
22,-7,27,-2,100,1,-73,14.90,0,1,0,0,1,0
24,2,26,-1,29,-71,-3,-10.55,0,1,0,0,1,0
18,-6,29,3,26,-3,3,-10.55,0,1,0,0,1,0
36,18,38,9,25,-1,13,-7.73,0,1,0,0,1,0
40,4,29,-9,24,-1,5,-11.26,0,1,0,0,1,0
37,-3,30,1,25,1,5,-10.55,0,1,0,0,1,0
36,-1,17,-13,25,0,-8,-15.15,0,1,0,0,1,0
34,-2,30,13,26,1,4,-10.20,0,1,0,0,1,0
32,-2,30,0,26,0,4,-10.20,0,1,0,0,1,0
30,-2,29,-1,25,-1,4,-10.91,0,1,0,0,1,0

