front,front_delta,front_right,front_right_delta,rear_right,rear_right_delta,right_angle,wall_error,mode1,mode2,mode3,prev_mode1,prev_mode2,prev_mode3
47,0,23,0,56,0,-33,-2.07,0,1,0,0,1,0
47,0,23,0,57,1,-34,-1.72,0,1,0,0,1,0
46,-1,22,-1,97,40,-75,12.07,0,1,0,0,1,0
43,-3,22,0,400,303,-378,119.20,0,1,0,0,1,0
145,102,21,-1,101,-299,-80,13.13,1,0,0,0,1,0
142,-3,19,-2,90,-11,-71,8.54,1,0,0,1,0,0
140,-2,20,1,97,7,-77,11.37,1,0,0,1,0,0
70,-70,22,2,96,-1,-74,11.72,1,0,0,1,0,0
135,65,33,11,96,0,-63,15.61,1,0,0,1,0,0
66,-69,31,-2,23,-73,8,-10.91,1,0,0,1,0,0
66,0,31,0,20,-3,11,-11.97,0,1,0,1,0,0
65,-1,367,336,20,0,347,106.82,0,1,0,0,1,0
60,-5,42,-325,21,1,21,-7.73,0,1,0,0,1,0
57,-3,128,86,21,0,107,22.68,0,1,0,0,1,0
56,-1,126,-2,22,1,104,22.33,0,1,0,0,1,0
54,-2,124,-2,24,2,100,22.33,0,1,0,0,1,0
51,-3,121,-3,27,3,94,22.33,0,1,0,0,1,0
50,-1,119,-2,25,-2,94,20.91,0,0,1,0,1,0
48,-2,117,-2,26,1,91,20.56,0,0,1,0,0,1
49,1,115,-2,28,2,87,20.56,0,0,1,0,0,1
47,-2,115,0,29,1,86,20.91,0,1,0,0,0,1
110,63,367,252,32,3,335,111.07,0,0,1,0,1,0
107,-3,376,9,34,2,342,114.96,0,0,1,0,0,1
56,-51,400,24,48,14,352,128.39,0,1,0,0,0,1
56,0,31,-369,50,2,-19,-1.36,0,1,0,0,1,0
71,15,30,-1,50,0,-20,-1.72,0,1,0,0,1,0
98,27,30,0,53,3,-23,-0.66,0,1,0,0,1,0
96,-2,121,91,54,1,67,31.87,0,1,0,0,1,0
93,-3,119,-2,55,1,64,31.52,0,1,0,0,1,0
91,-2,118,-1,57,2,61,31.87,0,1,0,0,1,0
89,-2,116,-2,59,2,57,31.87,0,1,0,0,1,0
57,-32,115,-1,59,0,56,31.52,0,1,0,0,1,0
74,17,114,-1,61,2,53,31.87,0,0,1,0,1,0
72,-2,107,-7,63,2,44,30.10,0,0,1,0,0,1
79,7,106,-1,64,1,42,30.10,0,1,0,0,0,1
78,-1,103,-3,66,2,37,29.75,0,1,0,0,1,0
76,-2,102,-1,67,1,35,29.75,0,1,0,0,1,0
74,-2,100,-2,69,2,31,29.75,0,0,1,0,1,0
72,-2,98,-2,71,2,27,29.75,0,0,1,0,0,1
71,-1,96,-2,71,0,25,29.04,0,0,1,0,0,1
70,-1,95,-1,75,4,20,30.10,0,0,1,0,0,1
69,-1,93,-2,75,0,18,29.40,0,0,1,0,0,1
69,0,92,-1,325,250,-233,117.43,0,1,0,0,0,1
94,25,90,-2,58,-267,32,22.33,0,0,1,0,1,0
91,-3,88,-2,60,2,28,22.33,0,0,1,0,0,1
88,-3,86,-2,57,-3,29,20.56,0,1,0,0,0,1
85,-3,84,-2,57,0,27,19.85,0,1,0,0,1,0
83,-2,82,-2,59,2,23,19.85,0,1,0,0,1,0
81,-2,80,-2,60,1,20,19.50,0,0,1,0,1,0
78,-3,78,-2,72,12,6,23.03,0,0,1,0,0,1
76,-2,77,-1,70,-2,7,21.97,0,1,0,0,0,1
73,-3,76,-1,64,-6,12,19.50,0,1,0,0,1,0
71,-2,89,13,57,-7,32,21.62,0,1,0,0,1,0
69,-2,80,-9,45,-12,35,14.19,0,1,0,0,1,0
66,-3,85,5,89,44,-4,31.52,0,1,0,0,1,0
64,-2,76,-9,91,2,-15,29.04,0,1,0,0,1,0
61,-3,74,-2,93,2,-19,29.04,0,1,0,0,1,0
59,-2,74,0,57,-36,17,16.32,0,1,0,0,1,0
57,-2,76,2,96,39,-20,30.81,0,0,1,0,1,0
