front;front_delta;front_right;front_right_delta;rear_right;rear_right_delta;mode1;mode2;mode3;mode4;mode5;prev_mode1;prev_mode2;prev_mode3;prev_mode4;prev_mode5;Column1
191;-2;138;-15;57;2;0;0;1;0;0;0;0;1;0;0;
187;-4;136;-2;59;2;0;0;1;0;0;0;0;1;0;0;
185;-2;135;-1;61;2;0;0;1;0;0;0;0;1;0;0;
182;-3;134;-1;63;2;0;0;1;0;0;0;0;1;0;0;
179;-3;103;-31;66;3;0;0;1;0;0;0;0;1;0;0;
176;-3;132;29;68;2;0;0;1;0;0;0;0;1;0;0;
173;-3;131;-1;70;2;0;0;1;0;0;0;0;1;0;0;
171;-2;130;-1;72;2;0;0;1;0;0;0;0;1;0;0;
168;-3;129;-1;51;-21;0;0;1;0;0;0;0;1;0;0;
165;-3;129;0;77;26;0;0;0;1;0;0;0;1;0;0;
163;-2;128;-1;80;3;0;0;0;1;0;0;0;0;1;0;
160;-3;127;-1;82;2;0;0;0;1;0;0;0;0;1;0;
158;-2;101;-26;83;1;0;0;0;1;0;0;0;0;1;0;
155;-3;67;-34;85;2;0;0;0;1;0;0;0;0;1;0;
154;-1;65;-2;86;1;0;0;0;1;0;0;0;0;1;0;
153;-1;64;-1;89;3;0;0;0;1;0;0;0;0;1;0;
122;-31;92;28;90;1;0;0;0;1;0;0;0;0;1;0;
118;-4;90;-2;94;4;0;0;0;1;0;0;0;0;1;0;
114;-4;88;-2;95;1;0;0;0;1;0;0;0;0;1;0;
111;-3;86;-2;400;305;0;0;1;0;0;0;0;0;1;0;
107;-4;83;-3;400;0;0;0;1;0;0;0;0;1;0;0;
50;-57;82;-1;400;0;0;0;1;0;0;0;0;1;0;0;
78;28;78;-4;400;0;0;0;1;0;0;0;0;1;0;0;
75;-3;85;7;400;0;0;0;1;0;0;0;0;1;0;0;
72;-3;38;-47;100;-300;0;0;1;0;0;0;0;1;0;0;
69;-3;37;-1;400;300;0;0;1;0;0;0;0;1;0;0;
67;-2;36;-1;400;0;0;0;1;0;0;0;0;1;0;0;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
