front,front_delta,front_right,front_right_delta,rear_right,rear_right_delta,right_angle,wall_error,mode1,mode2,mode3,prev_mode1,prev_mode2,prev_mode3
67,-1,39,0,50,3,-11,1.47,0,1,0,0,1,0
66,-1,38,-1,46,-4,-8,-0.30,0,1,0,0,1,0
113,47,38,0,48,2,-10,0.41,0,1,0,0,1,0
62,-51,37,-1,48,0,-11,0.05,0,1,0,0,1,0
59,-3,38,1,49,1,-11,0.76,0,1,0,0,1,0
57,-2,38,0,51,2,-13,1.47,0,0,1,0,1,0
56,-1,38,0,52,1,-14,1.82,0,0,1,0,0,1
57,1,36,-2,54,2,-18,1.82,0,0,1,0,0,1
100,43,35,-1,400,346,-365,123.79,0,0,1,0,0,1
98,-2,32,-3,111,-289,-79,20.56,0,1,0,0,0,1
97,-1,29,-3,113,2,-84,20.20,0,1,0,0,1,0
96,-1,29,0,114,1,-85,20.56,0,1,0,0,1,0
94,-2,28,-1,59,-55,-31,0.76,0,1,0,0,1,0
93,-1,27,-1,118,59,-91,21.26,0,1,0,0,1,0
91,-2,26,-1,118,0,-92,20.91,0,1,0,0,1,0
89,-2,25,-1,61,-57,-36,0.41,0,1,0,0,1,0
87,-2,27,2,62,1,-35,1.47,0,1,0,0,1,0
85,-2,29,2,64,2,-35,2.88,0,0,1,0,1,0
83,-2,106,77,63,-1,43,29.75,0,0,1,0,0,1
81,-2,105,-1,64,1,41,29.75,0,1,0,0,0,1
82,1,23,-82,66,2,-43,1.47,0,1,0,0,1,0
133,51,101,78,70,4,31,30.46,0,1,0,0,1,0
131,-2,99,-2,317,247,-218,117.08,0,1,0,0,1,0
128,-3,94,-5,36,-281,58,15.96,0,1,0,0,1,0
125,-3,92,-2,57,21,35,22.68,0,0,1,0,1,0
123,-2,93,1,71,14,22,27.98,0,0,1,0,0,1
95,-28,92,-1,50,-21,42,20.20,0,0,1,0,0,1
92,-3,86,-6,56,6,30,20.20,0,1,0,0,0,1
89,-3,86,0,65,9,21,23.39,0,1,0,0,1,0
87,-2,83,-3,60,-5,23,20.56,0,1,0,0,1,0
85,-2,81,-2,57,-3,24,18.79,0,1,0,0,1,0
83,-2,80,-1,59,2,21,19.14,0,0,1,0,1,0
80,-3,78,-2,56,-3,22,17.38,0,0,1,0,0,1
78,-2,80,2,50,-6,30,15.96,0,0,1,0,0,1
75,-3,76,-4,86,36,-10,27.28,0,1,0,0,0,1
73,-2,139,63,87,1,52,49.90,0,1,0,0,1,0
70,-3,137,-2,64,-23,73,41.06,0,1,0,0,1,0
69,-1,136,-1,65,1,71,41.06,0,1,0,0,1,0
66,-3,17,-119,65,0,-48,-1.01,0,1,0,0,1,0
64,-2,133,116,67,2,66,40.71,0,1,0,0,1,0
61,-3,17,-116,65,-2,-48,-1.01,0,1,0,0,1,0
59,-2,16,-1,86,21,-70,6.06,0,1,0,0,1,0
57,-2,16,0,89,3,-73,7.12,1,0,0,0,1,0
55,-2,16,0,91,2,-75,7.83,1,0,0,1,0,0
53,-2,16,0,93,2,-77,8.54,1,0,0,1,0,0
51,-2,126,110,26,-67,100,23.74,0,1,0,1,0,0
50,-1,126,0,16,-10,110,20.20,0,1,0,0,1,0
47,-3,51,-75,18,2,33,-5.61,1,0,0,0,1,0
46,-1,126,75,17,-1,109,20.56,1,0,0,1,0,0
43,-3,50,-76,16,-1,34,-6.67,0,1,0,1,0,0
43,0,47,-3,17,1,30,-7.37,0,1,0,0,1,0
41,-2,43,-4,16,-1,27,-9.14,0,1,0,0,1,0
39,-2,46,3,17,1,29,-7.73,0,1,0,0,1,0
38,-1,46,0,17,0,29,-7.73,1,0,0,0,1,0
36,-2,46,0,16,-1,30,-8.08,1,0,0,1,0,0
35,-1,35,-11,17,1,18,-11.62,1,0,0,1,0,0
35,0,32,-3,18,1,14,-12.32,1,0,0,1,0,0
35,0,31,-1,19,1,12,-12.32,1,0,0,1,0,0
36,1,30,-1,21,2,9,-11.97,1,0,0,1,0,0
57,21,29,-1,21,0,8,-12.32,1,0,0,1,0,0
56,-1,28,-1,22,1,6,-12.32,1,0,0,1,0,0
52,-4,28,0,25,3,3,-11.26,1,0,0,1,0,0
50,-2,28,0,27,2,1,-10.55,1,0,0,1,0,0
48,-2,29,1,29,2,0,-9.49,1,0,0,1,0,0
47,-1,29,0,45,16,-16,-3.84,1,0,0,1,0,0
43,-4,30,1,45,0,-15,-3.48,1,0,0,1,0,0
42,-1,31,1,48,3,-17,-2.07,1,0,0,1,0,0
40,-2,35,4,32,-16,3,-6.31,1,0,0,1,0,0
38,-2,50,15,30,-2,20,-1.72,1,0,0,1,0,0
36,-2,50,0,29,-1,21,-2.07,1,0,0,1,0,0
35,-1,51,1,30,1,21,-1.36,1,0,0,1,0,0
35,0,45,-6,29,-1,16,-3.84,1,0,0,1,0,0
35,0,33,-12,29,0,4,-8.08,1,0,0,1,0,0
50,15,32,-1,30,1,2,-8.08,1,0,0,1,0,0
48,-2,30,-2,32,2,-2,-8.08,1,0,0,1,0,0
50,2,30,0,34,2,-4,-7.37,1,0,0,1,0,0
272,222,29,-1,35,1,-6,-7.37,1,0,0,1,0,0
271,-1,30,1,37,2,-7,-6.31,0,1,0,1,0,0
225,-46,30,0,41,4,-11,-4.90,0,1,0,0,1,0
222,-3,29,-1,43,2,-14,-4.54,0,1,0,0,1,0
220,-2,29,0,45,2,-16,-3.84,1,0,0,0,1,0
217,-3,30,1,50,5,-20,-1.72,1,0,0,1,0,0
215,-2,31,1,50,0,-19,-1.36,1,0,0,1,0,0
213,-2,260,229,52,2,208,80.31,0,1,0,1,0,0
210,-3,259,-1,55,3,204,81.01,0,1,0,0,1,0
111,-99,257,-2,57,2,200,81.01,0,1,0,0,1,0
108,-3,256,-1,31,-26,225,71.47,0,0,1,0,1,0
106,-2,253,-3,31,0,222,70.41,0,0,1,0,0,1
106,0,252,-1,36,5,216,71.82,0,1,0,0,0,1
198,92,250,-2,65,29,185,81.37,0,1,0,0,1,0
196,-2,163,-87,66,1,97,50.96,0,1,0,0,1,0
193,-3,36,-127,68,2,-32,6.77,0,1,0,0,1,0
191,-2,34,-2,70,2,-36,6.77,0,1,0,0,1,0
189,-2,34,0,73,3,-39,7.83,0,1,0,0,1,0
186,-3,32,-2,75,2,-43,7.83,0,1,0,0,1,0
184,-2,33,1,87,12,-54,12.43,0,1,0,0,1,0
181,-3,32,-1,79,-8,-47,9.24,0,1,0,0,1,0
107,-74,32,0,81,2,-49,9.95,0,1,0,0,1,0
177,70,31,-1,83,2,-52,10.30,0,1,0,0,1,0
174,-3,31,0,86,3,-55,11.37,0,1,0,0,1,0
172,-2,30,-1,88,2,-58,11.72,0,1,0,0,1,0
169,-3,30,0,92,4,-62,13.13,0,1,0,0,1,0
167,-2,30,0,101,9,-71,16.32,0,1,0,0,1,0
165,-2,29,-1,104,3,-75,17.02,0,1,0,0,1,0
162,-3,29,0,106,2,-77,17.73,0,1,0,0,1,0
160,-2,29,0,108,2,-79,18.44,0,1,0,0,1,0
