front,front_delta,front_right,front_right_delta,rear_right,rear_right_delta,mode1,mode2,mode3,mode4,mode5,prev_mode1,prev_mode2,prev_mode3,prev_mode4,prev_mode5
53,8,102,0,45,-1,0,0,1,0,0,0,0,1,0,0,
53,0,101,-1,48,3,0,0,1,0,0,0,0,1,0,0,
43,-10,101,0,50,2,0,0,1,0,0,0,0,1,0,0,
41,-2,102,1,51,1,0,0,1,0,0,0,0,1,0,0,
38,-3,101,-1,56,5,0,1,0,0,0,0,0,1,0,0,
36,-2,56,-45,100,44,0,1,0,0,0,0,1,0,0,0,
41,5,53,-3,100,0,0,1,0,0,0,0,1,0,0,0,
39,-2,50,-3,99,-1,0,1,0,0,0,0,1,0,0,0,
37,-2,39,-11,99,0,0,1,0,0,0,0,1,0,0,0,
36,-1,37,-2,99,0,0,1,0,0,0,0,1,0,0,0,
36,0,35,-2,100,1,0,1,0,0,0,0,1,0,0,0,
35,-1,34,-1,101,1,0,1,0,0,0,0,1,0,0,0,
37,2,31,-3,102,1,0,1,0,0,0,0,1,0,0,0,
39,2,30,-1,103,1,0,1,0,0,0,0,1,0,0,0,
56,17,29,-1,104,1,0,1,0,0,0,0,1,0,0,0,
56,0,22,-7,106,2,0,1,0,0,0,0,1,0,0,0,
156,100,30,8,51,-55,0,1,0,0,0,0,1,0,0,0,
151,-5,30,0,52,1,0,0,1,0,0,0,1,0,0,0,
148,-3,31,1,36,-16,0,0,1,0,0,0,0,1,0,0,
146,-2,33,2,37,1,0,0,1,0,0,0,0,1,0,0,
143,-3,31,-2,36,-1,0,0,1,0,0,0,0,1,0,0,
141,-2,31,0,38,2,0,0,1,0,0,0,0,1,0,0,
138,-3,31,0,38,0,0,0,1,0,0,0,0,1,0,0,
136,-2,31,0,39,1,0,0,1,0,0,0,0,1,0,0,
133,-3,31,0,41,2,0,0,1,0,0,0,0,1,0,0,
131,-2,31,0,42,1,0,0,1,0,0,0,0,1,0,0,
128,-3,30,-1,44,2,0,0,1,0,0,0,0,1,0,0,
126,-2,30,0,44,0,0,0,1,0,0,0,0,1,0,0,
124,-2,29,-1,46,2,0,0,1,0,0,0,0,1,0,0,
122,-2,29,0,50,4,0,0,1,0,0,0,0,1,0,0,
119,-3,29,0,50,0,0,0,1,0,0,0,0,1,0,0,
117,-2,30,1,52,2,0,1,0,0,0,0,0,1,0,0,
114,-3,58,28,37,-15,0,0,1,0,0,0,1,0,0,0,
112,-2,60,2,35,-2,0,0,1,0,0,0,0,1,0,0,
109,-3,58,-2,35,0,0,0,1,0,0,0,0,1,0,0,
106,-3,59,1,36,1,0,0,1,0,0,0,0,1,0,0,
104,-2,59,0,38,2,0,0,1,0,0,0,0,1,0,0,
101,-3,59,0,39,1,0,0,0,1,0,0,0,1,0,0,
99,-2,59,0,42,3,0,0,0,1,0,0,0,0,1,0,
96,-3,58,-1,43,1,0,0,0,1,0,0,0,0,1,0,
94,-2,56,-2,46,3,0,0,0,1,0,0,0,0,1,0,
92,-2,54,-2,50,4,0,0,0,1,0,0,0,0,1,0,
90,-2,43,-11,73,23,0,0,0,1,0,0,0,0,1,0,
86,-4,51,8,169,96,0,0,0,1,0,0,0,0,1,0,
83,-3,49,-2,173,4,0,0,1,0,0,0,0,0,1,0,
56,-27,47,-2,179,6,0,0,1,0,0,0,0,1,0,0,
50,-6,45,-2,174,-5,0,0,1,0,0,0,0,1,0,0,
49,-1,44,-1,175,1,0,0,0,1,0,0,0,1,0,0,
48,-1,42,-2,184,9,0,0,0,1,0,0,0,0,1,0,
43,-5,40,-2,185,1,0,0,0,1,0,0,0,0,1,0,
40,-3,38,-2,186,1,0,0,1,0,0,0,0,0,1,0,
37,-3,36,-2,188,2,0,0,1,0,0,0,0,1,0,0,
35,-2,35,-1,130,-58,0,1,0,0,0,0,0,1,0,0,
33,-2,43,8,194,64,0,1,0,0,0,0,1,0,0,0,
31,-2,43,0,193,-1,0,1,0,0,0,0,1,0,0,0,
30,-1,28,-15,193,0,0,1,0,0,0,0,1,0,0,0,
30,0,26,-2,57,-136,0,1,0,0,0,0,1,0,0,0,
37,7,26,0,31,-26,0,1,0,0,0,0,1,0,0,0,
72,35,25,-1,32,1,0,1,0,0,0,0,1,0,0,0,
68,-4,23,-2,44,12,0,1,0,0,0,0,1,0,0,0,
62,-6,23,0,34,-10,0,1,0,0,0,0,1,0,0,0,
59,-3,24,1,35,1,0,1,0,0,0,0,1,0,0,0,
57,-2,24,0,38,3,0,1,0,0,0,0,1,0,0,0,
57,0,25,1,40,2,0,1,0,0,0,0,1,0,0,0,
56,-1,25,0,43,3,0,1,0,0,0,0,1,0,0,0,
53,-3,28,3,29,-14,0,1,0,0,0,0,1,0,0,0,

