front,prev_front,front_left,prev_front_left,front_right,prev_front_right,rear_right,prev_rear_right,mode1,mode2,mode3,prev_mode1,prev_mode2,prev_mode3
64,63,62,62,63,63,55,55,0,1,0,0,1,0
63,64,61,62,63,63,56,55,0,1,0,0,1,0
61,63,59,61,60,63,58,56,0,1,0,0,1,0
58,61,57,59,58,60,60,58,0,1,0,0,1,0
55,58,54,57,56,58,63,60,0,1,0,0,1,0
52,55,51,54,54,56,65,63,0,1,0,0,1,0
50,52,49,51,52,54,68,65,1,0,0,0,1,0
46,50,45,49,51,52,71,68,1,0,0,1,0,0
43,46,44,45,53,51,74,71,1,0,0,1,0,0
40,43,125,44,54,53,78,74,1,0,0,1,0,0
38,40,122,125,57,54,58,78,1,0,0,1,0,0
36,38,98,122,38,57,53,58,1,0,0,1,0,0
34,36,94,98,35,38,53,53,1,0,0,1,0,0
117,34,91,94,31,35,53,53,1,0,0,1,0,0
104,117,88,91,30,31,55,53,1,0,0,1,0,0
91,104,65,88,29,30,57,55,1,0,0,1,0,0
86,91,65,65,30,29,59,57,1,0,0,1,0,0
81,86,61,65,32,30,64,59,1,0,0,1,0,0
78,81,58,61,103,32,74,64,0,1,0,1,0,0
75,78,58,58,38,103,31,74,0,1,0,0,1,0
72,75,94,58,92,38,32,31,0,0,1,0,1,0
69,72,52,94,38,92,33,32,0,1,0,0,0,1
66,69,52,52,37,38,34,33,0,1,0,0,1,0
63,66,50,52,36,37,35,34,0,1,0,0,1,0
60,63,46,50,36,36,35,35,0,1,0,0,1,0
58,60,96,46,35,36,38,35,0,1,0,0,1,0
55,58,95,96,34,35,38,38,0,1,0,0,1,0
52,55,83,95,33,34,37,38,0,1,0,0,1,0

