front,prev_front,front_left,prev_front_left,front_right,prev_front_right,rear_right,prev_rear_right,mode1,mode2,mode3,prev_mode1,prev_mode2,prev_mode3
70,70,67,68,128,128,44,44,0,1,0,0,1,0
70,70,67,67,127,128,44,44,0,1,0,0,1,0
67,70,65,67,88,127,45,44,0,1,0,0,1,0
65,67,62,65,124,88,50,45,0,1,0,0,1,0
62,65,60,62,122,124,51,50,0,1,0,0,1,0
60,62,58,60,120,122,58,51,0,1,0,0,1,0
58,60,55,58,118,120,58,58,1,0,0,0,1,0
55,58,53,55,118,118,60,58,1,0,0,1,0,0
51,55,52,53,118,118,200,60,1,0,0,1,0,0
49,51,200,52,119,118,200,200,1,0,0,1,0,0
45,49,200,200,122,119,161,200,1,0,0,1,0,0
42,45,200,200,130,122,121,161,1,0,0,1,0,0
40,42,200,200,42,130,119,121,1,0,0,1,0,0
39,40,200,200,38,42,119,119,1,0,0,1,0,0
38,39,200,200,35,38,119,119,1,0,0,1,0,0
38,38,200,200,34,35,120,119,1,0,0,1,0,0
200,38,200,200,33,34,122,120,1,0,0,1,0,0
200,200,200,200,32,33,125,122,0,1,0,1,0,0
200,200,200,200,34,32,128,125,0,1,0,0,1,0
200,200,200,200,31,34,133,128,0,1,0,0,1,0
200,200,200,200,32,31,134,133,0,1,0,0,1,0
200,200,200,200,78,32,138,134,0,1,0,0,1,0
200,200,200,200,75,78,141,138,0,1,0,0,1,0
200,200,200,200,200,75,143,141,0,1,0,0,1,0
200,200,200,200,200,200,57,143,0,1,0,0,1,0
200,200,200,200,200,200,58,57,0,1,0,0,1,0
200,200,200,200,200,200,60,58,0,0,1,0,1,0
200,200,200,200,200,200,63,60,0,0,1,0,0,1
200,200,200,200,200,200,61,63,0,1,0,0,0,1
200,200,136,200,200,200,161,61,0,1,0,0,1,0
200,200,133,136,58,200,67,161,0,1,0,0,1,0
200,200,130,133,52,58,68,67,0,0,1,0,1,0
200,200,127,130,51,52,69,68,0,1,0,0,0,1
200,200,126,127,200,51,73,69,0,1,0,0,1,0
200,200,125,126,200,200,172,73,0,1,0,0,1,0
200,200,123,125,200,200,174,172,0,0,1,0,1,0
200,200,123,123,200,200,175,174,0,0,1,0,0,1
200,200,125,123,40,200,178,175,0,1,0,0,0,1
200,200,126,125,38,40,38,178,0,1,0,0,1,0
200,200,126,126,38,38,37,38,0,1,0,0,1,0
200,200,127,126,38,38,38,37,0,1,0,0,1,0
200,200,127,127,40,38,37,38,0,0,1,0,1,0
200,200,129,127,110,40,38,37,0,1,0,0,0,1
200,200,200,129,108,110,200,38,0,1,0,0,1,0
200,200,200,200,107,108,200,200,0,1,0,0,1,0
200,200,200,200,105,107,123,200,0,1,0,0,1,0
200,200,200,200,104,105,125,123,0,1,0,0,1,0
200,200,200,200,102,104,126,125,0,1,0,0,1,0
200,200,200,200,101,102,200,126,0,1,0,0,1,0
200,200,200,200,99,101,200,200,0,0,1,0,1,0
200,200,200,200,97,99,200,200,0,0,1,0,0,1
200,200,200,200,93,97,200,200,0,0,1,0,0,1
200,200,200,200,90,93,200,200,0,0,1,0,0,1
91,200,200,200,65,90,79,200,0,0,1,0,0,1
86,91,200,200,85,65,80,79,0,1,0,0,0,1
82,86,200,200,61,85,82,80,0,1,0,0,1,0
79,82,200,200,58,61,79,82,0,1,0,0,1,0
76,79,200,200,56,58,83,79,0,1,0,0,1,0
73,76,200,200,55,56,88,83,0,1,0,0,1,0
70,73,200,200,51,55,91,88,0,1,0,0,1,0
67,70,200,200,51,51,95,91,0,0,1,0,1,0
63,67,200,200,49,51,98,95,0,1,0,0,0,1
60,63,200,200,37,49,101,98,0,1,0,0,1,0
57,60,200,200,37,37,105,101,0,1,0,0,1,0
54,57,200,200,38,37,105,105,0,1,0,0,1,0
